SITE_ID,VISIT_NO,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,RPGT50,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SA,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,PCT_FAST,PCT_POOL,PCT_SLOW,RpRat,RPMXDEP_CM,RPXDEP_CM,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_BRS,XFC_OHV,XFC_BIG,XFC_NAT,XFC_UCB,V1W_MSQ,XCDENBK,XCDENMID,XCL,XGB,XGW,XMW,XC,XCS,XCM,XCMGW,XPCAN,XPCM,XPCMG,QR1,QRVeg1,RDIST1,W1_HALL,W1H_WALL,W1H_LOG,W1_HNOAG,W1_HAG
NRS18_OR_10016,2,BOATABLE,116.1458333,85.48770046,50.83636364,55.31888889,38.31761765,3,54.22727273,0.736363636,0.736363636,NA,0.328428797,1659.874992,2.546401439,NA,0,0,0,NA,1.789895297,1.531130808,1.015270631,0.756506142,63,0,37,0.329909533,477.6048507,55.7122762,NA,0,0.05,0.004545455,0.009090909,0.004545455,0.288636364,0.306818182,0,0.002284545,20.45454545,NA,0.140909091,0.217045455,0.330681818,0.263636364,0.209090909,0.068181818,0.522727273,0.803409091,0.954545455,0.954545455,0.954545455,0.480511167,0.461534091,0.153846154,0.181818182,0,0,0.181818182,0
NRS18_MD_10019,1,BOATABLE,1121.0544,272.4838024,1557.363636,14508.54401,243.1481952,5,1566.545455,0.172727273,1.122727273,NA,0.006477775,3992.9709,-2.110924375,NA,100,0,100,NA,0.791638014,0.594810235,-2.70573461,-2.902562389,0,100,100,0.216892414,1220.119271,282.2398801,NA,0.013636364,0.009090909,0.036363636,0.063636364,0.009090909,0.118181818,0.140909091,0,0.043240909,62.03208556,NA,0.073863636,0.198863636,0.215909091,0.093181818,0.255681818,0.181818182,0.409090909,0.564772727,0.954545455,0.545454545,0.545454545,0.384111417,0.354147727,0.756907958,3.113668182,0.73485,0,3.113668182,0
NRS18_CA_10030,1,BOATABLE,81.75,52.47908747,18.36363636,10.9975,37.63728675,3,36.20909091,2.072727273,2.854545455,NA,0.037221213,1176.678253,-0.359475086,NA,0,93.33333333,93.33333333,NA,1.229138601,0.805668631,-1.165143717,-1.588613688,1.666666667,3.333333333,98.33333333,0.460394945,229.5459205,47.0176326,NA,0.009090909,0,0.061363636,0.059090909,0.018181818,0.075,0.165909091,0.004545455,0.003331364,34.75935829,NA,0.271590909,0.269047619,0.263636364,0.239772727,0.364772727,0.093181818,0.814772727,0.868181818,0.863636364,0.818181818,0.818181818,0.507972039,0.490681818,0.352941176,0.545454545,0.545454545,0,0.545454545,0
NRS18_UT_10026,1,WADEABLE,42.37,12.81543813,4.928571429,2.0335,9.24259096,0,6.272727273,0.390909091,0.709090909,1.185227505,1.08125,160,0.582539208,64.36363636,24.76190476,17.14285714,41.9047619,47.61904762,1.775784474,1.72498979,-1.142450581,-1.193245265,81,0,19,0.21813998,45.82093813,11.58248741,0,0.009090909,0.05,0.004545455,0.040909091,0.177272727,0.170454545,0.425,0.027272727,0.002712138,92.78074866,29.41176471,0.029545455,0.1,0.546590909,0.592045455,0.155681818,0.126136364,0.861363636,1.294318182,0.818181818,0.818181818,0.818181818,0.58751655,0.682443182,0.682188371,2.146517965,0.261904762,0,2.146517965,0
NRS18_IN_10026,1,WADEABLE,49.105,23.71232205,3.29047619,1.632675,29.72280671,2,5.077272727,0.540909091,1.022727273,1.078102768,0.121066667,150,-0.789591758,98.27272727,27.61904762,64.76190476,92.38095238,98.0952381,0.754843178,0.784843535,-1.574435293,-1.544434936,8,16,92,0.60529084,107.3936,31.30380707,0,0,0,0,0,0.320454545,0.05,0.370454545,0.05,0,94.38502674,3.475935829,0,0.009090909,0,0.079545455,0,0,0.345454545,0.079545455,0,0,0,0.347131647,0.135795455,0.675572005,2.082348052,0.142857143,0,2.082348052,0
NRS18_AR_10025,1,WADEABLE,76.46,22.89211412,26,19.111,22.84472799,3,29.57272727,0.990909091,2.381818182,1.599135333,0.136875,800,1.850623826,52.54545455,0,28.57142857,28.57142857,29.52380952,1.387468831,1.155776583,0.694847243,0.463154995,29,1,71,0.29878012,68.7275,27.9213342,27.61904762,0.168181818,0.004545455,0.022727273,0.040909091,0.05,0.290909091,0.418181818,0.036363636,1.66539e-4,94.38502674,31.01604278,0.126136364,0.553409091,0.1375,0.317045455,0.235227273,0.109090909,0.785227273,0.689772727,0.909090909,0.909090909,0.909090909,0.659884584,0.410397727,0.26257148,0.356063636,0,0,0.356063636,0
NRS18_WA_10025,1,BOATABLE,116.5,72.35399789,63.13636364,67.55,41.36271026,4,73.5,1.186363636,3.352727273,NA,0.325738962,1982.283234,2.115503342,NA,0,0,0,NA,1.888464629,1.635641629,0.479861713,0.227038713,46,8,54,0.355044723,362.3329272,56.0508528,NA,0.118181818,0.013636364,0,0.018181818,0.031818182,0.122727273,0.177272727,0,4.75909e-4,12.43315508,NA,0.073863636,0.497727273,0.251136364,0.179545455,0.119318182,0.045454545,0.342045455,0.55,0.545454545,0.545454545,0.545454545,0.332670685,0.3475,0.500010227,1.000040909,0,0,0.484863636,0.515177273
NRS18_TX_10068,1,WADEABLE,22.31,7.934956544,6.245238095,1.402475,8.78007488,0,10.36818182,0.659090909,1.572727273,1.01701493,0.0675,200,-2.110924375,100,100,0,100,100,0.30519971,0.5650282,-2.675952575,-2.416124085,0,74,100,0.393548852,37.1675,9.658082368,0,0.045454545,0.511363636,0,0.045454545,0.290909091,0,0.404545455,0,0,99.73262032,89.57219251,0,0.263636364,0.255681818,0.627272727,0.006818182,0.006818182,0.726136364,0.889772727,0.136363636,0.136363636,0.136363636,0.572043283,0.500397727,0.625011718,1.66675,0.33335,0,0.6667,1.00005
NRS18_IL_10027,1,WADEABLE,17.19,14.11474979,3.859047619,0.74312,11.93835604,0,8.209090909,0.371818182,1.136363636,1.221410535,0.68,150,1.971091062,24.94545455,6.666666667,4.761904762,11.42857143,39.04761905,1.253175773,1.279427959,0.691663103,0.717915289,4,0,96,0.694494243,46.825,14.07020533,38.0952381,0,0,0.077272727,0.045454545,0.088636364,0.218181818,0.304545455,0.009090909,0.007900185,98.6631016,93.5828877,0.476136364,0.627272727,0.3875,0.764772727,1.080681818,0.604545455,1.938636364,2.232954545,1,1,1,0.995973111,1,0,0,0,0,0,0
NRS18_NV_10014,1,WADEABLE,37,12.88908222,16.85714286,5.6375,13.85000985,0,36.45454545,0.790909091,1.727272727,1.043915397,0.087682379,400,0.338136465,86.18181818,5.714285714,44.76190476,50.47619048,69.52380952,0.994042195,0.788217419,-0.450080955,-0.655905731,10,0,90,0.374324591,49.8392511,15.09651073,0,0.068181818,0.009090909,0,0.022727273,0.004545455,0,0.027272727,0,1.19e-5,7.219251337,0,0,0.820454545,0.022727273,0.015909091,0,0,0.043181818,0.038636364,0,0,0,0.18200288,0.11738636400000001,0.688682476,2.212154545,0,0,0.712154545,1.5
NRS18_CA_10021,1,WADEABLE,24.73469388,29.95341779,4.933333333,2.09505,10.45694949,1,7.845454545,0.336363636,0.763636364,1.216368165,2.6,180,2.090891481,27.09090909,0,4.761904762,4.761904762,7.619047619,1.943044499,1.923333851,0.16755763,0.147846982,19.19191919,22.22222222,80.80808081,0.42276446,189.07,16.17559375,10.47619048,0.031818182,0.090909091,0.068181818,0.154545455,0.154545455,0.347727273,0.659090909,0.009090909,0.004260783,94.9197861,87.29946524,0.296590909,0.834090909,0.05,0.303409091,0.443181818,0.146590909,0.914772727,0.796590909,0.954545455,0.909090909,0.909090909,0.545894376,0.458465909,0.62817048,1.689404545,0.272727273,0,1.689404545,0
NRS18_OH_10011,2,WADEABLE,74.92207792,34.77853476,6.591333333,4.204578571,38.71367853,3,7.6125,0.191875,1.04125,1.124531402,0.192857143,320,-0.353254808,88.5,28,56,84,85.33333333,0.925614194,0.861648033,-1.214902841,-1.278869003,0,13.69863014,98.63013699,0.516719232,135.7181818,41.40212843,0,0,0.007142857,0.025,0.075,0.014285714,0.03125,0.120535714,0,0.001752053,91.91176471,87.68382353,0.025,0.04375,0.090625,0.1296875,0.103125,0.078125,0.2453125,0.3234375,0.875,0.875,0.8125,0.498909456,0.245546875,0.454550413,0.83335,0.0833375,0,0.83335,0
NRS18_KS_10125,1,WADEABLE,18.85,11.24957912,6.49047619,1.144142857,9.020027394,1,18.7,1.327272727,3.981818182,1.077093741,0.039583333,240,-0.485678068,97.81818182,9.523809524,86.66666667,96.19047619,97.14285714,0.952359392,0.587184356,-1.072862423,-1.43803746,2,0,98,0.478516042,77.506,10.63074657,0,0.004545455,0.004545455,0,0.086363636,0.031818182,0,0.131818182,0,1.29e-5,88.77005348,49.19786096,0.357954545,0.285227273,0.165909091,0.221590909,0.634090909,0.276136364,0.896590909,1.021590909,0.954545455,0.954545455,0.954545455,0.662890805,0.559715909,0.421061773,0.7273,0,0,0.030304545,0.696995455
NRS18_PA_10035,1,WADEABLE,16.235,13.11169094,4.583333333,0.793864583,9.794837224,1,8.509090909,0.37,0.873636364,1.16246152,0.583333333,160,0.597966019,40.27272727,21.9047619,3.80952381,25.71428571,48.57142857,1.151872228,1.235616005,-0.637649986,-0.553906209,21,35,79,0.603316121,56.724,11.40810453,2.857142857,0,0.125,0.004545455,0.009090909,0.127272727,0.018181818,0.177272727,0.009090909,0.001933226,85.82887701,71.65775401,0.121590909,0.1,0.081818182,0.3625,0.486363636,0.364772727,1.145454545,0.930681818,1,1,1,0.534164312,0.518806818,0.663276473,1.969795455,0,0,1.424313636,0.545481818
NRS18_MS_10001,1,WADEABLE,10.86,7.243631778,1.727619048,0.16648,4.855260661,0,1.696363636,0.6,0.918181818,1.099857953,0.985873016,150,-0.422021052,98.36363636,0.952380952,93.33333333,94.28571429,97.14285714,1.883238816,1.646456699,-2.068477751,-2.305259869,15.33333333,27.33333333,84.66666667,0.447077409,33.26706349,6.698461467,0,0,0,0.027272727,0.086363636,0.820454545,0.036363636,1.006818182,0.009090909,0.001992497,100,99.73262032,0.029545455,0.25,0.280952381,0.530681818,0.279545455,0.25,0.810227273,1.078409091,1,1,1,0.836480022,0.585284091,0,0,0,0,0,0
NRS18_MS_10002,1,BOATABLE,252.2,150.8734167,111.3636364,304.01,115.1290631,5,122.0909091,0.872727273,1.590909091,NA,0.012008492,3968.870594,-0.460409377,NA,0,100,100,NA,0.522305858,0.254695586,-0.715104963,-0.982715235,8,57,92,0.456499061,476.6087675,133.7519094,NA,0.009090909,0,0.086363636,0.177272727,0.104545455,0.086363636,0.45,0,0.029054545,44.11764706,NA,0.018181818,0.628409091,0.075,0.430681818,0.220454545,0.202272727,0.676136364,0.726136364,0.954545455,0.954545455,0.954545455,0.522507005,0.426761364,0.327513658,0.487019048,0.030304545,0,0.487019048,0
NRS18_NE_10008,1,WADEABLE,36.06,13.56750426,6.480952381,2.32565,14.12527281,2,8.263636364,0.409090909,0.5,1.686221122,0.060714286,280,-0.590942172,88.18181818,34.28571429,38.0952381,72.38095238,86.66666667,0.368284546,0.417244024,-1.008186196,-0.959226718,4.210526316,0,94.73684211,0.39171583,56.1075,16.84821697,0,0,0.045454545,0,0,0.143181818,0.018181818,0.161363636,0.018181818,0,41.44385027,0,0,0.131818182,0,0,0,0,0.2,0,0,0,0,0.256823674,0.1,0.641863214,1.792229221,0,0,0.428592857,1.363636364
NRS18_ID_10001,2,WADEABLE,36.44,14.34729412,5.371428571,1.91975,11.13961497,2,5.6,0.236363636,0.827272727,1.075059236,2.2,200,1.549109047,36.18181818,0,9.523809524,9.523809524,18.0952381,1.800847561,1.845720937,-0.29661189,-0.251738514,98,2,2,0.305697447,59.28,14.51081424,0,0,0.525,0.075,0.018181818,0.05,0.134090909,0.247727273,0.05,0.012100893,57.48663102,28.07486631,0.142045455,0.022727273,0.371590909,0.544318182,0.218181818,0.076136364,0.892045455,1.134090909,0.818181818,0.818181818,0.818181818,0.722284459,0.610340909,0,0,0,0,0,0
NRS18_OR_10015,2,WADEABLE,125.2010101,123.6260924,16.784,8.110145455,74.58125178,7,29.23636364,1.190909091,1.654545455,1.3171916,1.059546514,1600,2.026902341,24.37254902,0,11.65048544,11.65048544,13.59223301,2.272572039,2.090442149,-0.063539808,-0.245669698,43,25,50,0.595692093,392.8267313,110.7750946,17.47572816,0.004545455,0,0.009090909,0,0.004545455,0.081818182,0.090909091,0.018181818,1.51588e-4,64.70588235,25,0.310227273,0.222727273,0.347727273,0.392045455,0.610227273,0.3,1.257954545,1.35,0.954545455,0.954545455,0.954545455,0.696008432,0.7075,0.301593953,0.431831818,0.030304545,0,0.431831818,0
NRS18_CA_10788,1,BOATABLE,100.8333333,55.51641946,39.90909091,34.49,52.18030851,4,51.27272727,0.504545455,1.363636364,NA,0.121147509,1272.006248,1.682390132,NA,1.666666667,7.5,9.166666667,NA,0.989092927,0.912695049,0.769695083,0.693297204,16.66666667,5.833333333,83.33333333,0.517490663,243.7677285,58.2437978,NA,0.134090909,0.004545455,0.009090909,0.084090909,0.036363636,0.009090909,0.134090909,0,0.00275,38.36898396,NA,0.234090909,0.220238095,0.440909091,0.426136364,0.426136364,0.192045455,1.043181818,1.293181818,1,0.909090909,0.909090909,0.641279207,0.681931818,0.13158466,0.151522727,0.030304545,0,0.151522727,0
NRS18_SC_10007,2,WADEABLE,27.06,14.14771995,7.552380952,2.3728,8.397789894,1,8.663636364,1.027272727,1.6,1.047805792,0.114285714,280,-0.460409377,100,0,98.0952381,98.0952381,98.0952381,1.349386357,0.976483298,-1.436892675,-1.809795734,11,0,89,0.310339612,96.752,9.447513631,0,0,0,0.031818182,0.072727273,0.072727273,0.059090909,0.254545455,0.027272727,0.001925948,96.52406417,85.42780749,0.245454545,0.054545455,0.079545455,0.321590909,0.518181818,0.272727273,1.006818182,0.919318182,0.954545455,0.954545455,0.954545455,0.737126673,0.513693182,0.195129804,0.242436364,0,0,0.242436364,0
NRS18_NY_10007,1,BOATABLE,251.86512,48.55625558,82.18181818,208.1946,35.06356804,10,82.18181818,0,0.195454545,NA,0.077061697,3471.592774,-2.110924375,NA,100,0,100,NA,1.029392933,1.04160624,-3.152530615,-3.140317308,0,0,100,0.139215657,144.7174148,49.9453673,NA,0.129545455,0.465909091,0.05,0.018181818,0.068181818,0.077272727,0.168181818,0,0.041577273,45.85561497,NA,0.038636364,0.011363636,0.036363636,0.120454545,0.231818182,0.193181818,0.545454545,0.388636364,0.954545455,0.954545455,0.954545455,0.407954227,0.274886364,0.518254856,1.075786364,0.030304545,0,1.075786364,0
NRS18_IN_10347,1,WADEABLE,38.09,8.951152513,5.847619048,2.072142857,10.24913314,0,7.063636364,0.490909091,3.081818182,1.090320585,0.100017778,250,-1.172496744,91.36363636,54.28571429,30.47619048,84.76190476,96.19047619,0.667539845,0.716424171,-1.888920915,-1.840036589,0,0,100,0.269076743,44.63748889,12.22486965,0,0,0,0.079545455,0.159090909,0.2,0.170454545,0.511363636,0.031818182,0.004796396,86.63101604,76.87165775,0.228409091,0.192045455,0.05,0.2125,0.404545455,0.176136364,0.809090909,0.667045455,0.636363636,0.636363636,0.636363636,0.489568165,0.400170455,0.666673232,2.000059091,0.204545455,0,1.969754545,0.030304545
NRS18_CO_10825,1,WADEABLE,25.22330097,11.8155199,3.161904762,0.7486,13.25932455,0,3.3,0.145454545,0.436363636,1.58652103,0.793333333,150,1.021902774,61.09090909,17.14285714,20,37.14285714,41.9047619,0.951492541,1.1573934,-0.135490626,0.070410233,20.38834951,0,79.61165049,0.525677609,37.03125,15.19607983,0,0,0.004545455,0.009090909,0.031818182,0.068181818,0.086363636,0.204545455,0.068181818,3.51515e-4,70.85561497,15.77540107,0,0.167045455,0.064772727,0.078409091,0.025,0.025,0.472727273,0.168181818,0.136363636,0.136363636,0.136363636,0.384049902,0.175681818,0.562924907,1.287936364,0,0,1.287936364,0
NRS18_UT_10434,1,BOATABLE,185.7980769,134.219526,48.63636364,88.766,78.97783689,6,51.72727273,0.631818182,0.963636364,NA,0.197972759,2564.141133,1.09464482,NA,25.96153846,0,25.96153846,NA,1.494517282,1.362263603,-0.267618783,-0.399872462,18.26923077,0,81.73076923,0.42507349,509.1481229,120.1212063,NA,0.05,0.352272727,0,0.036363636,0.05,0.220454545,0.347727273,0.031818182,9.51818e-4,33.82352941,NA,0.013636364,0.139772727,0.557954545,0.572727273,0.104545455,0.090909091,0.801136364,1.235227273,0.727272727,0.727272727,0.727272727,0.642505135,0.655852273,0,0,0,0,0,0
NRS18_AR_10016,1,BOATABLE,131.6,71.34664277,52.72727273,66.15,70.12714241,9,55,2,4.418181818,NA,0.079465989,2374.937627,1.577043126,NA,0,6,6,NA,1.402508512,1.152665646,0.42437748,0.174534614,2,0,98,0.532881021,402.7214262,80.1912636,NA,0.063636364,0.34,0.088636364,0.040909091,0.068181818,0.115909091,0.202272727,0,0.001903636,44.38502674,NA,0.090909091,0.2,0.056818182,0.171590909,0.217045455,0.126136364,0.409090909,0.445454545,0.818181818,0.727272727,0.727272727,0.375542779,0.300454545,0.647065429,1.833386364,0.318186364,0,1.833386364,0
NRS18_SD_10010,1,WADEABLE,42.23,15.1723133,7.333333333,3.3575,31.41262626,1,8.909090909,0.2,0.818181818,1.003557884,0.17,200,-1.751680691,98.18181818,83.80952381,11.42857143,95.23809524,98.0952381,0.186189259,0.554935118,-2.306615809,-1.93786995,0,98,98,0.743846229,57.675,33.43924731,0,0,0.761363636,0,0,0.068181818,0,0.068181818,0,0,61.22994652,9.893048128,NA,0.059090909,0.139772727,0.015909091,NA,NA,0.470454545,0.155681818,1,1,1,0.346270704,0.170056818,0.625004687,1.6667,0,0,0.33335,1.33335
NRS18_NV_10001,2,WADEABLE,18.11111111,7.373476738,1.213,0.182917391,6.133049957,0,2.161,0.56,1.645,1.360966443,1.5,150,-0.67520972,85.6,22,61,83,94,2.043852908,1.829596602,-2.504806322,-2.719062627,74.30555556,0,23.61111111,0.33863466,26.535,8.177399942,0,0,0,0,0.04,0.5075,0.08,0.6275,0.075,0.011201604,59.11764706,36.61764706,0,0.244736842,0.24125,0.25,0.0025,0.002631579,0.515,0.49375,0.05,0.05,0.05,0.364644539,0.3221875,0.761909014,3.200075,0.083335,0,1.700075,1.5
NRS18_DE_10008,1,WADEABLE,41.87719298,23.35040518,5.023809524,1.710727273,20.84995575,1,6.436363636,0.554545455,0.709090909,1.1533453870000001,0.245833333,240,-1.39832216,90.90909091,58.0952381,26.66666667,84.76190476,92.38095238,0.975680916,1.084340139,-2.482662299,-2.374003076,8.771929825,3.50877193,91.22807018,0.497883317,144.0204545,22.01911215,0,0.004545455,0.031818182,0.036363636,0.154545455,0.009090909,0.040909091,0.245454545,0.004545455,0.02184787,94.11764706,90.50802139,0.171590909,0.238636364,0.113636364,0.302272727,0.396590909,0.225,0.767045455,0.8125,1,1,1,0.749956425,0.465625,0.043478261,0.045454545,0,0,0.045454545,0
NRS18_PA_10068,1,WADEABLE,10.27333333,3.863261248,3.114285714,0.292136364,3.23154314,0,6.881818182,0.564545455,2.69,1.013096334,0.173333333,150,-1.563081532,88.45454545,72.38095238,11.42857143,83.80952381,90.47619048,0.86964913,0.875182544,-2.438264076,-2.432730662,5.333333333,0,94.66666667,0.314556438,14.69333333,3.979338247,0,0,0.045454545,0.009090909,0.172727273,0.05,0.054545455,0.254545455,0,0.001559665,91.17647059,90.50802139,0.202272727,0.330681818,0.173863636,0.332954545,0.518181818,0.330952381,1.001136364,1.025,1,1,1,0.471655702,0.56125,0.796926389,3.924322727,0.136363636,0,3.924322727,0
NRS18_ID_10016,2,BOATABLE,329.3939394,58.81167075,239.1,699.61,35.81654813,6,204.6363636,0.455555556,1.511111111,NA,0.027797545,4456.864631,-0.460409377,NA,0,100,100,NA,1.327633355,0.809701173,-1.27011055,-1.788042732,1.01010101,0,98.98989899,0.108734691,191.4714242,45.6587824,NA,0.081818182,0.625,0.009090909,0.05,0.168181818,0.059090909,0.368181818,0.009090909,0.001427727,13.02521008,NA,0.146590909,0.089772727,0.388636364,0.359090909,0.352272727,0.205681818,1.148863636,1.1,0.772727273,0.772727273,0.772727273,0.417760086,0.595,0.435907561,0.772759091,0,0.030304545,0.257581818,0.515177273
NRS18_NH_10004,1,BOATABLE,670.3,139.3814257,137.5454545,903.97,97.9016583,6,138.8181818,0.790909091,3,NA,0.024692821,3888.485551,-2.110924375,NA,100,0,100,NA,1.23917454,1.041825757,-3.152750132,-3.350098915,0,100,100,0.14605648,502.8129934,112.4916269,NA,0,0.204545455,0.004545455,0.04,0.111363636,0.013636364,0.192272727,0.009090909,0.00257,36.63101604,NA,0.125,0.361363636,0.161363636,0.414772727,0.325,0.2,0.760227273,0.901136364,0.954545455,0.954545455,0.954545455,0.480154864,0.505511364,0.490353787,0.962145455,0.121213636,0,0.750022727,0.212122727
NRS18_TX_10005,1,WADEABLE,51.34,23.10460184,8.49047619,4.8035,27.54371951,2,12.78181818,0.772727273,3.745454545,1.060740644,0.166666667,360,2.313039897,24.58181818,0,0.952380952,0.952380952,12.38095238,1.217560895,1.062135658,1.25090424,1.095479002,9,31,91,0.53649629,75.18,30.63851945,31.42857143,0.036363636,0.045454545,0,0.018181818,0.134090909,0.118181818,0.288636364,0.059090909,2.52e-5,87.70053476,61.09625668,0.182954545,0.496590909,0.122727273,0.330681818,0.329545455,0.146590909,0.839772727,0.782954545,0.636363636,0.636363636,0.636363636,0.503088136,0.452329545,0.683461436,2.159172727,0,0,1.522777273,0.636395455
NRS18_MD_10002,1,BOATABLE,141.0208,27.10341319,356.3636364,504.105672,17.48395365,6,360.8181818,0.363636364,1.259090909,NA,0.028444647,3806.464731,1.245756679,NA,0,23.33333333,23.33333333,NA,0.759761408,0.472609583,0.773147096,0.485995271,0,94.16666667,100,0.123981382,72.0747961,24.9294558,NA,0.004545455,0.013636364,0.018181818,0.072727273,0.022727273,0.031818182,0.136363636,0.004545455,0.037619091,75.13368984,NA,0.364772727,0.375,0.197727273,0.157954545,0.451136364,0.086363636,0.654545455,0.806818182,1,0.863636364,0.818181818,0.56290747,0.463068182,0.503761264,1.015159091,0.068181818,0,1.015159091,0
NRS18_CA_10016,1,BOATABLE,71.225,36.9008352,36.09090909,26.905,28.13861963,6,56.12727273,0.972727273,3.954545455,NA,0.040150139,1821.623247,-0.460409377,NA,0,100,100,NA,0.783840316,0.584913088,-1.045322465,-1.244249693,0,2.5,100,0.395066615,118.5732024,33.2158214,NA,0.013636364,0.063636364,0.013636364,0.05,0.040909091,0.013636364,0.127272727,0,0.00275,10.29411765,NA,0.129545455,0.296590909,0.227272727,0.235227273,0.265909091,0.136363636,0.794318182,0.728409091,0.681818182,0.681818182,0.681818182,0.364298636,0.427784091,0.413341156,0.704568182,0.136363636,0,0.371218182,0.33335
NRS18_NE_10049,1,WADEABLE,54.81,26.58726626,7.642857143,4.15305,24.07785758,4,9.309090909,0.727272727,1.627272727,1.345730694,0.2296875,320,0.207250058,68.18181818,33.33333333,15.23809524,48.57142857,53.33333333,1.328481168,1.211287828,-1.00403777,-1.12123111,33.66336634,33.66336634,65.34653465,0.4392968,70.17701626,27.08758978,0,0.018181818,0,0.022727273,0.027272727,0.597727273,0.05,0.761363636,0.027272727,3.69263e-4,93.04812834,14.97326203,0.030681818,0.064772727,0.220454545,0.178409091,0.0875,0.056818182,0.521590909,0.486363636,0.272727273,0.272727273,0.272727273,0.553245954,0.318863636,0.433487579,0.765186364,0,0,0.098486364,0.6667
NRS18_FL_10035,1,WADEABLE,45.16296296,28.39518758,4.297894737,1.53326087,23.47298298,3,5.081818182,0.698,1.648,1.033613684,2.206666667,150,0.188803085,90,9,52,61,61,2.147392734,2.139066187,-1.950263102,-1.958589649,6,18.66666667,80.66666667,0.519739659,104.7,27.75773384,0,0.07,0.435,0.01,0.05,0.025,0.09,0.195,0.005,0.001823494,44.70588235,34.26470588,0.0725,0.22625,0.14375,0.11125,0.2025,0.136842105,0.43875,0.4575,0.636363636,0.590909091,0.590909091,0.369857298,0.305875,0.670731908,2.037038889,0.814816667,0,2.037038889,0
NRS18_IL_10016,1,WADEABLE,11.80405405,9.216709747,1.985714286,0.23447619,6.782917005,0,4.5,0.354545455,1.654545455,1.307548526,0.286666667,150,-0.604574623,77.50909091,30.47619048,43.80952381,74.28571429,93.33333333,0.827980415,0.895820239,-1.500394863,-1.432555038,1.333333333,0.666666667,97.33333333,0.574626054,37.59166667,7.714920868,0,0,0,0.027272727,0.093181818,0.022727273,0.027272727,0.156818182,0,0.002059259,95.98930481,96.25668449,0.725,0.392045455,0.335227273,0.526136364,0.889772727,0.164772727,1.5125,1.751136364,1,1,1,0.922333274,0.888011364,0.083333333,0.090909091,0,0,0.090909091,0
NRS18_CT_10036,1,WADEABLE,50.31818182,19.33525174,10.26190476,5.3998,21.96079868,2,11.56363636,0.585454545,0.585454545,1.014970252,0.125833333,360,-0.757795323,90.81818182,36.19047619,50.47619048,86.66666667,89.52380952,0.907060515,0.871703926,-1.629499249,-1.664855838,7.476635514,0,92.52336449,0.436438637,54.50431818,24.17906117,0,0,0.040909091,0.040909091,0.236363636,0.379545455,0.090909091,0.761363636,0.004545455,0.002808613,84.75935829,67.9144385,0.251190476,0.098863636,0.418181818,0.475,0.419047619,0.167857143,1.0875,1.293181818,1,1,1,0.6718571,0.681931818,0.484578637,0.940160173,0,0,0.940160173,0
NRS18_SC_10479,1,WADEABLE,56.71,23.28232303,6.285714286,2.75962963,24.88360249,3,8.454545455,1.045454545,1.890909091,1.095197272,0.38125,240,0.241017575,89.09090909,13.33333333,37.14285714,50.47619048,80.95238095,1.713665236,1.550755424,-1.309737848,-1.472647661,43,27,57,0.438786854,76.21525,28.64507728,0,0,0,0.004545455,0.195454545,0.109090909,0.209090909,0.536363636,0.031818182,0.001364158,92.51336898,80.7486631,0.081818182,0.192045455,0.065909091,0.122727273,0.202272727,0.120454545,0.688636364,0.390909091,0.863636364,0.863636364,0.863636364,0.491540367,0.275909091,0.538462829,1.166672727,0.181818182,0,0.757577273,0.409095455
NRS18_IN_10021,1,WADEABLE,71,17.55740944,8.319047619,5.518095238,22.72195866,1,9.236363636,0.5,1.963636364,1.099149261,0.029916667,360,-1.865481572,93.18181818,91.42857143,0,91.42857143,100,0.037327049,0.303952338,-2.169433911,-1.902808621,4,0,96,0.320027587,62.1643,24.71949349,0,0.009090909,0.118181818,0.013636364,0.022727273,0.206818182,0.022727273,0.256818182,0.009090909,1.22102e-4,80.7486631,44.65240642,0.15,0.156818182,0.031818182,0.238636364,0.2,0.052380952,0.779545455,0.470454545,0.454545455,0.454545455,0.454545455,0.541697109,0.311704545,0.383179876,0.621218182,0,0,0.5,0.121218182
NRS18_NY_10019,1,BOATABLE,473.84208,86.32078545,110.9090909,520.086336,57.88901601,6,111.0909091,0.113636364,0.254545455,NA,0.016308923,3963.899853,-2.110924375,NA,100,0,100,NA,0.79300676,0.677890706,-2.78881508,-2.903931134,0,0,100,0.122169428,244.4931154,76.6884234,NA,0.231818182,0.265909091,0.027272727,0.013636364,0.031818182,0.104545455,0.145454545,0,0.004791364,67.78074866,NA,0.061363636,0.004545455,0.025,0.134090909,0.184090909,0.122727273,0.45,0.343181818,0.863636364,0.863636364,0.863636364,0.377237112,0.254431818,0.702835375,2.365138095,0.523809524,0,2.365138095,0
