"SITE_ID","VISIT_NO","PROTOCOL","XDEPTH_CM","SDDEPTH_CM","XWIDTH","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","XSLOPE","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDCBF_G08","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XGW","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG"
"FW08NM064",1,"WADEABLE",31.66,14.55273934,4.59,1.4636,11.42551144,6.027272727,0.372727273,0.527272727,2.033672,0.589622,NA,-0.358520453,78.72727273,35.23809524,65.71428571,74.28571429,"",1.365986593,-1.724507046,NA,0,100,NA,1.904761905,0.031818182,0.045454545,0,0.209090909,NA,25.40106952,0.534759358,0,0.1125,0.002272727,0.002272727,0.015909091,0.231634383,0.107159091,0.6470609,1.83335,0,0.33335,1.5
"FW08NM069",1,"WADEABLE",22.1,9.88264472,3.565,0.7802,11.56810864,10.22727273,0.872727273,1.363636364,1.087560024,0.070664886,148.5,-0.784511532,100,21.9047619,98.0952381,98.0952381,"0.784391441",0.674469331,-1.458980863,-1.568902972,0,100,0.52344383,0,0,0.456818182,0.004545455,0.112272727,0.000882305,31.55080214,22.19251337,0.146590909,0.193181818,0.063636364,0.251136364,0.543181818,0.356278885,0.344431818,0.658033037,1.924259091,0,0.424259091,1.5
"FW08NM070",1,"WADEABLE",69.86,5.318198222,3.245,2.2718,5.167416038,3.136363636,0.3,0.918181818,1.036377912,0.030557756,148.5,-2.076485571,98.18181818,99.04761905,99.04761905,99.04761905,"0.179682101",0.297128,-2.373613572,-2.256167672,0,100,0.073968165,0,0,0,0,0.586363636,0,69.51871658,16.84491979,0,0.504545455,0.276136364,0.029545455,0.552272727,0.460438228,0.348522727,0.614037796,1.590927273,0,1.590927273,0
"FW08RNM9001",1,"WADEABLE",12.79333333,10.58319338,1.475,0.165,6.293325597,9.963636364,0.5,0.554545455,1.054955288,0.20626745,149,-1.390905436,95.45454545,63.80952381,90.47619048,99.04761905,"0.775399137",0.902169779,-2.293075215,-2.166304573,0,100,0.491922272,0,0.793181818,0.820454545,0,0.702272727,0,4.010695187,0.534759358,0,0.088636364,0.011363636,0,0.020454545,0.181154431,0.109204545,0.6,1.5,0,0,1.5
"FW08RNM9002",1,"WADEABLE",82.54,63.94638221,5.484210526,5.759157895,64.23495,27.09090909,1.309090909,2.9,1.069644824,0.134291811,158.4,-0.445188342,80.54545455,64.76190476,67.61904762,71.42857143,"1.392660224",1.137550085,-1.582738428,-1.837848567,0,100,0.778228132,17.14285714,0.243181818,0.684090909,0,0.720454545,0,11.76470588,4.010695187,0,0.293181818,0.076136364,0.025,0.165909091,0.243196192,0.174659091,0.6,1.5,0,0,1.5
"FW08RNM9004",1,"WADEABLE",34.76,29.24819601,4.845,2.73365,29.66121534,12.36363636,0.790909091,2.172727273,1.19622827,0.137278458,158.4,1.293245853,42.36363636,2.857142857,31.42857143,43.80952381,"0.920630726",0.898551893,0.39469396,0.372615127,0,95,0.853314596,20,0.227272727,0.063636364,0,0.3,0,58.02139037,29.94652406,0.036363636,0.225,0.079545455,0.244318182,0.4875,0.583546183,0.319375,0,0,0,0,0
"FW08RNM9030",1,"WADEABLE",49.11,13.4336341,8.545,3.87375,7.153373737,18.86363636,1.372727273,2,1.024855773,3.65,277.2,1.437168186,54.81818182,18.0952381,22.85714286,26.66666667,"2.966686591",2.651387199,-1.214219013,-1.529518405,75,25,0.145660227,0,0,0,0,0.686363636,1.1092e-05,84.75935829,15.10695187,0.096590909,0.260227273,0.222727273,0.298863636,1.063636364,0.695367868,0.578636364,0.326541607,0.484872727,0,0.484872727,0
"FW08RNM9049",1,"WADEABLE",17.99333333,21.72509657,1.26,0.39625,8.794714765,5.454545455,0.590909091,0.954545455,1.134722409,8.7,223.5,2.162339992,13.09090909,0,8.571428571,20,"2.755265241",2.609563933,-0.447223941,-0.592925249,28.66666667,71.33333333,0.488776293,39.04761905,0.604545455,0,0,0.306818182,0,54.01069519,45.45454545,0.047727273,0.627272727,0.090909091,0.157954545,0.488636364,0.548117459,0.319886364,0.121673004,0.138528139,0.047619048,0.138528139,0
"FW08RNM9060",1,"WADEABLE",85.85,39.86932569,27,22.6315,38.09851185,40.54545455,1.609090909,1.727272727,2.281022,0.171567,792,0.798027514,71.09090909,8.571428571,52.38095238,52.38095238,"1.611204003",1.389564737,-0.591537223,-0.813176489,14,86,0.443779987,0,0,0.009090909,0,0.309090909,0,10.42780749,0,0.002272727,0.113636364,0.045454545,0.018181818,0.356818182,0.369654442,0.260568182,0,0,0,0,0
"FW08RNM9081",1,"WADEABLE",41.11,24.03528341,4.56,2.0793,26.19304737,10.82727273,1.572727273,2.036363636,1.047612018,0.063025529,198,-0.770689627,91.27272727,26.66666667,90.47619048,98.0952381,"1.105283714",0.871173243,-1.641862871,-1.875973342,0,100,0.637145399,0,0,0.013636364,0,0.263636364,8.11643e-05,45.18716578,2.540106952,0,0.090909091,0.038636364,0.022727273,0.334090909,0.370205735,0.250340909,0.6,1.5,0,0,1.5
"FW08WI021",1,"BOATABLE",432.816,143.8798974,316.9090909,1450.42128,211.2133461,368.4545455,1.075,1.075,1.016046962,0.003299273,4010.341585,-0.559440277,NA,6,100,NA,"0.170876888",-0.129062554,-0.430377722,-0.730317165,0,100,48.79980087,NA,0,0.004545455,0.140909091,0.425,0.001903636,64.17112299,NA,0.236363636,0.153409091,0.153409091,0.561363636,0.998863636,0.56532612,0.549488636,0.514707667,1.060613636,0.386363636,1.060613636,0
"FW08WI021",2,"BOATABLE",465.7344,120.2990181,316.0909091,1458.7728,91.89900457,320.6363636,0.904545455,1.836363636,1.016046962,0.003299273,4009.848548,-0.460409377,NA,0,100,NA,"0.427850612",0.01741722,-0.477826597,-0.888259989,0,100,19.73206286,NA,0.031818182,0.009090909,0.05,0.172727273,0.018531818,62.29946524,NA,0.128409091,0.226136364,0.05,0.221590909,0.346590909,0.4411579,0.255965909,0.492309645,0.969704545,0.363636364,0.969704545,0
"FW08WI029",1,"BOATABLE",710.6478261,263.9424715,725.98,5477.106987,266.0931646,707.8181818,1.125,3.2125,1.031202581,0.002692532,4049.548107,-2.110924375,NA,100,100,NA,"0.049283229",0.011171656,-2.122096031,-2.160207604,0,100,37.44374567,NA,0.00625,0.2,0.06875,0.16875,0.003701818,24.44852941,NA,0.045454545,0.065909091,0.068181818,0.122727273,0.272727273,0.285575074,0.222727273,0.673271047,2.060640909,0.590909091,2.060640909,0
"FW08WI030",1,"BOATABLE",144.5762712,70.89952042,268.7272727,358.995,39.58985467,287.9090909,0.327272727,1.272727273,1.141102366,0.02644218,3832.438137,-0.193220836,NA,0.869565217,82.60869565,NA,"0.61844312",0.395160196,-0.588381032,-0.811663955,0,100,27.38336958,NA,0,0,0.027272727,0.279545455,0.002855455,19.65240642,NA,0.082142857,0.3625,0.317045455,0.221590909,0.842045455,0.509933991,0.478920455,0,0,0,0,0
"FW08WI033",1,"BOATABLE",475.1832,114.3821741,330.7272727,1507.32744,85.24419227,336.7272727,0.936363636,1.454545455,1.059763698,0.005855683,4013.757787,-1.071099926,NA,37,100,NA,"0.602597405",0.287732287,-1.358832213,-1.673697332,0,100,17.93922686,NA,0.045454545,0.079545455,0.022727273,0.1,0,35.16042781,NA,0.093181818,0.060227273,0.152272727,0.211363636,0.511363636,0.373597207,0.330113636,0.620692925,1.636386364,0.318181818,1.636386364,0
"FW08WI053",1,"BOATABLE",394.7929697,95.72631835,664.1818182,2716.85004,175.8384957,667.8181818,0.877272727,2.877272727,1.111228361,0.002692532,4249.495698,-2.110924375,NA,100,100,NA,"-0.364107021",-0.247730297,-1.863194078,-1.746817354,0,100,44.53941919,NA,0.027272727,0.081818182,0.009090909,0.154545455,0.000951818,35.96256684,NA,0.082954545,0.0625,0.144318182,0.261363636,0.623863636,0.438806418,0.380738636,0.476192971,0.9091,0.272727273,0.9091,0
"FW08WI034",1,"BOATABLE",269.9,87.73807439,191.8181818,489.15,0.108081446,191.9090909,0.081818182,0.772727273,1.104033994,0.073277807,889762.6825,-1.101690197,NA,40,98.75,NA,"1.528280583",1.144369282,-2.246059478,-2.62997078,0,100,0.040044997,NA,0,0.052272727,0.009090909,1.075909091,0.000951818,68.98395722,NA,0.125,0.255681818,0.321590909,0.255681818,0.865909091,0.479624712,0.489659091,0.687419022,2.199170996,0.318181818,2.199170996,0
"FW08RWI9225",1,"BOATABLE",64.96,16.21753634,22.54545455,13.386,13.70522186,26.95454545,0.45,0.45,1.949091004,0.005210174,824.0334504,-2.110924375,NA,100,100,NA,"-0.841242975",-0.467830807,-1.643093568,-1.269681399,0,100,21.09794006,NA,0,0.004545455,0.027272727,0.308636364,0.004188182,82.7540107,NA,0.503409091,0.672727273,0.056818182,0.667045455,1.123863636,0.79985392,0.605738636,0,0,0,0,0
"FW08WI031",1,"BOATABLE",52.07,43.61221565,40.45454545,16.825,0.01975503,41.36363636,0.354545455,5.136363636,1.007135413,0.107399577,1578880.206,3.115408035,NA,0,2.02020202,NA,"1.096164092",0.808252319,2.307155716,2.019243942,16.16161616,83.83838384,0.03793937,NA,0.084090909,0.004545455,0.004545455,0.627272727,0.000475909,70.05347594,NA,0.475,0.135227273,0.401136364,0.756818182,1.621590909,0.846277582,0.829715909,0,0,0,0,0
"FW08WI022",1,"BOATABLE",81.5,38.72657324,29.09090909,18.55,23.27343834,29.90909091,0.218181818,0,1.118071922,0.028953767,918.9261928,-0.460409377,NA,0,100,NA,"0.199571224",0.199694392,-0.660103769,-0.659980601,0,100,28.55636606,NA,0,0,0,0.200454545,0.000951818,53.60962567,NA,0.352272727,0.085227273,0.395238095,0.702272727,1.536363636,0.750397129,0.791363636,0.083333333,0.090909091,0,0.090909091,0
"FW08WI022",2,"BOATABLE",71.45,73.16197265,26.18181818,19.565,40.32693446,28,0.418181818,2.045454545,1.123253248,0.028953767,943.4625963,-0.460409377,NA,0,100,NA,"0.15063273",0.152361452,-0.612770829,-0.611042107,0,100,56.44077601,NA,0.009090909,0.005,0.2,0.893181818,0.006662727,57.62032086,NA,0.261363636,0.145454545,0.239772727,0.393181818,0.960227273,0.690448046,0.532102273,0,0,0,0,0
"FW08WI049",1,"BOATABLE",465.7344,157.4624201,2083.909091,8429.33544,103.7210525,2259,0.32,0.99,1.217974404,0.010373463,3977.459982,-1.599264725,NA,69,100,NA,"0.575444854",0.445499433,-2.044764159,-2.174709579,0,100,22.27042977,NA,0,0.715909091,0.045454545,0.440909091,0.007361364,52.94117647,NA,0.159090909,0.002272727,0.406818182,0.506818182,1.353409091,0.632719523,0.709034091,0.380288673,0.613654545,0.113636364,0.613654545,0
"FW08WI050",1,"BOATABLE",155.65,99.2844475,144.8181818,181.41,43.82216266,144.9090909,0.209090909,0.590909091,1.401752944,0.172304404,3630.449657,0.637600575,NA,0,53,NA,"1.300210571",1.194043446,-0.556442871,-0.662609995,1,99,28.1542966,NA,0,0,0.0625,0.529318182,0.001427727,66.31016043,NA,0.338636364,0.06375,0.567045455,0.723863636,1.952272727,0.754977284,0.978522727,0.36885677,0.584426407,0.227277273,0.584426407,0
"FW08WI054",1,"BOATABLE",168.5,29.52423872,25.18181818,44.89,35.55134422,25.22727273,0.4,1.522727273,1.157147633,0.031543538,615.9050481,-1.712049917,NA,75.83333333,100,NA,"0.514044313",0.570985733,-2.28303565,-2.22609423,0,100,21.09872061,NA,0.004545455,0,0.068181818,1.047727273,0.003045909,61.89839572,NA,0.176136364,0.025,0.380681818,0.379545455,1.117045455,0.72008234,0.602670455,0.057145551,0.060609091,0,0.060609091,0
"FW08RWI9226",1,"BOATABLE",99.33,44.16179047,51.63636364,50.563,33.67792911,55.22727273,0.709090909,1.963636364,1.350726782,0.005086893,2733.152403,-1.112815976,NA,79,84,NA,"-0.412011979",-0.32374212,-0.789073857,-0.700803998,0,100,33.90509323,NA,0,0,0.018181818,0.077272727,0.001903636,49.19786096,NA,0.279545455,0.504545455,0.102272727,0.419318182,0.901136364,0.48171801,0.505511364,0.592597874,1.454577273,0.136363636,1.24245,0.212127273
"FW08WI036",1,"BOATABLE",62.010968,69.62863563,50.63636364,82.206384,31.99720115,50.81818182,0.245454545,0,1.113588237,0.050034798,1341.424318,0.854895395,NA,0,25,NA,"0.269086736",0.271830883,0.583064512,0.58580866,0,100,51.59926088,NA,0.061363636,0.302272727,0,0.202045455,0,22.32620321,NA,0.242045455,0.030681818,0.557954545,0.555681818,1.675,0.606518474,0.85375,0.131584661,0.151522727,0,0.151522727,0
"FW08WI040",1,"BOATABLE",108.35,99.54201945,59.90909091,106.7,49.23022777,59.90909091,0.263636364,0,1.220136325,0.082575994,2214.361622,1.946105247,NA,0,1,NA,"0.765223685",0.683458002,1.262647245,1.180881562,12,88,45.43629698,NA,0,0.061363636,0.004545455,0.2025,0.000951818,51.3368984,NA,0.245454545,0.034090909,0.55,0.546590909,1.571590909,0.723694917,0.807215909,0.164559077,0.196972727,0,0.196972727,0
"FW08WI041",1,"BOATABLE",160.2970297,16.70062547,21.18181818,31.89,0.054183026,22.04545455,0.909090909,2.818181818,1.017040265,0.01475894,326515.1121,-0.468474341,NA,17,82,NA,"0.851385549",0.40385854,-0.872332881,-1.319859891,0,100,0.033801641,NA,0,0,0.036363636,0.579545455,0.002379545,70.45454545,NA,0.132142857,0.126190476,0.16547619,0.282142857,0.695238095,0.604617939,0.412857143,0.270721455,0.371218182,0.068181818,0.068181818,0.303036364
"FW08WI044",1,"BOATABLE",272.91,66.37772156,136.9090909,348.696,52.96075936,137.7272727,0.309090909,0,1.046993334,0.008525123,4062.862992,-1.66350865,NA,79.56989247,95.69892473,NA,"0.154131233",0.164003337,-1.827511987,-1.817639883,0,100,19.40594312,NA,0,0.009090909,0.131818182,0.307272727,0.005235,48.6631016,NA,0.314772727,0.5125,0.126136364,0.472727273,0.952272727,0.474186968,0.528522727,0.625002131,1.666681818,0.454545455,1.666681818,0
"FW08WI046",1,"BOATABLE",133.3,57.19106733,234.5454545,232.82,40.66726108,269.7272727,0.318181818,1.045454545,1.124263072,0.01089756,3883.801668,-0.399848803,NA,0,96,NA,"0.053658085",-0.032314312,-0.36753449,-0.453506887,0,100,30.50807283,NA,0,0,0.004545455,0.111363636,0.000475909,12.29946524,NA,0.0875,0.452272727,0.118181818,0.138636364,0.344318182,0.352412882,0.254943182,0.185188203,0.227277273,0.045454545,0.227277273,0
"FW08WI051",1,"BOATABLE",137.4257426,48.77813989,44.81818182,61.15,47.00472172,45.36363636,0.181818182,3.227272727,1.607245834,0.002692532,1984.317575,0.918965963,NA,9.090909091,26.26262626,NA,"-0.496206256",-0.702130413,1.621096376,1.415172219,0,100,34.20372402,NA,0.004545455,0.004545455,0.15,0.5775,0.004759091,29.67914439,NA,0.088636364,0.0625,0.393181818,0.238636364,0.9625,0.561413204,0.533125,0.095892888,0.106063636,0,0.060609091,0.045454545
"FW08WI055",1,"BOATABLE",533.71,575.5066682,68.18181818,251.55,408.0816958,68.36363636,0.136363636,0.909090909,1.756115489,0.042848007,3361.961545,-0.503843982,NA,2.631578947,100,NA,"1.286764774",0.609081046,-1.112925028,-1.790608757,0,100,76.46131715,NA,0,0.227272727,0.027272727,0.375,0.003807273,47.72727273,NA,0.123863636,0.027272727,0.483333333,0.556818182,1.557954545,0.677578507,0.801079545,0.266669111,0.363640909,0.045454545,0.363640909,0
"FW08WI048",1,"BOATABLE",204.4,52.61485752,70.09090909,131.34,36.92795782,70.09090909,0.063636364,0.045454545,1.147355753,0.031873085,2667.42253,-0.312181253,NA,0,90.90909091,NA,"0.866166121",0.578062992,-0.890244245,-1.178347374,0,100,18.06651557,NA,0.206818182,0.259090909,0.05,0.422727273,0.002379545,17.2459893,NA,0.185227273,0.038636364,0.2,0.338636364,0.768181818,0.350730389,0.445681818,0.620692925,1.636386364,0.409090909,1.636386364,0
"FW08RIL2CA08",1,"WADEABLE",76.09,45.97256428,10.98,9.66005,44.9250141,14.15454545,0.890909091,2.268181818,1.291420623,0.035332522,594,-0.993420161,81.81818182,55.23809524,74.28571429,93.33333333,"0.458765611",0.462937676,-1.456357836,-1.452185772,6,94,0.590419426,2.857142857,0,0,0.090909091,0.172727273,0.001429744,84.22459893,50.93582888,0.346590909,0.280681818,0.081818182,0.701136364,0.921590909,0.734695592,0.514715909,0.102040816,0.113636364,0,0.068181818,0.045454545
"FW08RIL2DJE02",1,"WADEABLE",24.32,22.96676562,4.5,1.16825,19.39818903,5.045454545,0.181818182,0.456363636,1.102160765,0.181439532,148.5,-0.015977653,76,28.57142857,45.71428571,70.47619048,"0.371249409",0.448524365,-0.464502018,-0.387227061,10,90,0.797622904,0,0.027272727,0.004545455,0.009090909,0.181818182,0.002519853,68.71657754,67.2459893,0.198863636,0.247727273,0.095454545,0.429545455,0.932954545,0.65932594,0.519829545,0.232561709,0.303036364,0,0.136363636,0.166672727
"FW08RIL9002",1,"BOATABLE",96.8,29.84403905,183.1818182,167.7,20.14919223,184.8181818,0.267272727,0.936363636,1.121576403,0.065017803,4045.234798,2.201360319,NA,0,2,NA,"0.841527216",0.662350862,1.539009457,1.359833102,26,74,20.81528123,NA,0,0.120454545,0.004545455,0.059090909,0.000951818,40.24064171,NA,0.377272727,0.026136364,0.188636364,0.640909091,1.267045455,0.618257593,0.670170455,0.23699863,0.310613636,0,0.310613636,0
"FW08RIL2ICE01",1,"WADEABLE",40.28,41.99015758,8.035,4.40945,34.86892574,18.81181818,1.325454545,2.727272727,1.063132488,0.131781086,198,1.068005778,20,4.545454545,8.181818182,45.45454545,"1.21569668",1.094175287,-0.026169509,-0.147690902,12,88,0.865663499,0,0,0.004166667,0.004166667,0.1125,0.001761734,67.64705882,62.62254902,0.326136364,0.425,0.10625,0.494318182,0.748958333,0.579685472,0.43703125,0.371179588,0.590279167,0.229166667,0.590279167,0
"FW08KS008",1,"WADEABLE",41.17,15.92282841,88.5,39.732,8.350319718,96.72727273,1.436363636,2.209090909,1.122238888,0.060908673,3564,-0.460409377,100,0,100,100,"1.387145998",0.866516047,-1.326925424,-1.847555375,0,100,0.202825351,0,0,0,0.129545455,1.015909091,0.000995301,70.58823529,0,0.3,0.011363636,0.1375,0.747727273,1.245454545,0.748276619,0.660454545,0.137254902,0.159090909,0.068181818,0.068181818,0.090909091
"FW08KS021",1,"WADEABLE",44.25,13.04024462,9.55,4.5995,5.91410453,16,1.409090909,3.454545455,1.699141929,0.2364769,435.6,-2.110924375,100,100,100,100,"1.658115731",1.457921891,-3.568846266,-3.769040106,0,100,0.13365208,0,0,0,0.040909091,0.325,0.010268021,95.45454545,89.30481283,0.790909091,0.485227273,0.253409091,1.006818182,1.411363636,0.77751301,0.735113636,0.333333333,0.5,0,0,0.5
"FW08KS022",1,"WADEABLE",64.64,22.54088093,50.4,30.475,17.01636701,62.09090909,1.336363636,2.754545455,1.667563966,0.151305925,2574,-0.460409377,100,0,100,100,"1.70642678",1.273318336,-1.733727713,-2.166836157,0,100,0.263248252,0,0,0,0.013636364,0.486363636,0.001105636,41.17647059,5.748663102,0.203409091,0.113636364,0.2375,0.665909091,1.329545455,0.582024074,0.698295455,0.400012,0.6667,0,0,0.6667
"FW08RIL2AK07",1,"WADEABLE",55.4,42.29382552,11.89,7.6051,41.75839852,17.17272727,0.416363636,1.736363636,1.231143141,0.161150065,554.4,0.793242761,46.14285714,5.833333333,45.83333333,55,"0.767543181",0.761938173,0.031304588,0.02569958,11,89,0.753761706,7.5,0,0.185714286,0.007142857,0.164285714,0.014579289,84.03361345,61.8697479,0.408928571,0.102678571,0.055357143,0.692857143,0.902678571,0.745160563,0.506205357,0.045456715,0.047621429,0,0.047621429,0
"FW08KS018",1,"BOATABLE",162.5833333,88.50291581,18.36363636,34.77,219.4456869,31,10.63636364,11.81818182,1.174623199,0.020767187,830.8211374,0.978880109,NA,45,45,NA,"1.6044661",1.152721104,-0.173840995,-0.625585991,5.833333333,94.16666667,NA,NA,0,0,0.031818182,0.309090909,0.037865,25.80213904,NA,0.128409091,0.059090909,0.025,0.248863636,0.404545455,0.345077567,0.282045455,0.56146296,1.280309091,0.204545455,0.204545455,1.075763636
"FW08KS038",1,"WADEABLE",14.29333333,10.56875645,1.97,0.26645,7.013143489,6.136363636,1.563636364,2.163636364,1.724832173,0.211613898,223.5,-0.460409377,100,0,100,100,"1.92981551",1.371687936,-1.832097313,-2.390224887,33.33333333,66.66666667,0.49065836,0,0.013636364,0.004545455,0.061363636,0.736363636,0.006467479,93.31550802,90.90909091,0.070454545,0.061363636,0.070454545,0.403409091,0.686363636,0.557964763,0.408863636,0.547948302,1.212136364,0,0.424245455,0.787890909
"FW08KS040",1,"WADEABLE",49.36,23.91800809,41.45,17.738,14.15151851,41.72727273,1.272727273,1.327272727,1.218235659,0.072909146,1980,-0.460409377,100,0,100,100,"1.30110861",0.909074031,-1.369483408,-1.761517987,0,100,0.286700132,0,0,0,0.009090909,0.743181818,0.000377209,45.72192513,18.18181818,0.040909091,0.011363636,0.129545455,0.473863636,0.855681818,0.49199293,0.485056818,0.520000698,1.083336364,0,0.030304545,1.053031818
"FW08KS042",1,"WADEABLE",26.35869565,16.94955769,3.305263158,1.058,16.78969517,7.790909091,2.263636364,2.263636364,1.118113199,0.23262273,148.5,-0.460409377,100,0,95.23809524,95.23809524,"2.115283807",1.571755148,-2.032164525,-2.575693184,0,100,0.636969879,0,0,0,0.225,0.579545455,0.009133498,87.70053476,86.22994652,0.056818182,0.038636364,0.373863636,0.267045455,0.847727273,0.580357987,0.481477273,0.543478261,1.19047619,0,0,1.19047619
"FW08KS043",1,"BOATABLE",78.12,38.12135858,15.72727273,12.256,20.50465989,19.27272727,3.245454545,6.427272727,1.507654164,0.034285271,660,3.050689003,NA,10,10,NA,"1.262927862",0.936534998,2.114154005,1.787761141,4,96,26.24764451,NA,0,0.054545455,0.05,0.402272727,0.071274091,74.86631016,NA,0.289772727,0.064772727,0.1875,0.520454545,0.829545455,0.575218159,0.473295455,0.480317007,0.92425,0,0,0.92425
"FW08WY008",1,"WADEABLE",35.56,15.8205339,4.885,1.90145,18.34985609,7.1,0.645454545,1.409090909,2.54908075,0.232871669,277.2,1.02207123,74,4.761904762,38.0952381,38.0952381,"1.145466785",1.113824694,-0.091753464,-0.123395555,20,80,0.516025199,1.904761905,0.040909091,0.027272727,0.004545455,0.463636364,0.001409467,82.0855615,22.05882353,0,0.068181818,0.128409091,0.063636364,0.356818182,0.564943239,0.260568182,0.175007219,0.212131818,0,0.212131818,0
"FW08WY011",1,"WADEABLE",5.44,8.244160024,0.48,0.08815,3.47277156,5.181818182,0.409090909,1.018181818,1.081342909,0.751049624,149,-1.512492001,99.27272727,70.47619048,91.42857143,99.04761905,"1.202191899",1.319177051,-2.831669052,-2.714683901,1.342281879,62.41610738,0.638377125,0,0.009090909,0.234090909,0.004545455,0.454545455,0.011712351,94.11764706,78.47593583,0.040909091,0.251136364,0.065909091,0.189772727,0.407954545,0.455101672,0.283579545,0.64902722,1.84922381,0,0.34922381,1.5
"FW08WY013",1,"WADEABLE",71.35,25.95465159,46.825,34.00925,21.09387664,113.2727273,1.136363636,2.109090909,2.309008385,0.040680014,1980,-0.488847335,98.90909091,2.857142857,99.04761905,99.04761905,"0.94604196",0.659391119,-1.148238455,-1.434889295,0,100,0.295639476,0,0,0,0,0.054545455,0.000451948,37.1657754,0,0.011363636,0.188636364,0.254545455,0.092045455,0.668181818,0.390470354,0.400681818,0.6580341,1.924268182,0.068181818,0.590931818,1.333336364
"FW08WY014",1,"WADEABLE",15.78666667,9.083938674,1.155,0.2198,5.9796649,2.972727273,0.327272727,0.590909091,1.174096775,2.104837958,149,-0.238576545,94.18181818,20.95238095,73.33333333,83.80952381,"1.783743267",1.787648268,-2.026224813,-2.022319812,24,76,0.378779449,0,0,0.227272727,0,0.490909091,0,86.36363636,67.51336898,0,0.443181818,0.379545455,0,0.678409091,0.529012092,0.405284091,0.583607774,1.401581818,0,0.734881818,0.6667
"FW08WY020",1,"WADEABLE",11.9,11.2864449,2.565,0.2622,7.7728853,10.18181818,0.4,1.627272727,1.162084131,0.045072735,148.5,-0.798396836,99.81818182,25.71428571,95.23809524,96.19047619,"-0.058940476",0.134310014,-0.932706849,-0.739456359,7,93,0.653183639,0,0,0,0,0,0,9.35828877,1.737967914,0,0.847727273,0.068181818,0,0.118181818,0.253373767,0.153181818,0.423591861,0.734881818,0,0.734881818,0
"FW08WY026",1,"WADEABLE",53.14666667,20.83182473,2.3025,1.1658,22.61120387,5.581818182,1.763636364,2.2,1.138897431,0.036287368,149,-1.270766699,93.09090909,66.66666667,79.04761905,95.23809524,"0.894249118",0.711175365,-1.981942065,-2.165015818,7.333333333,92.66666667,0.425449145,0,0.009090909,0.040909091,0,0.127272727,6.97374e-05,95.72192513,30.21390374,0,0.05,0.036363636,0.002272727,0.081818182,0.403664571,0.136818182,0.5,1,0,0,1
"FW08WY030",1,"WADEABLE",34.55,22.29842364,6.27,2.66815,17.91307345,30.72727273,1.072727273,2.018181818,1.443603983,0.071619982,356.4,-0.159490119,84.54545455,12.38095238,73.33333333,80,"1.065467995",0.783829924,-0.943320042,-1.224958114,19,81,0.518468117,0,0.013636364,0.009090909,0,0.113636364,0,45.18716578,0,0,0.086363636,0.148863636,0.011363636,0.244318182,0.315289968,0.209943182,0.705360431,2.393977273,0,0.893977273,1.5
"FW08WY031",1,"WADEABLE",11.37333333,4.598725628,0.96,0.1048,2.632536767,2.409090909,0.236363636,0.372727273,1.228357451,1.615051299,149,0.457535748,73.09090909,8.571428571,52.38095238,67.61904762,"1.544833589",1.554115647,-1.096579899,-1.087297841,68.66666667,31.33333333,0.231465718,8.571428571,0.031818182,0.272727273,0,0.156818182,0,49.46524064,11.09625668,0,0.155681818,0.147727273,0,0.159090909,0.318276217,0.171590909,0.65535446,1.901531818,0,0.401531818,1.5
"FW08WY032",1,"WADEABLE",38.02,25.10955058,1.89,0.8472,30.14260692,3.154545455,0.4,0.5,1.520357009,0.08288842,149,-1.587469228,97.27272727,85.71428571,85.71428571,90.47619048,"0.105146848",0.434314928,-2.021784156,-1.692616076,0,100,0.79280923,0,0,0.254545455,0,0.009090909,0,29.14438503,5.080213904,0,0.095454545,0.15,0,0.327272727,0.329686604,0.247272727,0.6,1.5,0,0,1.5
"FW08WY034",1,"WADEABLE",57.56,27.48271082,16.25,9.314,19.20424306,22.40909091,0.736363636,1.236363636,1.735516059,0.080104683,514.8,0.701051531,73.81818182,5.714285714,40.95238095,41.9047619,"0.943571436",0.788399045,-0.087347515,-0.242519906,15,85,0.333638691,0,0.245454545,0.036363636,0.027272727,0.154545455,0.000176488,53.22128852,4.144385027,0.092045455,0.104545455,0.013636364,0.135227273,0.192045455,0.330125862,0.186420455,0.666671212,2.000040909,0.136363636,1.075790909,0.92425
"FW08WY038",1,"WADEABLE",36.98,13.77890351,27.2,10.216,8.887888276,46.63636364,0.881818182,1.572727273,1.670496947,0.043966573,1425.6,0.054781243,86.90909091,15.23809524,62.85714286,70.47619048,"0.911896953",0.544289095,-0.489507852,-0.85711571,12,88,0.240343112,1.904761905,0.031818182,0.004545455,0,0.086363636,8.61851e-06,42.2459893,0.401069519,0.002272727,0.421590909,0.146590909,0.002272727,0.221590909,0.338982982,0.199715909,0.593850153,1.462145455,0,0.424263636,1.037881818
