"SITE_ID","VISIT_NO","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII"
"FW08FL015",1,"S",6.544880451,0.557158846,3.484137143,0,10,10,0,10,8,50.73
"FW08FL016",1,"R",8.951933835,3.819526474,10,10,10,10,9,10,8,89.71
"FW08FL017",1,"S",10,10,10,9.870967742,10,0,10,10,8,87.34
"FW08FL018",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08FL021",1,"R",10,10,0,6.279569892,10,0,0,10,8,57.85
"FW08FL023",1,"T",0,0,0,0,8.182926829,NA,8,10,7,37.4
"FW08FL025",1,"S",10,10,10,6.021505376,10,10,10,10,8,95.03
"FW08FL026",1,"S",10,0,0,2.129032258,10,10,10,10,8,65.16
"FW08FL029",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08FL031",1,"S",3.459186466,10,0.414994286,0,10,NA,0,10,7,48.39
"FW08FL032",1,"R",10,7.099819199,10,10,1.463414634,10,10,10,8,85.7
"FW08FL033",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08FL048",1,"R",7.849142857,10,10,2.107526882,10,10,7,10,8,83.7
"FW08FL048",2,"R",9.142801504,10,10,8.344086022,10,10,10,10,8,96.86
"FW08FL064",1,"S",8.050614286,10,5.501428571,0,10,NA,0,10,7,62.22
"FW08FL064",2,"S",10,10,9.994571429,4.688172043,10,10,0.5,10,8,81.48
"FW08FL075",1,"S",0,10,10,0.602150538,10,0,10,10,8,63.25
"FW08FL081",1,"S",10,10,6.51928,8.838709677,0,10,0,10,8,69.2
"FW08FL083",1,"T",0,0,0,0,0,NA,10,10,7,28.57
"FW08FL091",1,"S",10,10,10,0,8.768292683,NA,0,10,7,69.67
"FW08FL095",1,"T",0,5.674773999,5.669142857,0,10,10,8.5,10,8,62.3
"FW08FL096",1,"S",10,10,10,0,10,10,10,10,8,87.5
"FW08FL123",1,"S",0.076587218,10,9.12328,10,0,NA,0,10,7,56
"FW08FL124",1,"R",10,10,10,10,10,10,3,7.45,8,88.06
"FW08RFL9013",1,"R",7.181106015,10,10,10,10,NA,10,10,7,95.97
"FW08RFL9028",1,"R",10,10,10,10,10,10,9,5.35,8,92.94
"FW08RFL9030",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08RFL9037",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08RFL9046",1,"S",0,5.459672837,0,0,10,0,4.5,10,8,37.45
"FW08RFL9051",1,"R",0,0,10,10,10,NA,10,10,7,71.43
"FW08GA003",1,"R",10,10,10,10,0,10,10,10,8,87.5
"FW08GA002",1,"R",10,10,0,10,0,0,10,10,8,62.5
"FW08GA002",2,"R",10,10,4.69606414,10,0,10,10,10,8,80.87
"FW08GA001",1,"R",10,10,10,10,10,0,10,10,8,87.5
"FW08GA006",1,"S",9.185216541,10,4.455565714,4.774193548,10,10,10,10,8,85.52
"FW08GA006",2,"S",8.124840602,9.385269049,0,10,10,10,10,10,8,84.39
"FW08GA008",1,"S",10,10,10,10,3.670731707,10,10,10,8,92.09
"FW08GA008",2,"S",10,10,10,10,10,10,10,10,8,100
"FW08GA009",1,"S",0,0,0,10,10,10,10,10,8,62.5
"FW08GA010",1,"S",8.114236842,9.976797245,5.661714286,10,10,10,10,10,8,92.19
"FW08GA012",1,"T",4.614996241,0,0,0,10,10,10,10,8,55.77
"FW08GA015",1,"T",10,10,10,10,10,10,10,10,8,100
"FW08GA018",1,"T",6.025296241,0,4.902137143,0,9.512195122,10,10,10,8,63.05
"FW08GA020",1,"T",10,8.551752045,10,10,10,0,10,10,8,85.69
"FW08GA022",1,"S",8.845896241,9.77962118,0,1.741935484,0,10,10,10,8,62.96
"FW08GA023",1,"S",10,10,0,0,0,0,0,10,8,37.5
"FW08GA024",1,"T",6.184352632,0,2.12,0.23655914,0,10,10,10,8,48.18
"FW08GA025",1,"S",10,8.811665949,1.197851429,10,10,10,10,10,8,87.51
"FW08GA028",1,"T",3.527863664,10,10,0,10,10,10,10,8,79.41
"FW08GA029",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08GA030",1,"S",10,10,10,0,10,10,10,10,8,87.5
"FW08GA041",1,"R",10,10,9.849565714,10,10,0,10,10,8,87.31
"FW08GA044",1,"S",10,10,7.449533528,10,8.054919908,10,10,10,8,94.38
"FW08GA054",1,"S",2.059490226,10,5.351714286,6.322580645,10,0,0,10,8,54.67
"FW08GA059",1,"S",10,10,1.721399417,7.433962264,0,0,10,10,8,61.44
"FW08GA064",1,"S",10,10,2.596559767,0,0.366132723,10,10,10,8,66.2
"FW08GA069",1,"S",9.541755556,10,4.005830904,5.962264151,0,10,10,10,8,74.39
"FW08GA071",1,"S",9.914447447,10,5.590553936,10,10,10,10,10,8,94.38
"FW08GA081",1,"S",9.524536842,0,0,10,10,NA,10,10,7,70.75
"FW08GA091",1,"T",7.288663664,10,2.657434402,4.981132075,10,10,10,10,8,81.16
"FW08GA095",1,"R",10,10,0,4.075471698,0,0,10,10,8,55.09
"FW08GA095",2,"R",10,10,7.514577259,10,0,10,10,10,8,84.39
"FW08GA113",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08GA115",1,"S",10,10,0,4.603773585,0,0,10,10,8,55.75
"FW08GA123",1,"T",9.643398799,10,0,5.471698113,0,0,10,10,8,56.39
"FW08GA133",1,"S",9.321528529,10,0,0,0,10,NA,10,7,56.17
"FW08GA155",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08RGA9004",1,"S",10,10,10,9.741935484,10,10,10,10,8,99.68
"FW08RGA9005",1,"S",9.641178195,10,4.19728,0,10,10,4.5,10,8,72.92
"FW08RGA9006",1,"S",6.279786466,8.247025398,6.443565714,10,10,NA,10,10,7,87.1
"FW08RGA9007",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08IA008",1,"T",0,10,10,0,10,10,10,10,8,75
"FW08IA002",1,"S",2.525139276,3.151578512,10,0,8.096385542,0,10,10,8,54.72
"FW08IA002",2,"S",1.605890808,1.826669421,10,0,9.831325301,0,10,10,8,54.08
"FW08IA004",1,"T",10,10,4.565894405,0,4.62745098,10,NA,10,7,70.28
"FW08IA004",2,"T",7.445015267,10,0,0,2.284313725,10,10,10,8,62.16
"FW08IA010",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08IA003",1,"S",0,9.636022602,0,0,0,10,10,10,8,49.55
"FW08IA015",1,"S",0,9.672045047,0,0,10,10,10,10,8,62.09
"FW08IA005",1,"T",0,10,10,4.599406528,10,10,10,10,8,80.75
"FW08IA016",1,"S",1.394720611,9.786927441,4.261820331,0.257171118,6.019607843,10,10,10,8,64.65
"FW08IA006",1,"S",0,10,3.965224586,0,7.470588235,10,10,10,8,64.29
"FW08IA011",1,"S",9.598145038,10,0,0,0,10,10,10,8,62
"FW08IA009",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08IA014",1,"T",0,10,10,0,10,0,10,10,8,62.5
"FW08IA013",1,"T",0,0,0,0,0,0,10,10,8,25
"FW08IA017",1,"S",0,0.088801653,0,0,7.807228916,0,10,10,8,34.87
"FW08IA019",1,"S",0,7.02277266,0,0,0,NA,10,10,7,38.6
"FW08IA019",2,"S",0,6.868135765,0,0,8.647058824,10,10,10,8,56.89
"FW08IA021",1,"S",0,10,0,0,1.784313725,0,10,10,8,39.73
"FW08IA022",1,"S",0,0,0,2.319277108,0,10,10,10,8,40.4
"FW08IA023",1,"S",0.511937405,10,2.019700552,0,6.401960784,0,10,10,8,48.67
"FW08IA024",1,"S",0,7.562622555,0,0,0,10,10,10,8,46.95
"FW08IA027",1,"S",10,10,1.879330181,0,0,NA,10,10,7,59.83
"FW08IA028",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08IA029",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08IA031",1,"S",8.500048855,9.908787156,7.925232467,0.642927794,10,0,10,10,8,71.22
"FW08IA034",1,"S",0.144521448,0,0,2.740963855,0,10,10,10,8,41.11
"FW08IA035",1,"S",0,8.900320941,10,0,10,10,10,10,8,73.63
"FW08IA036",1,"S",0,9.72332024,10,8.644906034,10,0,10,10,8,72.96
"FW08IA037",1,"S",0,10,0,0,0,0,10,10,8,37.5
"FW08IA038",1,"T",1.983018384,0,0,0,9.807228916,10,10,10,8,52.24
"FW08IA040",1,"S",0,8.78706118,0.446217494,2.690405539,0,10,0,10,8,39.9
"FW08IA041",1,"T",0,10,6.869535067,0,0,0,10,10,8,46.09
"FW08IA042",1,"S",5.52644624,0,10,0,10,10,10,10,8,69.41
"FW08IA043",1,"S",10,9.69946754,10,10,9.245098039,10,10,10,8,98.68
"FW08IA044",1,"S",0,9.829115891,2.589046493,10,10,10,10,10,8,78.02
"FW08IA046",1,"T",0.262373816,0,10,0,10,10,10,10,8,62.83
"FW08IA047",1,"S",0,10,0,0,8.794117647,10,10,10,8,60.99
"FW08IA047",2,"S",0,9.981643364,0,0,10,0,10,10,8,49.98
"FW08IA048",1,"S",2.81578626,10,9.677895981,10,10,0,10,10,8,78.12
"FW08IA049",1,"S",0,10,0,0,0,10,10,10,8,50
"FW08IA052",1,"T",0,8.701872964,10,10,9.147058824,10,10,10,8,84.81
"FW08IA053",1,"S",0,9.287643364,1.561166273,0,9.764705882,10,10,10,8,63.27
"FW08IA054",1,"S",7.074240669,0.062991736,0,0,0,0,10,10,8,33.92
"FW08IA055",1,"S",10,9.711475021,10,10,10,10,10,10,8,99.64
"FW08IA057",1,"S",0,10,9.783096927,0,10,10,10,10,8,74.73
"FW08IA062",1,"T",1.904450139,1.594380165,10,0,6.915662651,10,10,10,8,63.02
"FW08IA063",1,"T",0,10,10,0,10,10,10,10,8,75
"FW08IA065",1,"S",0,10,5.560874704,0,10,10,10,10,8,69.45
"FW08IA083",1,"S",0,10,0,0,0,10,10,10,8,50
"FW08RIA9037",1,"S",10,10,8.304964539,9.614243323,10,10,10,10,8,97.4
"FW08RIA9038",1,"S",9.899583206,10,10,10,10,10,10,10,8,99.87
"FW08RIA9060",1,"S",9.210581679,10,7.266548463,7.448071217,10,10,10,10,8,92.41
"FW08RIA9106",1,"S",10,10,7.797328605,8.62512364,10,10,10,10,8,95.53
"FW08RIA9107",1,"S",10,9.76599548,10,4.915924827,10,NA,10,10,7,92.4
"FW08ID007",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08ID004",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08ID004",2,"R",10,10,10,10,0.126582278,10,NA,10,7,85.9
"FW08ID003",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08ID003",2,"R",10,10,10,10,0,10,NA,10,7,85.71
"FW08ID005",1,"S",7.899629765,10,9.339951409,4.02,0,0,10,10,8,64.07
"FW08ID006",1,"R",10,10,10,10,8.460304731,0,10,10,8,85.58
"FW08ID008",1,"S",10,10,10,10,10,0,10,10,8,87.5
"FW08ID010",1,"R",10,10,10,10,7.721518987,NA,10,10,7,96.75
"FW08ID013",1,"T",10,10,10,10,7.024859663,10,10,10,8,96.28
"FW08ID013",2,"T",10,10,9.202196307,3.24,8.732959102,10,NA,10,7,87.39
"FW08ID014",1,"S",10,10,10,10,10,0,10,10,8,87.5
"FW08ID016",1,"R",10,10,2.744169096,8.82,10,10,10,10,8,89.46
"FW08ID016",2,"R",10,10,8.966287658,8.54,10,10,NA,10,7,96.44
"FW08ID017",1,"S",7.757621622,5.451700565,7.795108696,10,10,10,10,10,8,88.76
"FW08ID019",1,"T",10,10,10,10,10,10,10,10,8,100
"FW08ID020",1,"S",10,10,10,0,10,10,10,10,8,87.5
"FW08ID021",1,"R",10,10,10,10,10,10,0,10,8,87.5
"FW08ID023",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08ID024",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08ID026",1,"S",10,9.927412429,9.966304348,10,8.037974684,10,10,10,8,97.41
"FW08ID029",1,"S",10,10,9.636,6.4375,9.303797468,10,10,10,8,94.22
"FW08ID032",1,"S",10,10,8.960398445,2.34,5.72574178,10,NA,10,7,81.47
"FW08ID033",1,"S",0,0,0,0,6.898734177,10,10,10,8,46.12
"FW08ID034",1,"S",10,10,10,10,10,10,10,10,8,100
"FW08ID036",1,"R",10,10,10,8.4375,10,10,10,10,8,98.05
"FW08ID037",1,"S",10,9.374564972,10,10,10,10,10,10,8,99.22
"FW08ID042",1,"S",10,10,10,10,10,10,NA,10,7,100
"FW08ID044",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08ID045",1,"R",10,10,10,10,10,NA,10,10,7,100
"FW08ID047",1,"S",10,10,10,10,6.329113924,10,10,10,8,95.41
"FW08ID048",1,"S",10,10,6.647103984,0,3.055332799,10,10,10,8,74.63
"FW08ID049",1,"S",6.924711712,3.987242938,4.472826087,7.8125,0,10,10,10,8,66.5
"FW08ID053",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08ID057",1,"T",10,10,10,0,10,10,NA,10,7,85.71
"FW08ID061",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08ID071",1,"R",10,10,10,10,10,10,0,10,8,87.5
"FW08ID078",1,"S",10,10,0,10,5.443037975,10,10,10,8,81.8
"FW08ID085",1,"R",NA,NA,NA,NA,NA,10,10,NA,2,NA
"FW08RIDREF",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08IL005",1,"T",0,10,0,0,10,10,10,10,8,62.5
"FW08IL001",1,"T",0,10,0,0,7.098039216,10,5,10,8,52.62
"FW08IL001",2,"T",0,10,0,0,0,0,NA,10,7,28.57
"FW08IL006",1,"S",4.713701502,7.292985862,3.916530612,8.981132075,7.551487414,0,10,10,8,65.57
"FW08IL004",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08IL002",1,"S",0,10,6.745074862,0,10,0,10,10,8,58.43
"FW08IL002",2,"S",0,10,3.969558708,0,0,10,10,10,8,54.96
"FW08IL007",1,"T",0,10,6.136674547,0,7.921568627,10,10,10,8,67.57
"FW08IL008",1,"T",0,9.814836724,0,0,0,0,0,10,8,24.77
"FW08IL009",1,"T",0,10,0,0,0,10,10,10,8,50
"FW08IL009",2,"T",0,9.716667446,0,0,0,10,10,10,8,49.65
"FW08IL010",1,"T",0,10,1.947691095,10,10,10,7.5,10,8,74.31
"FW08IL011",1,"S",0,9.722508924,3.263002364,0,10,10,NA,10,7,61.41
"FW08IL011",2,"S",0,9.3400544,10,0,10,10,10,10,8,74.18
"FW08IL012",1,"S",0,0,0,0,0,10,10,10,8,37.5
"FW08IL013",1,"S",0,10,4.896666667,0,10,10,10,10,8,68.62
"FW08IL017",1,"S",0,9.93280212,7.238274232,0,7.117647059,10,10,10,8,67.86
"FW08IL018",1,"S",0,9.476355545,9.060133964,1.711177052,10,10,10,10,8,75.31
"FW08IL020",1,"T",0,10,0,4.09495549,9.862745098,10,7.5,10,8,64.32
"FW08IL021",1,"S",0,10,0,2.225519288,0,0,NA,10,7,31.75
"FW08IL022",1,"S",0,10,2.88962963,0,9.970588235,0,10,10,8,53.58
"FW08IL023",1,"T",0,10,0,0,0,10,10,10,8,50
"FW08IL024",1,"S",0,0,5.368297872,10,0,10,10,10,8,56.71
"FW08IL025",1,"R",4.322977099,9.974341517,0,0.118694362,1.87254902,0,10,10,8,45.36
"FW08IL027",1,"T",0,10,7.936170213,0,4.215686275,10,NA,10,7,60.22
"FW08IL028",1,"S",0,0,6.915973207,10,7.725490196,10,10,10,8,68.3
"FW08IL029",1,"S",0,9.911383368,0,0,10,10,10,10,8,62.39
"FW08IL030",1,"S",0,9.703686385,5.085059102,10,0,0,NA,10,7,49.7
"FW08IL031",1,"S",0,10,0,0,0,10,10,10,8,50
"FW08IL032",1,"T",0,10,9.172821119,0,10,10,10,10,8,73.97
"FW08IL035",1,"S",2.815841783,0,0,0,0,10,6,10,8,36.02
"FW08IL036",1,"S",0,10,8.036540583,0,10,10,10,10,8,72.55
"FW08IL038",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08IL040",1,"S",0,7.915707427,10,0,7.931372549,0,10,10,8,57.31
"FW08IL041",1,"S",0,10,7.021371158,0,0,0,7,10,8,42.53
"FW08IL042",1,"S",10,5.745598472,10,10,10,0,0,10,8,69.68
"FW08IL043",1,"T",0,10,9.531371158,9.564787339,10,10,10,10,8,86.37
"FW08IL044",1,"R",0,9.346707194,0.236698188,0,0,10,10,10,8,49.48
"FW08IL045",1,"R",6.992858015,9.677399735,6.926958235,10,4.794117647,0,10,10,8,72.99
"FW08RIL2AK07",1,"S",10,8.854976437,10,10,7.368421053,10,10,10,8,95.28
"FW08RIL2CA08",1,"S",0,10,5.046493302,2.37388724,1.470588235,10,8.5,10,8,59.24
"FW08RIL2DJE02",1,"S",0,3.772477126,8.556501182,10,0,0,10,10,8,52.91
"FW08RIL2ICE01",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08RIL9002",1,"S",0,9.447959473,7.741229314,0,1.607843137,10,10,10,8,61
"FW08IN004",1,"T",0,0,6.687355769,0,2.915662651,0,10,10,8,37
"FW08IN001",1,"T",0,10,10,0,7.568627451,10,10,10,8,71.96
"FW08IN001",2,"T",0,9.85637612,4.390906225,10,10,10,10,10,8,80.31
"FW08IN002",1,"T",0,10,0,0,10,10,10,10,8,62.5
"FW08IN002",2,"T",0,9.780112384,0,0,10,10,10,10,8,62.23
"FW08IN003",1,"S",0,10,10,0,10,0,10,10,8,62.5
"FW08IN005",1,"S",0,9.591237939,0,7.764589515,10,10,0,10,8,59.19
"FW08IN006",1,"S",0,10,5.984877857,0,10,10,NA,10,7,65.69
"FW08IN006",2,"S",0,10,4.176516942,0,0,10,10,10,8,55.22
"FW08IN007",1,"S",0,1.423391786,10,0,0,10,10,10,8,51.78
"FW08IN008",1,"T",0,8.525310085,0,0,0,10,10,10,8,48.16
"FW08IN008",2,"T",0,8.040622055,0,0,0,NA,10,10,7,40.06
"FW08IN008",1,"T",0,8.327117813,0,0,0,10,10,10,8,47.91
"FW08IN008",2,"T",0,8.257456173,2.841107872,0,0,10,NA,10,7,44.43
"FW08IN009",1,"T",0,0,10,0,9.469879518,10,10,10,8,61.84
"FW08IN010",1,"S",0,9.838364898,10,7.012858556,9.666666667,10,10,10,8,83.15
"FW08IN011",1,"S",0,9.854266698,0,0,4.882352941,10,10,10,8,55.92
"FW08IN011",1,"S",NA,NA,NA,NA,NA,0,NA,NA,1,NA
"FW08IN012",1,"S",0,10,10,0,10,0,10,10,8,62.5
"FW08IN013",1,"T",0,0,10,0,7.445783133,10,10,10,8,59.31
"FW08IN014",1,"S",0,10,10,0,10,NA,10,10,7,71.43
"FW08IN015",1,"T",0,0,0,0,0,10,10,10,8,37.5
"FW08IN016",1,"S",0,7.363628652,0,10,10,10,10,10,8,71.7
"FW08IN017",1,"S",0,0,0,0,0,10,10,10,8,37.5
"FW08IN018",1,"S",0,9.823923467,0,0,0,10,10,10,8,49.78
"FW08IN019",1,"S",0,10,10,4.292779426,10,10,10,10,8,80.37
"FW08IN020",1,"S",0,9.309873432,8.354609929,3.422354105,5.568627451,10,10,10,8,70.82
"FW08IN021",1,"T",0,0,0,0,0,10,10,10,8,37.5
"FW08IN022",1,"S",0,9.91495316,3.770141844,0,0,10,NA,10,7,48.12
"FW08IN023",1,"S",0,8.479247759,2.811710008,8.011869436,0.598039216,10,10,10,8,62.38
"FW08IN024",1,"S",0,8.204474081,0,0,0,10,10,10,8,47.76
"FW08IN025",1,"T",0,0,7.951322115,0,9.831325301,10,10,10,8,59.73
"FW08IN027",1,"T",0,9.892560829,1.669030733,0,0,10,10,10,8,51.95
"FW08IN028",1,"R",0.748781679,10,10,10,10,0,10,10,8,75.94
"FW08IN029",1,"T",0,0,10,0,10,10,NA,10,7,57.14
"FW08IN030",1,"S",0,10,0,0,0,10,10,10,8,50
"FW08IN030",1,"S",0,10,2.429763593,0,10,10,10,10,8,65.54
"FW08IN031",1,"T",0,9.843881849,10,0,10,10,10,10,8,74.8
"FW08IN032",1,"S",0,8.219191329,0,0,0,10,10,10,8,47.77
"FW08IN033",1,"S",0,0,0,0,0,10,10,10,8,37.5
"FW08IN039",1,"S",0,10,10,0,10,10,10,10,8,75
"FW08RIN9035",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08RIN9046",1,"S",0,10,10,2.56181998,10,10,10,10,8,78.2
"FW08KS005",1,"S",10,10,0,0,0,10,0,10,8,50
"FW08KS003",1,"S",10,10,10,0,10,0,10,10,8,75
"FW08KS003",1,"S",10,10,10,0,10,10,10,10,8,87.5
"FW08KS006",1,"S",10,10,8.855457143,0,0.518867925,10,10,10,8,74.22
"FW08KS001",1,"S",10,10,10,1.361702128,10,0,10,10,8,76.7
"FW08KS001",1,"S",10,10,5.5876,0,10,10,10,10,8,81.98
"FW08KS001",2,"S",10,10,2.833620408,0,3.528301887,0,10,10,8,57.95
"FW08KS007",1,"S",0,8.379780376,0,0,0,10,10,10,8,47.97
"FW08KS007",2,"R",0,7.813968358,0,4.886251236,0,10,10,10,8,53.38
"FW08KS008",1,"S",7.973731208,10,2.876326531,0,1.094339623,10,10,10,8,64.93
"FW08KS009",1,"S",8.085952143,10,9.274538776,0,3.877358491,10,10,10,8,76.55
"FW08KS010",1,"S",9.713101208,8.599734617,0,0,0,NA,10,10,7,54.73
"FW08KS010",2,"S",9.764761347,9.159239643,3.655661224,0,0,10,10,10,8,65.72
"FW08KS011",1,"T",0,8.525979581,0,0,0,10,10,10,8,48.16
"FW08KS012",1,"R",10,10,10,10,6.666666667,NA,10,10,7,95.24
"FW08KS015",1,"S",10,10,9.051118991,8.496538081,1.176470588,10,0,10,8,73.41
"FW08KS016",1,"S",10,10,2.091069388,10,0,10,0,10,8,65.11
"FW08KS017",1,"S",10,4.957310873,9.369897959,8.659574468,9.698113208,10,10,10,8,90.86
"FW08KS018",1,"S",0,9.814512197,10,10,6.450980392,10,10,10,8,82.83
"FW08KS019",1,"S",9.808719693,4.252696756,10,10,10,10,6,10,8,87.58
"FW08KS021",1,"S",10,10,4.08622449,0,0,10,10,10,8,67.61
"FW08KS022",1,"S",9.874584554,10,1.909183673,0.723404255,10,10,10,10,8,78.13
"FW08KS023",1,"S",0,9.61460385,0,0,0,NA,10,10,7,42.31
"FW08KS024",1,"S",9.36506736,10,5.987191837,7.595744681,0,10,10,10,8,78.69
"FW08KS025",1,"S",8.841636077,10,7.290102041,3.042553191,0,NA,10,10,7,70.25
"FW08KS028",1,"S",0,10,10,10,5.901960784,10,10,10,8,82.38
"FW08KS029",1,"S",5.706388774,9.359497611,10,10,10,10,10,10,8,93.83
"FW08KS031",1,"S",2.105253435,10,9.273490938,10,0,10,10,10,8,76.72
"FW08KS032",1,"S",1.846877863,9.423133193,0,7.121661721,0,10,NA,10,7,54.85
"FW08KS033",1,"R",9.961738333,3.912154296,7.585383673,0,0,10,10,10,8,64.32
"FW08KS036",1,"S",9.994398295,8.208051408,10,0,10,0,10,10,8,72.75
"FW08KS037",1,"S",9.767994647,10,0,0,7.004716981,0,10,10,8,58.47
"FW08KS038",1,"S",10,10,3.402628571,0,10,0,10,10,8,66.75
"FW08KS039",1,"R",10,9.895643831,0,5.697329377,0,NA,4,10,7,56.56
"FW08KS040",1,"S",9.557793828,10,7.481122449,0,7.759433962,10,10,10,8,81
"FW08KS042",1,"T",10,10,4.325265306,9.382978723,10,10,7.5,10,8,89.01
"FW08KS043",1,"R",7.961766412,10,10,10,0,10,10,10,8,84.95
"FW08KS044",1,"S",9.481902105,10,9.791885714,7.680851064,4.113207547,10,10,10,8,88.83
"FW08KS045",1,"S",10,9.14595344,10,10,10,10,10,10,8,98.93
"FW08KS047",1,"S",10,10,8.682474389,9.881305638,10,10,6.5,10,8,93.83
"FW08KS048",1,"R",10,10,10,10,10,10,NA,10,7,100
"FW08KS048",2,"S",10,10,10,10,10,10,10,10,8,100
"FW08KS055",1,"S",0,8.593156574,0,1.96834817,0,10,10,10,8,50.7
"FW08KS056",1,"S",10,10,10,0.234042553,10,10,10,10,8,87.79
"FW08KS057",1,"T",9.932565976,10,9.745457143,10,10,0,2,10,8,77.1
"FW08KS058",1,"S",9.696026479,9.575565419,3.996938776,0,8.759433962,10,10,10,8,77.53
"FW08KS059",1,"R",10,10,6.164940898,8.516320475,0,10,10,10,8,80.85
"FW08KS060",1,"S",9.427299299,10,9.455077551,10,5.287735849,10,10,10,8,92.71
"FW08KS061",1,"S",9.531346162,0,10,0,10,10,10,10,8,74.41
"FW08KS063",1,"S",10,10,10,10,7,10,10,10,8,96.25
"FW08RKS9002",1,"R",10,10,10,10,10,10,10,10,8,100
"FW08RKS9003",1,"S",10,10,10,10,10,0,9,10,8,86.25
"FW08RKS9777",1,"R",10,10,10,10,10,0,10,10,8,87.5
"FW08RKS9888",1,"S",0,9.412910607,7.145193065,10,10,0,10,10,8,70.7
"FW08RKS9999",1,"S",10,10,10,2.640949555,5.980392157,10,10,10,8,85.78
"FW08KY008",1,"S",9.761982583,0,10,10,2.860411899,10,10,10,8,78.28
"FW08KY002",1,"S",6.23835015,9.826314797,0,0,5.011441648,10,10,10,8,63.85
"FW08KY003",1,"S",8.245804204,4.845016965,0,0,3.56979405,10,10,10,8,58.33
"FW08KY007",1,"S",8.508382583,0,10,10,8.009153318,0,10,10,8,70.65
"FW08KY006",1,"T",3.333047447,10,8.97941691,0,10,0,10,10,8,65.39
"FW08KY006",2,"T",3.815852853,9.970543827,0.516209913,0,10,10,10,10,8,67.88
"FW08KY011",1,"S",8.084869069,8.333985862,4.101137026,1.20754717,0,10,10,10,8,64.66
"FW08KY004",1,"S",0,8.222134779,0,0,0,10,10,10,8,47.78
"FW08KY012",1,"S",3.654917718,7.969979265,0,0,5.011441648,10,10,10,8,58.3
"FW08KY005",1,"S",6.085885285,9.637934025,10,10,10,10,10,10,8,94.65
"FW08KY009",1,"S",7.449598799,0,10,10,10,10,10,10,8,84.31
"FW08KY001",1,"S",9.160593393,7.848316682,10,10,0,10,10,10,8,83.76
"FW08KY001",2,"S",8.762490691,7.465668238,10,10,10,10,10,10,8,95.29
"FW08KY013",1,"S",0,9.477653651,10,3.244312562,10,10,NA,10,7,75.32
"FW08KY014",1,"S",0,0,9.69516035,0.830188679,0,10,10,10,8,50.66
"FW08KY016",1,"S",0,3.333065033,0,0,1.372997712,10,NA,10,7,35.29
"FW08KY017",1,"S",0,9.493717715,10,6.419386746,10,10,10,10,8,82.39
"FW08KY019",1,"S",4.933928529,8.028848256,4.06303207,0,9.267734554,10,10,10,8,70.37
"FW08KY019",2,"S",4.332539339,9.005092366,7.664344023,1.962264151,10,10,10,10,8,78.71
"FW08KY020",1,"R",10,9.270281194,10,10,10,10,10,10,8,99.09
"FW08KY021",1,"S",0,0,6.256005831,0,0,10,10,10,8,45.32
"FW08KY022",1,"S",3.358458258,8.744106503,5.020408163,10,8.19221968,10,10,10,8,81.64
"FW08KY023",1,"S",7.737587988,8.798069746,8.239620991,10,0,10,10,10,8,80.97
"FW08KY024",1,"S",4.595117718,9.054149859,0,0,0,10,10,10,8,54.56
"FW08KY025",1,"R",10,10,10,10,3.432494279,10,10,10,8,91.79
"FW08KY026",1,"S",0,7.404836946,9.842390671,3.547169811,1.71624714,10,10,10,8,65.64
"FW08KY029",1,"S",0,10,10,8.565776459,10,10,10,10,8,85.71
"FW08KY031",1,"S",4.256306907,8.186813384,0,5.886792453,0,10,10,10,8,60.41
"FW08KY032",1,"S",0,9.405771023,10,4.441147379,10,10,NA,10,7,76.92
"FW08KY033",1,"T",10,8.130512269,0,10,0,10,10,10,8,72.66
"FW08KY034",1,"S",8.152631231,8.276098021,0,0.301886792,0,10,NA,10,7,52.47
"FW08KY035",1,"S",4.933928529,5.901715363,9.554489796,0,10,NA,10,10,7,71.99
"FW08KY037",1,"S",4.205485285,0,0,0,0,10,10,10,8,42.76
