"SITE_ID","VISIT_NO","REALM","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl"
"FW08KY001",1,"WADEABLE",0,0.401904762,3.07,-0.112740839,-0.419697223,-0.576076344,"3 High","Good",-0.376945537,"Medi",-0.115522748,"Good",0.020830531,1.087559907,0.036453189,0.083545347,-1.078077734,0.021578428,-1.665980205,0.001657635,-2.780511128,-0.426710625,-0.408140091
"FW08KY001",2,"WADEABLE",0,0.217619048,2.95,-0.182705135,-0.34155496,-0.355278918,"3 High","Good",-0.156148111,"Medi",-0.185487044,"Good",0.098972795,0.687685962,-0.162609841,0.0528274,-1.277140763,0.012455194,-1.904649497,0.000956797,-3.019180419,-0.665379916,-0.607203121
"FW08KY002",1,"BOATABLE",0,0.003234407,10.36363636,-0.133041728,-0.324554962,1.283721704,"1 Low","Good",0.842341704,"Medi",-0.160021728,"Good",0.385950831,8.10727719,0.908875022,0.014865392,-1.827823628,0.265104334,-0.576583172,0.000486092,-3.313281822,-0.975054129,-0.549735304
"FW08KY003",1,"WADEABLE",0,0.149421296,11.105,0.05368945,-0.217918456,-1.07689597,"2 Medi","Poor",-1.494834057,"Good",0.023161553,"Good",0.272488404,10.72216278,1.030282396,0.044911068,-1.347646613,0.716994287,-0.144484305,0.003003217,-2.522413315,-0.180741433,-0.204061028
"FW08KY004",1,"WADEABLE",0,0.214661,18.01,0.03950425,-0.659375643,-0.764850968,"2 Medi","Medi",-0.951666361,"Good",0.012118471,"Medi",-0.240645801,18.1368868,1.258562742,0.225859594,-0.646161456,0.452362035,-0.344513851,0.005633288,-2.24923805,0.096976598,0.320019646
"FW08KY005",1,"WADEABLE",0,0.716944444,1.971428571,0.17963012,-0.687284247,-0.647645227,"2 Medi","Good",-0.381824454,"Good",0.161975135,"Medi",-0.264145019,9.034768267,0.955917018,0.950447965,-0.022071655,0.002441962,-2.612261126,0.000256892,-3.590249798,-1.235138489,0.596676299
"FW08KY006",1,"WADEABLE",0.727295455,0.366074074,2.445,0.022034505,-0.548632296,-1.411212372,"2 Medi","Medi",-1.087835016,"Good",0.04955726,"Good",-0.004148261,1.060049693,0.025326225,0.146278315,-0.834820051,0.017997198,-1.744795113,0.002483468,-2.604941389,-0.248698793,-0.260251212
"FW08KY006",2,"WADEABLE",0.6667,0.212,2.96,-0.028660884,-0.821284597,-1.077658873,"2 Medi","Medi",-0.754281517,"Good",-0.001138129,"Medi",-0.276800562,0.930803267,-0.031142101,0.12844335,-0.891288377,0.022105162,-1.655506305,0.003050334,-2.515652581,-0.159409985,-0.316719538
"FW08KY007",1,"WADEABLE",0.318181818,0.610238095,1.25,-0.229482704,-0.612448395,-0.644805952,"3 High","Good",-0.232517693,"Medi",-0.214774626,"Good",-0.152256643,0.299214815,-0.524016908,0.062787706,-1.202125381,0.004856674,-2.313661068,0.001019132,-2.991769542,-0.633779384,-0.695802515
"FW08KY008",1,"WADEABLE",0,2.560733333,4.205,0.02716421,-0.246556227,-0.093247378,"2 Medi","Good",0.134157581,"Medi",-0.096955187,"Good",0.11825178,3.651392008,0.562458461,0.320491526,-0.494183449,0.121977677,-0.913719643,0.010706276,-1.970361552,0.383994685,0.154051603
"FW08KY009",1,"WADEABLE",0,0.271738,6.835,0.089262664,-0.5315184,-0.086640388,"1 Low","Good",0.002388301,"Good",0.074305752,"Good",-0.064415013,1.256440442,0.099141907,0.057436227,-1.240814096,0.0602124,-1.220314066,0.002752517,-2.560270069,-0.208633647,-0.486364591
"FW08KY011",1,"WADEABLE",0.454568182,0.376157407,9.105263158,-0.109553575,-0.044224814,-1.710833171,"2 Medi","Poor",-2.139117908,"Medi",-0.163083148,"Good",0.393623053,69.81899603,1.8439736,0.278522747,-0.55513933,1.811619187,0.258066912,0.007226932,-2.141046018,0.200422498,0.596388107
"FW08KY012",1,"BOATABLE",0,0.109157689,17.04545455,-0.233688572,-0.738196627,0.134877603,"2 Medi","Good",-0.306502397,"Poor",-0.260668572,"Good",0.005181964,44.48784105,1.64824133,0.219961885,-0.657652568,3.79202457,0.578871143,0.018748963,-1.727022756,0.615340663,0.458927054
"FW08KY013",1,"BOATABLE",0.416668182,0.010150631,623.8181818,-1.037071311,-1.132907664,NA,"2 Medi","XXXX",NA,"Poor",-0.954581311,"Poor",-0.68649518,7702.922701,3.88665554,0.021227967,-1.67309159,4443.401794,3.647715586,0.012245273,-1.912031544,0.552500065,0.97308583
"FW08KY013",2,"BOATABLE",0.416668182,0.010150631,623.8181818,-0.760359317,-1.293204657,NA,"2 Medi","XXXX",NA,"Poor",-0.677869317,"Poor",-0.846792173,7153.846854,3.854539639,0.019714806,-1.705207491,4421.576174,3.645577111,0.012185125,-1.914170019,0.55036159,0.940969929
"FW08KY014",1,"BOATABLE",0,0.033261236,39.5,-0.084864093,-0.541705603,-1.112773449,"1 Low","Poor",-1.554153449,"Medi",-0.111844093,"Good",0.127480088,127.1990851,2.104483988,0.040714251,-1.390253548,20.94511067,1.32108266,0.006704172,-2.173654876,0.157295644,0.172023554
"FW08KY016",1,"BOATABLE",0,0.001496133,464.5454545,0.310500207,-0.687284247,NA,"1 Low","XXXX",NA,"Good",0.283520207,"Good",-0.045649736,2935.296529,3.467651981,0.012015475,-1.920259065,2003.019822,3.301685247,0.008199251,-2.086225799,0.226550255,0.351768786
"FW08KY017",1,"BOATABLE",0,0,779.7272727,-0.353640838,-1.059121453,NA,"1 Low","XXXX",NA,"Poor",-0.271150838,"Poor",-0.618262518,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08KY019",1,"BOATABLE",0.424263636,0.034390734,36.63636364,-0.140479617,-0.474955193,-0.061849751,"2 Medi","Medi",-0.503229751,"Medi",-0.167459617,"Good",0.219462961,79.16449831,1.898530464,0.025507391,-1.593333964,2.580103324,0.411637098,0.000831329,-3.08022733,-0.749249228,-0.03213399
"FW08KY019",2,"BOATABLE",0.242436364,0.034390734,37.36363636,-0.147353685,-0.505465944,0.049422732,"1 Low","Good",-0.391957268,"Medi",-0.174333685,"Good",0.18895221,52.7263193,1.722027455,0.016988813,-1.769836972,2.075072156,0.317033203,0.000668604,-3.174831225,-0.843853123,-0.208636998
"FW08KY020",1,"WADEABLE",0,0.338125,2.93,0.064457989,-0.258920061,-2.757730678,"2 Medi","Poor",-1.715583717,"Good",0.015096992,"Good",0.322042032,0.447282262,-0.349418324,0.119179926,-0.923796889,0.040115165,-1.396691413,0.010688826,-1.971069977,1.116632702,-0.457721142
"FW08KY021",1,"BOATABLE",0,0.033807533,44.22727273,-0.090906128,-0.706938935,-1.395166126,"1 Low","Poor",-1.836546126,"Medi",-0.117886128,"Good",-0.065146028,65.62536047,1.817071702,0.01111313,-1.954163615,4.090854088,0.61181399,0.000692753,-3.159421328,-0.831125187,-0.288227495
"FW08KY022",1,"WADEABLE",0.560631818,0.269861111,8.468421053,-0.29925696,-0.282859263,-0.727046009,"2 Medi","Medi",-0.878571607,"Poor",-0.296145335,"Good",0.17306172,7.699560896,0.886465958,0.113238662,-0.946005271,0.236799382,-0.625619435,0.003482646,-2.458090665,-0.111182389,-0.006911807
"FW08KY023",1,"BOATABLE",0,0.018755753,31.45454545,-0.101998248,-0.706938935,1.317647251,"2 Medi","Good",0.876267251,"Medi",-0.128978248,"Good",-0.007849984,18.81137931,1.274420641,0.013999631,-1.853883422,0.79680551,-0.098647672,0.000592991,-3.226951734,-0.892483453,-0.428982229
"FW08KY024",1,"BOATABLE",0,0.035752557,28.04545455,0.005297536,-0.419697223,0.899667346,"1 Low","Good",0.458287346,"Good",-0.021682464,"Good",0.30546342,24.40476923,1.387474705,0.021215757,-1.673341474,3.924981193,0.59383758,0.003412097,-2.466978599,-0.131862434,-0.273741488
"FW08KY025",1,"WADEABLE",0,10.96285714,2.64,0.108134329,-0.051942868,-1.06259266,"1 Low","Good",-0.152254982,"Good",0.075797368,"Good",0.336968505,5.00907208,0.699757281,10.99927993,1.041364255,0.044647764,-1.350200288,0.098040764,-1.008593314,1.359186113,1.1653958
"FW08KY026",1,"BOATABLE",0.060609091,0.01076807,24.18181818,-0.050277413,-0.633152719,-0.948613257,"1 Low","Poor",-1.389993257,"Good",-0.077257413,"Good",-0.030988192,28.46563046,1.454320807,0.020359851,-1.691225412,2.017216252,0.304752458,0.0014428,-2.840793761,-0.506491004,-0.259860134
"FW08KY029",1,"BOATABLE",0,0.009812583,1462.727273,-0.869666232,-1.293204657,NA,"1 Low","XXXX",NA,"Poor",-0.787176232,"Poor",-0.828351697,7588.609733,3.880162219,0.014508202,-1.838386407,5090.099436,3.706726267,0.009731452,-2.011822359,0.432859062,0.877234907
"FW08KY031",1,"BOATABLE",0,0.031417524,13.63636364,-0.493003268,-0.541705603,-0.344912878,"1 Low","Medi",-0.786292878,"Poor",-0.519983268,"Good",0.116155215,16.49462559,1.217342462,0.004888724,-2.310804483,0.634063624,-0.197867161,0.000187926,-3.726014106,-1.395384317,-0.736002193
"FW08KY032",1,"BOATABLE",0.371222727,0.008084282,732.9090909,-0.328742984,-0.711994806,NA,"2 Medi","XXXX",NA,"Medi",-0.246252984,"Medi",-0.296157411,7643.089408,3.88326894,0.030425839,-1.516757434,5991.470709,3.777533441,0.023851026,-1.622492933,0.86200377,1.059574099
"FW08KY033",1,"BOATABLE",0,0.028821926,6.154545455,-1.256062854,-1.837272689,-2.576391387,"1 Low","Medi",-1.652341387,"Poor",-1.330159134,"Poor",-1.266792689,18.61902954,1.269957041,0.022528379,-1.647270053,0.177256052,-0.751398928,0.000214474,-3.668626021,-0.88681164,-0.05489075
"FW08KY034",1,"BOATABLE",0.030304545,0.022882704,42.81818182,-0.059800568,-0.320406941,-2.2550087,"2 Medi","Poor",-2.6963887,"Good",-0.086780568,"Good",0.281955123,204.9366991,2.311619737,0.041292446,-1.384129386,5.179888376,0.714320401,0.001043689,-2.981428722,-0.652407914,0.25350696
"FW08KY035",1,"WADEABLE",0.803036364,0.328282828,8.971428571,-0.098888579,-0.356996206,0.86640827,"2 Medi","Good",0.847322594,"Medi",-0.125985694,"Good",0.150835522,4.556364805,0.658618489,0.125114362,-0.902692833,0.0892806,-1.0492429,0.002451578,-2.610554221,-0.26104281,-0.065257219
"FW08KY037",1,"WADEABLE",0,0.06047619,2.515,0.106978572,-0.135057643,-1.747042675,"2 Medi","Poor",-1.429434414,"Good",0.121999663,"Good",0.344782675,8.637003787,0.93636311,1.159858699,0.064405084,0.004463431,-2.350331175,0.000599392,-3.222289201,-0.866159998,0.643402148
"FW08KY039",1,"BOATABLE",0,0.003575891,119.2727273,-0.743632175,-0.841363419,NA,"1 Low","XXXX",NA,"Poor",-0.770612175,"Good",-0.114617147,3570.72677,3.55275662,1.07293147,0.030571984,742.9086469,2.870935413,0.223229084,-0.651249222,1.679437805,1.603139004
"FW08KY040",1,"WADEABLE",0,0.5,6.965,-0.303206915,-0.216778788,0.245848095,"3 High","Good",0.401314635,"Poor",-0.280035694,"Good",0.323573372,3.746254926,0.573597327,0.234243414,-0.63033261,0.052648572,-1.278613402,0.003291976,-2.48254334,-0.129601067,0.073120723
"FW08KY041",1,"WADEABLE",0,1.603847,1.955,-0.181240131,-0.409441858,-0.919424666,"3 High","Good",-0.39206595,"Medi",-0.229201759,"Good",-0.00566275,1.715274162,0.234333546,0.619187843,-0.208177579,0.00811073,-2.09094004,0.00292785,-2.533451165,-0.173199272,0.209819842
"FW08KY042",1,"BOATABLE",0.515172727,0.224692862,26.54545455,0.108134329,-0.457627316,-1.466116707,"2 Medi","Poor",-1.907496707,"Good",0.081154329,"Good",0.154890256,71.2083565,1.852530962,0.0612952,-1.212573532,8.424733596,0.925556177,0.007251898,-2.139548318,0.195526679,0.188634143
"FW08KY050",1,"WADEABLE",0,0.442361111,7.865,0.077450494,-0.343727523,-0.653869573,"1 Low","Good",-0.456941739,"Good",0.068324484,"Good",0.062069196,9.775273037,0.990128897,0.743168969,-0.128912432,0.081845135,-1.087007129,0.006222309,-2.206048458,0.147708746,0.542716162
"FW08KY056",1,"WADEABLE",0,0.275,5.035,-0.022380305,-0.343727523,-2.141234422,"2 Medi","Medi",-1.135232884,"Good",-0.065225316,"Good",0.248662029,2.108386736,0.323950275,0.399838185,-0.398115732,0.105398117,-0.977167149,0.019987885,-1.699233156,1.370008593,0.132543733
"FW08KY062",1,"WADEABLE",0,0.683333333,6.336842105,0.013985646,-0.227811696,-0.432034914,"2 Medi","Good",-0.05352368,"Good",0.023350537,"Good",0.168763924,4.076122039,0.610247178,0.729428972,-0.137016991,0.051617987,-1.28719894,0.009237127,-2.03446311,0.322863154,0.395232346
"FW08KY072",1,"WADEABLE",0.909090909,0.225185185,2.425,-0.63956151,-0.760359317,-2.791062549,"2 Medi","Poor",-1.823084415,"Poor",-0.676937368,"Good",-0.134147673,1.492159353,0.173815205,0.136648384,-0.864395502,0.006849752,-2.164325173,0.000627284,-3.20253588,-0.172812218,-0.195485959
"FW08KY097",1,"BOATABLE",0,0.007036767,1484.666667,-0.102372909,-0.378477529,NA,"2 Medi","XXXX",NA,"Good",0.032714117,"Good",0.192002471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FW08KY209",1,"BOATABLE",0.4697,0.005532024,1787.363636,-0.206654167,-0.422299355,-1.803998678,"3 High","Good",-0.879948678,"Good",-0.072630508,"Good",0.148180645,37349.19266,4.572281219,0.01624793,-1.789201954,33279.29319,4.522174094,0.014477412,-1.839309079,1.133317089,0.802700463
"FW08LA004",1,"WADEABLE",0,0.061309524,6.96,0.255765742,-0.206654167,-1.952369245,"1 Low","Medi",-0.800737151,"Good",0.202786506,"Good",0.185525834,1.1377839,0.056059784,0.886538803,-0.052302251,0.34251489,-0.465320544,0.266880856,-0.573682579,2.052520678,0.724944412
"FW08LA004",2,"WADEABLE",0,0.051785714,6.825,0.201893461,-0.508638306,-1.673426978,"1 Low","Medi",-0.582488729,"Good",0.148914225,"Good",-0.116458306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FW08LA005",1,"WADEABLE",0,0.15625,6.742105263,0.226306918,-0.320406941,-2.653064494,"1 Low","Medi",-1.194442546,"Good",0.175948888,"Good",0.071773059,147.4962291,2.168780917,2.062869898,0.314471839,0.252862144,-0.597116184,0.003536509,-2.451425263,0.27150346,1.598392333
"FW08LA006",1,"WADEABLE",0,0.075069444,6.373684211,0.276096083,-0.216291273,-1.795615603,"2 Medi","Medi",-0.594650702,"Good",0.208283055,"Good",0.175888727,8.052512233,0.905931393,0.073724751,-1.132386684,0.051374345,-1.289253706,0.000470358,-3.327571783,-0.594448962,0.204933222
"FW08LA009",1,"WADEABLE",0,0.0125,4.705,0.009663317,-1.132907664,-1.384504231,"3 High","Medi",-0.846771983,"Good",-0.046655678,"Poor",-0.740727664,0.49459622,-0.305749207,0.373083065,-0.428194464,0.147545479,-0.831074094,0.11129628,-0.95351935,1.673464117,0.35313915
"FW08LA011",1,"BOATABLE",0,0.001258317,91.81818182,0.074550492,-0.5315184,-1.031312876,"1 Low","Good",-0.107262876,"Good",0.111786239,"Good",0.0389616,140.7407157,2.148419755,0.004983599,-2.302456885,109.2335479,2.03835604,0.003867937,-2.4125206,0.454257966,-0.265012484
"FW08LA011",2,"BOATABLE",0,0.001258317,92.09090909,0.215325061,-0.547934634,-0.821145156,"1 Low","Good",0.102904844,"Good",0.252560808,"Good",0.022545366,186.1983132,2.269975742,0.006593243,-2.180900898,117.1887724,2.068886005,0.00414963,-2.381990635,0.484787931,-0.143456497
"FW08LA013",1,"BOATABLE",0,0.018628914,309.1818182,0.110436655,-0.250052981,-3.084784376,"2 Medi","Medi",-2.160734376,"Good",0.199779106,"Good",0.320427019,5867.26446,3.768435664,0.03491586,-1.456977255,5658.104764,3.752670984,0.033671159,-1.472741935,1.436945941,0.805237574
"FW08LA014",1,"BOATABLE",0.606090909,0.011759259,29.09090909,0.125850784,-0.345911009,-1.319508271,"2 Medi","Good",-0.395458271,"Good",0.112712667,"Good",0.224568991,8.030872321,0.904762721,0.001895162,-2.722353785,1.264755186,0.102006469,0.000298463,-3.525110037,-0.703967783,-0.923964575
"FW08LA017",1,"BOATABLE",0.030304545,0.012567172,202.8181818,0.315063427,-0.229482704,-3.214847442,"2 Medi","Poor",-2.290797442,"Good",0.37145185,"Good",0.340997296,3273.886952,3.515063679,0.052049483,-1.28358358,2918.642356,3.465180881,0.046401671,-1.333466379,1.55257868,0.854783854
"FW08LA018",1,"BOATABLE",0,0.008411757,217,-0.26432853,-0.144590987,-2.04429983,"2 Medi","Medi",-1.12024983,"Medi",-0.172770127,"Good",0.425889013,2659.255189,3.424760015,0.016509191,-1.782274217,2474.490239,3.393485745,0.015362133,-1.813548488,1.095121209,0.474607117
"FW08LA022",1,"BOATABLE",0,0.007806511,56.54545455,0.138230908,-0.472018776,-1.991287212,"2 Medi","Medi",-1.067237212,"Good",0.155255345,"Good",0.098461224,193.2372007,2.286090737,0.022764707,-1.642737929,161.2971465,2.207626684,0.019001943,-1.721201982,1.116655126,0.24320815
"FW08LA023",1,"BOATABLE",0,NA,45.00909091,0.184497852,-0.34155496,NA,"1 Low","XXXX",NA,"Good",0.110348709,"Good",0.22892504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FW08LA028",1,"BOATABLE",0,0.006096,979.7272727,-0.677780705,-1.626419331,NA,"2 Medi","XXXX",NA,"Poor",-0.526292457,"Poor",-1.055939331,14847.17472,4.171643819,0.00525544,-2.27939095,12709.03894,4.10411271,0.004498606,-2.346922059,0.630665267,0.33849934
"FW08LA029",1,"BOATABLE",0,0.010480277,240.7272727,0.071630994,-0.541705603,-1.775166004,"2 Medi","Good",-0.851116004,"Good",0.159060509,"Good",0.028774397,3324.361924,3.521708299,0.01949825,-1.710004375,3144.076185,3.497493061,0.018440827,-1.734219614,1.175817269,0.554038643
"FW08LA030",1,"BOATABLE",0,0.002561345,35,0.193756851,-0.562826189,-0.912812272,"1 Low","Good",0.011237728,"Good",0.182574308,"Good",0.007653811,97.65162364,1.989679469,0.02318535,-1.634786343,32.55814525,1.512659656,0.007730255,-2.111806156,0.70918925,0.162833635
"FW08LA032",1,"BOATABLE",0.272740909,0.012567172,81.72727273,0.295017012,-0.46620484,-3.013635917,"2 Medi","Medi",-2.089585917,"Good",0.290521713,"Good",0.10427516,695.1417627,2.842073381,0.107128094,-0.970096623,544.350808,2.735878872,0.083889744,-1.076291132,1.755103086,0.881995112
"FW08LA033",1,"BOATABLE",0.060609091,NA,149.1818182,-0.232001334,-0.808396576,NA,"2 Medi","XXXX",NA,"Medi",-0.175559666,"Medi",-0.237916576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FW08LA035",1,"BOATABLE",0,0.001521598,395.0909091,0.191857324,0.058460535,-2.484726889,"1 Low","Medi",-1.560676889,"Good",0.347950485,"Good",0.628940535,5254.827289,3.720558447,0.00168364,-2.773750802,5259.668217,3.72095835,0.001685191,-2.773350899,0.206633834,-0.143302258
"FW08LA036",1,"BOATABLE",0,0.002070869,900.9090909,0.102714288,-1.106894235,NA,"2 Medi","XXXX",NA,"Good",0.25768817,"Poor",-0.536414235,24322.26889,4.386004085,0.008448482,-2.073221299,19083.71376,4.280662894,0.00662884,-2.17856249,0.799478596,0.547045908
"FW08LA037",1,"BOATABLE",0,0.003599603,228.6363636,-0.092124689,-0.345911009,-2.003280057,"3 High","Medi",-1.079230057,"Good",-0.002394949,"Good",0.224568991,1379.316977,3.139664082,0.008395198,-2.075969082,1313.401837,3.11839762,0.007994006,-2.097235544,0.811910533,0.183407662
"FW08LA039",1,"BOATABLE",0,0,88.36363636,-0.06036731,-0.528175086,-0.503069033,"3 High","Good",0.420980967,"Medi",-0.080885022,"Good",0.042304914,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08LA039",2,"BOATABLE",0,0,91.09090909,-0.077722888,-0.335101728,-0.505431958,"3 High","Good",0.418618042,"Medi",-0.098240601,"Good",0.235378272,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08LA040",1,"BOATABLE",0,0.040294052,272.1818182,0.07371835,-0.148741651,-3.745020255,"2 Medi","Poor",-2.820970255,"Good",0.229313504,"Good",0.421738349,6669.180842,3.824072494,0.002316814,-2.635108855,6669.180842,3.824072494,0.002316814,-2.635108855,0.342929791,-0.014854428
"FW08LA044",1,"BOATABLE",0,0.00549982,1301.545455,-0.570100974,-1.106894235,NA,"3 High","XXXX",NA,"Poor",-0.419840027,"Poor",-0.536414235,42396.62529,4.627331289,0.014822711,-1.829072358,39852.16199,4.600451887,0.013933116,-1.85595176,1.121933002,0.79037598
"FW08LA045",1,"BOATABLE",0,0.013592579,11.18181818,0.189630658,-0.284756577,-1.818992767,"3 High","Medi",-0.894942767,"Good",0.096758809,"Good",0.285723423,3.993901427,0.601397342,0.022818943,-1.641704481,0.323582159,-0.490015431,0.001848769,-2.733117255,0.011350586,-0.244956332
"FW08LA049",1,"BOATABLE",0,0.004998196,262.2727273,-0.131702965,-1.005962945,-2.503615223,"2 Medi","Medi",-1.579565223,"Good",-0.047555507,"Poor",-0.435482945,1063.775331,3.026849915,0.006180281,-2.208991752,784.1720203,2.894411342,0.004555853,-2.341430324,0.568835304,0.0562495
"FW08LA050",1,"BOATABLE",0,0.038574954,73.72727273,0.090867005,-0.266146425,-3.118012627,"1 Low","Medi",-2.193962627,"Good",0.076186135,"Good",0.304333575,598.5358177,2.777090145,0.211158067,-0.675392323,499.8293744,2.698821776,0.176335319,-0.753660692,2.057806837,1.072318089
"FW08LA051",1,"BOATABLE",0,0.001101521,751.0909091,-0.23793557,-0.996069706,NA,"2 Medi","XXXX",NA,"Medi",-0.086586894,"Poor",-0.425589706,17335.39365,4.238933708,0.006017597,-2.220576907,13736.94557,4.137890177,0.004768476,-2.321620437,0.656436451,0.399773074
"FW08LA052",1,"BOATABLE",0,0.002070869,754.8181818,-0.010590636,-1.059121453,NA,"2 Medi","XXXX",NA,"Good",0.142857106,"Poor",-0.488641453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FW08LA059",1,"BOATABLE",0,0,85.45454545,-0.102622862,-0.073610777,-0.469723066,"3 High","Good",0.454326934,"Medi",-0.113403816,"Good",0.496869223,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08LA062",1,"WADEABLE",0,0.377481481,2.685,0.142161848,-0.663904301,-2.641127714,"1 Low","Medi",-1.078682088,"Good",0.071620208,"Medi",-0.271724301,20.98233311,1.321853778,10.27488032,1.011776772,0.000549587,-3.259963694,0.000269128,-3.570040699,-0.932662433,1.847561119
"FW08LA067",1,"BOATABLE",0,0.000915717,637,-0.260201696,-0.347477391,NA,"3 High","XXXX",NA,"Medi",-0.112154803,"Good",0.22300261,80.04652357,1.903342475,2.77855e-05,-4.556181997,9406.043481,3.973406982,0.003264995,-2.48611749,0.491940166,-1.935827995
"FW08LA068",1,"BOATABLE",0,0.001101521,809.3,-0.265600257,-0.265600257,NA,"2 Medi","XXXX",NA,"Medi",-0.112825722,"Good",0.304879743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FW08LA070",1,"BOATABLE",0,0.000915717,758,-0.292429824,-0.955874177,NA,"3 High","XXXX",NA,"Medi",-0.147913872,"Medi",-0.385394177,10346.49014,4.014793048,0.00359093,-2.444793086,8799.820746,3.944473826,0.003054131,-2.515112309,0.462948763,0.17557881
"FW08LA072",1,"BOATABLE",0.242436364,0.005376904,59.36363636,-0.189523085,-0.257132103,-2.273023429,"3 High","Medi",-1.348973429,"Poor",-0.220827498,"Good",0.313347897,116.6492605,2.06688199,0.054040855,-1.267277789,111.8029792,2.048453376,0.051795687,-1.285706403,1.519206049,0.446095379
"FW08LA073",1,"BOATABLE",0,0.002721429,108.1818182,-0.163589563,-0.409441858,-1.65169177,"3 High","Good",-0.72764177,"Medi",-0.17480431,"Good",0.161038142,56.60011171,1.752817288,0.012682926,-1.896780531,35.54419372,1.550768667,0.007964726,-2.098829152,0.723558567,-0.091867244
"FW08LA079",1,"WADEABLE",0.681818182,0.042539683,1.475,-2,-2,-2.37536219,"3 High","Poor",-1.66684143,"Poor",-2.069506878,"Poor",-1.60782,1.509622884,0.178868471,0.011008386,-1.958276357,0.000699051,-3.155491209,5.1e-06,-5.292636036,-2.554038213,-0.592276928
"FW08LA088",1,"BOATABLE",0,0.004191189,1289,-0.687284247,-1.106894235,NA,"3 High","XXXX",NA,"Poor",-0.533297074,"Poor",-0.536414235,22731.37954,4.356625793,0.007909884,-2.101829865,20781.91697,4.317685605,0.007231526,-2.140770053,0.83722839,0.518213967
"FW08LA092",1,"WADEABLE",0,0,6.93,0.136792608,-0.701941243,0.585924765,"1 Low","Good",-0.418380763,"Good",0.078012558,"Medi",-0.309761243,0,NA,0,NA,0,NA,0,NA,NA,NA
"FW08LA094",1,"BOATABLE",0,0.002721429,103.1818182,-0.011603214,-0.170111712,-1.665011118,"3 High","Good",-0.740961118,"Good",-0.02293214,"Good",0.400368288,57.36817156,1.758671008,0.012969694,-1.887070282,35.38484529,1.548817301,0.007999743,-2.096923989,0.725250079,-0.083276159
"FW08LA096",1,"BOATABLE",0,0.004191189,1272.363636,-0.511834012,-0.944482671,2.82656349,"1 Low","Good",3.75061349,"Poor",-0.358198795,"Medi",-0.374002671,6164.108736,3.789870291,0.002145008,-2.668571091,6164.108736,3.789870291,0.002145008,-2.668571091,0.309426561,-0.048531402
"FW08LA097",1,"WADEABLE",0.060609091,0.086825397,2.023809524,-0.008069472,-0.469102078,-1.87666245,"2 Medi","Medi",-0.865156241,"Good",-0.068567926,"Good",-0.076922078,0.109279917,-0.961459645,0.012948931,-1.887766071,0.002472694,-2.606829651,0.000292998,-3.533136076,-0.8616187,-0.873151946
"FW08LA099",1,"BOATABLE",0.697,0.009130122,12.09090909,-1.333822512,-2,-1.821867648,"3 High","Medi",-0.897817648,"Poor",-1.455732357,"Poor",-1.42952,6.15679778,0.789354889,0.084944079,-1.07086689,1.545058108,0.188944817,0.02131685,-1.671276962,1.051979324,0.21476947
"FW08LA100",1,"BOATABLE",0,0.002949115,1404,-0.612448395,-1.082351291,NA,"2 Medi","XXXX",NA,"Poor",-0.457168503,"Poor",-0.511871291,33090.2946,4.519700634,0.011495334,-1.939478406,19753.07812,4.295634781,0.006862079,-2.163544258,0.814494261,0.680775351
"FW08LA102",1,"WADEABLE",0,0.0125,5.495,0.16502838,-0.20034622,-0.213008567,"1 Low","Good",0.357260076,"Good",0.089633062,"Good",0.19183378,0.33658576,-0.472904262,0.003142249,-2.502759419,0.058721345,-1.231204007,0.000548202,-3.261059164,-0.528405188,-1.167895453
"FW08LA104",1,"BOATABLE",0.090913636,0.002949115,862.5454545,-0.604435354,-0.83456681,NA,"2 Medi","XXXX",NA,"Poor",-0.449470534,"Medi",-0.26408681,8737.419812,3.941383203,0.003035453,-2.517776511,8172.510921,3.91235551,0.002839199,-2.546804204,0.431233244,0.102471638
"FW08LA108",1,"BOATABLE",0,0.006406686,1769.363636,-0.877039828,-1.082351291,NA,"2 Medi","XXXX",NA,"Poor",-0.72650252,"Poor",-0.511871291,40560.56601,4.608104007,0.014356165,-1.842961562,47457.58901,4.676305671,0.016797324,-1.774759898,1.202829135,0.774937666
