SITE_ID,VISIT_NO,PUBLICATION_DATE,YEAR,DATE_COL,STATE,LOC_NAME,SITE_CLASS,AGGR_ECO3_2015,AGGR_ECO9_2015,ECO10,US_L3CODE_2015,US_L4CODE_2015,EPA_REG,LAT_DD83,LON_DD83,HUC8,URBAN,STRAHLERORDER,MISS_SUB,LMR_SITE,GREAT_RIVER,RT_NRSA,RT_NRSA_FISH,RT_NRSA_PHAB,RT_NRSA_CAT,XLAT_DD,XLON_DD,WGTNRSA09,MASTER_SITEID,INDEX_VISIT,INDEXVIS_FTIS,WSAREA_NARS,MMI_BENT,OE_SCORE_OLD,UID,OE_SCORE,NH4,NH4_ALERT,ANC,ANC_ALERT,CA,CA_ALERT,CL,CL_ALERT,COLOR,COLOR_ALERT,COND,COND_ALERT,DOC,DOC_ALERT,MG,MG_ALERT,SODIUM,SODIUM_ALERT,K,K_ALERT,NO3,NO3_ALERT,NO3NO2,NO3NO2_ALERT,NO2,NO2_ALERT,NTL,NTL_ALERT,PHLAB,PHLAB_ALERT,PTL,PTL_ALERT,SIO2,SIO2_ALERT,SO4,SO4_ALERT,TSS,TSS_ALERT,TURB,TURB_ALERT,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,PCT_FAST,PCT_SLOW,RPRAT,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_NAT,V1W_MSQ,XCDENBK,XCDENMID,XCL,XGB,XGW,XC,XCMGW,QR1,QRVEG1,RDIST1,W1_HALL,W1H_WALL,W1_HNOAG,W1_HAG,REALM,W1H_CROP,XSLOPE_use,XWIDTH_use,Lpt01_XCMGW,Lpt01_XFC_NAT,LRBS_use,RDIST_COND,LRBS_Cond_use,LOE_RBS_use,LXCMGW_Cond_use,LOE_XCMGW_use,LXFC_NAT_Cond_use,LOE_XFC_NAT_use,Qbkf_cl,LQbkf_cl,Qbkf_kmcl,LQbkf_kmcl,QLow_cl,LQLow_cl,QLow_kmcl,LQLow_kmcl,LOE_QLow_cl,LOE_Qbkf_cl,UNIQUE_ID,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII,SAMPLE_ID,dD..vsmow.,d18O..vsmow.,d.excess,AG_ECO5
FW08NY032,1,9/1/2015,2008,2008-09-15,NY,Allegheney River,PROB,EHIGH,NAP,NA,62,62d,2,42.06590517,-78.46921921,5010001,Urban,6th,Ohio Region,NA,NA,T,T,T,Most Disturbed,42.06591,78.46921,76.77504111,FW08NY032,YES,YES,3033.219971,13.02,0.803471799,11781,0.742225355,0.037,NA,1017.14,NA,17.55,NA,16.42,H,23,NA,179.4,NA,4.24,NA,3.318,NA,10.57,NA,2.001,NA,0.20062,H,NA,NA,0,R,718,H,7.73,NA,118.82,H,4.012,NA,7.96,H,20.6,NA,13.8,NA,BOATABLE,117.8,171.3616295,72.57272727,56.17,60.64173006,83.27272727,0.641818182,2.531818182,1.337643329,0.018254644,3872,1.112965628,NA,0,22,NA,0.313955662,0.18004503,0.932920598,0.799009966,0,100,51.47854843,NA,0,0.009090909,0.027272727,0.145454545,0.001427727,78.34224599,NA,0.095454545,0.194318182,0.228409091,0.326136364,0.913636364,0.531295218,0.511136364,0.635555174,1.743899567,0,1.652985931,0.090913636,BOATABLE,0.030304545,0.018254644,72.57272727,-0.034498977,-0.808396576,0.799009966,3 High,Good,1.431269966,Medi,-0.235695511,Poor,-0.675495778,17.09609055,1.23289681,0.005651128,-2.247864862,3.769624605,0.576298104,0.001246053,-2.904463568,-1.100459524,-1.094616977,NRS_NY-10053,S,3.564729577,3.643116883,0,0,0,0,10,10,8,34.01,527191,-61.18,-9.14,11.92,Appalachians
FW08NY034,1,9/1/2015,2008,2008-09-23,NY,Seneca River,PROB,EHIGH,NAP,NA,83,83c,2,43.13766805,-76.29551055,4140201,Urban,7th,NA,NA,NA,T,T,S,Most Disturbed,43.13767,76.29563,60.82127753,FW08NY034,YES,YES,16309.59961,17.82,0.506867558,11738,0.466698248,0.076,NA,2425.43,NA,62.37,NA,114.86,NA,10,NA,796.03,NA,3.81,NA,16.66,NA,66.6,NA,3.325,NA,0.04994,NA,NA,NA,0.00516,R,648,H,8.12,NA,28.205,H,2.264,NA,83.12,NA,3.3,NA,5.8,NA,BOATABLE,539.7979798,106.5218172,110.5454545,588.1444444,65.59210165,112.9090909,0.804545455,1.233636364,1.097541945,0.013183317,4400,0.149822536,NA,18,47,NA,1.282860835,0.699742438,-0.549919902,-1.1330383,0,100,12.15123141,NA,0.022727273,0.486363636,0,0.131818182,0,52.00534759,NA,0.070454545,0.107954545,0.222727273,0.393181818,0.940909091,0.445121804,0.523409091,0.70337332,2.371240909,0.75,2.340936364,0.030304545,BOATABLE,0,0.013183317,110.5454545,-0.021861001,-0.848268086,-1.1330383,3 High,Good,-0.5007783,Medi,-0.164132011,Medi,-0.410579655,734.8812972,2.866217195,0.046992219,-1.327974048,560.3688191,2.748473962,0.035832963,-1.445717281,0.339594908,0.061204996,NRS_NY-10055,T,0,0,7.716901408,1.078431373,0,10,10,10,8,48.49,527201,-58.33,-7.96,5.37,Appalachians
FW08NY035,1,9/1/2015,2008,2008-09-26,NY,Susquehanna River,PROB,EHIGH,NAP,NA,60,60a,2,42.02895573,-76.39830557,2050103,NonUrban,6th,NA,NA,NA,S,S,S,Intermediate Disturbance,42.02972,76.39825,76.77504111,FW08NY035,YES,YES,12241.59961,69.38,1.125700546,11783,1.109100602,0.038,HS,1936.16,S,35.43,S,41.26,S,21,S,366.15,S,2.02,HS,6.217,S,22.15,S,1.943,S,0.3702,S,NA,NA,0.00495,RS,786,HS,8.32,S,49.5681,HS,1.178,HS,14.5,S,2.8,S,4.1,S,BOATABLE,118.2828283,92.02972461,101.3636364,120.96,48.2811928,109,0.464545455,1.439090909,1.028065035,0.071913223,4400,1.59371817,NA,0,0,NA,0.855204672,0.757951371,0.835766799,0.738513498,6,94,40.81842944,NA,0.077272727,0.159090909,0.027272727,0.045454545,9.51818e-4,37.96791444,NA,0.047727273,0.314772727,0.117045455,0.190909091,0.5,0.397807925,0.325,0.561470827,1.28035,0,1.083372727,0.196977273,BOATABLE,0.196977273,0.071913223,101.3636364,-0.292429824,-1.256062854,0.738513498,2 Medi,Good,1.370773498,Poor,-0.495657838,Poor,-0.838980839,39.44585059,1.596001325,0.003214366,-2.492904735,12.87734783,1.109826427,0.00104935,-2.979079634,-1.191008973,-1.138543501,NRS_NY-10056,S,0,0,1.699126761,0,0,10,10,10,8,39.62,532091,-59.87,-8.85,10.96,Appalachians
FW08NY037,1,9/1/2015,2008,2008-09-25,NY,Mohawk River,PROB,EHIGH,NAP,NA,83,83f,2,42.93557536,-74.19444996,2020004,Urban,6th,NA,NA,NA,S,S,T,Intermediate Disturbance,42.935575,74.19445,76.77504111,FW08NY037,YES,YES,8326.980469,0.55,0.500197469,11784,0.508357955,0.018,R,1733.77,NA,32.22,NA,26.94,NA,15,NA,313.09,NA,3.3,NA,5.902,NA,16.43,NA,1.352,NA,0.46115,NA,NA,NA,0.006,R,843,H,8.18,NA,39.6863,H,5.212,NA,21.84,NA,0,NA,4.1,NA,BOATABLE,468,80.25212795,220.2727273,953.7,170.9312408,222.1818182,0.490909091,1.281818182,1.032322767,0.039467899,4400,-0.460409377,NA,0,100,NA,1.416906863,0.967931808,-1.428341185,-1.87731624,0,100,36.52376941,NA,0,0,0.077272727,0.534090909,0.013019545,60.69518717,NA,0.167857143,0.016666667,0.142857143,0.298809524,0.657142857,0.425559428,0.395714286,0.698634265,2.318227273,0.454545455,2.318227273,0,BOATABLE,0,0.039467899,220.2727273,-0.17578116,-0.26432853,-1.87731624,3 High,Medi,-1.24505624,Poor,-0.329163226,Good,-0.089486001,745.4225245,2.872402512,0.089551851,-1.047925433,539.2128184,2.731760208,0.064778705,-1.188567737,0.603919671,0.250687018,NRS_NY-10058,S,0,0,4.482732394,0,0,10,10,10,8,43.1,531131,-60.85,-8.78,9.38,Appalachians
FW08NY039,1,9/1/2015,2008,2008-10-07,NY,Chenango,PROB,EHIGH,NAP,NA,60,60a,2,42.34775323,-75.69644417,2050102,NonUrban,5th,NA,NA,NA,T,T,T,Most Disturbed,42.34783,75.69634,169.341958,FW08NY039,YES,YES,1400.48999,27.4,0.630030721,11785,0.595083617,0.018,HR,3047.1,NA,48.8,NA,36.82,NA,15,NA,446.95,NA,1.79,NA,9.262,NA,19.48,NA,1.738,NA,0.82638,NA,NA,NA,0.00588,R,1219,H,8.41,NA,106.6538,H,2.472,NA,12.44,NA,1.7,NA,3.47,NA,BOATABLE,71.2,39.16502253,46.90909091,36.41,23.97806509,52,0.65,2.060909091,1.273830206,0.08769537,2200,1.266816075,NA,0,6,NA,0.938868626,0.828376484,0.438439591,0.327947449,8,92,33.67705771,NA,0,0.077272727,0.004545455,0.054545455,4.75909e-4,30.48128342,NA,0.036363636,0.181818182,0.090909091,0.159090909,0.464772727,0.369822826,0.309147727,0.562922301,1.287922727,0.068181818,0.787904545,0.500018182,BOATABLE,0.136368182,0.08769537,46.90909091,-0.323514237,-1.190134333,0.327947449,2 Medi,Good,0.960207449,Poor,-0.509214764,Poor,-0.850634773,20.7826888,1.317701735,0.014730617,-1.831779077,2.414307188,0.382792527,0.001711243,-2.766688284,-0.954004682,-0.788085773,NRS_NY-10060,S,0,0,0,0,0,0,10,10,8,25,535081,-64.08,-9.23,9.76,Appalachians
FW08NY040,1,9/1/2015,2008,2008-10-01,NY,Hudson River,PROB,EHIGH,NAP,NA,59,59i,2,43.25552804,-73.58640123,2020003,Urban,6th,NA,NA,NA,S,S,S,Intermediate Disturbance,43.255528,73.586401,76.77504111,FW08NY040,YES,YES,7352.819824,31.72,0.715430747,11786,0.823604413,0.121,NA,371.67,NA,11.59,NA,11.16,NA,23,NA,124.1,NA,5.67,NA,1.481,NA,8.441,NA,0.596,NA,0.44089,NA,NA,NA,0.099,NA,983,NA,7.52,NA,19.7481,NA,4.994,NA,15.73,NA,0,NA,3.67,NA,BOATABLE,367.3,136.5509858,182.3636364,584,65.9151534,179.55,0.431818182,1.35,1.138426983,0.129759521,4523.242721,-0.460409377,NA,0,100,NA,1.970213351,1.4843265,-1.944735877,-2.430622728,0,100,17.94586262,NA,0.025,0.327272727,0.036363636,0.2,0.007033182,50,NA,0.376136364,0.034090909,0.163636364,0.634090909,1.144318182,0.459886746,0.614943182,0.712422436,2.477322727,0.143940909,2.477322727,0,BOATABLE,0,0.129759521,182.3636364,0.062325536,-0.677780705,-2.430622728,3 High,Medi,-1.798362728,Good,-0.073465532,Medi,-0.411669151,1192.698095,3.076530526,0.162289112,-0.789710616,852.5908927,2.930740689,0.116011101,-0.935500453,0.858404029,0.491015329,NRS_NY-10061,S,7.047442254,0,10,0,0,0,10,10,8,46.31,530411,-62.97,-9.17,10.4,Appalachians
FW08NY041,1,9/1/2015,2008,2008-08-28,NY,Unnamed,PROB,EHIGH,NAP,NA,58,58aa,2,43.53157897,-74.55172988,2020001,NonUrban,1st,NA,NA,NA,R,R,R,Least Disturbed,43.53175,74.55165,2426.097052,FW08NY041,YES,NA,8.976140022,74.1,1.274621836,11787,1.278362907,0.013,RS,78.13,S,2.011,S,0.17,RS,21,HS,21.05,S,4.36,S,0.461,S,0.717,S,0.169,S,0.0932,S,NA,NA,0,RS,313,S,6.84,HS,9.8938,S,7.681,HS,3.34,S,0.5,S,2.76,HS,WADEABLE,19.72,10.79663247,9.71,1.8233,6.675888889,10.48181818,0.327272727,0.654545455,1.06614251,2.335,237.6,2.322184043,10.33333333,0,0,2.727272727,1.966299102,1.862908752,0.459275291,0.355884941,78,22,0.338533919,0,0.004166667,0,0.025,0.8625,8.7453e-4,96.93094629,91.91176471,0.284375,0.002083333,0.341666667,0.492708333,1.170833333,0.847888546,0.626875,0,0,0,0,0,WADEABLE,0,2.335,9.71,0.072188604,-0.059234564,0.355884941,1 Low,Good,0.691440354,Good,0.080542945,Good,0.284411219,3.166602235,0.500593514,0.348602688,-0.457669269,0.133339114,-0.875042435,0.014678943,-1.833305217,0.036788298,-0.138611767,NRS_NY-10062,R,10,10,10,10,4.011627907,10,10,10,8,92.51,527931,-66.51,-10.1,14.29,Appalachians
FW08NY042,1,9/1/2015,2008,2008-10-04,NY,Genesee River,PROB,EHIGH,NAP,NA,83,83c,2,42.85984433,-77.84330995,4130003,NonUrban,6th,NA,NA,NA,T,NA,T,Most Disturbed,42.85997,77.84326,76.77504111,FW08NY042,YES,YES,3858.280029,18.73,0.385327289,11788,0.39195179,0.018,HRS,2497.67,S,42.36,S,35.56,S,10,S,413.39,S,2.26,S,9.845,S,19.1,S,2.565,S,0.51096,S,NA,NA,0,RS,969,S,8.14,S,64.2906,S,2.955,S,23.48,S,47.5,S,14.82,S,BOATABLE,287.6,67.42178409,38.27272727,108.44,53.62760308,40.36363636,0.74,2.340909091,1.466000707,0.031125363,1584,-2.110924375,NA,100,100,NA,0.842817154,0.817316792,-2.928241167,-2.953741528,0,100,18.64659356,NA,0,0,0,0.109090909,0,66.31016043,NA,0.061363636,0.248863636,0.119318182,0.265909091,0.738636364,0.532081283,0.432386364,0.5000125,1.00005,0,0.393959091,0.606090909,BOATABLE,0.606090909,0.031125363,38.27272727,-0.125729081,-0.92412139,-2.953741528,2 Medi,Medi,-2.321481528,Poor,-0.28327484000000003,Medi,-0.439167573,105.3780418,2.022750124,0.026572147,-1.575573347,48.46411684,1.685420303,0.012220721,-1.912903168,-0.111979243,-0.383447775,NRS_NY-10063,T,0,0,0,0,0,0,10,10,8,25,531421,-68.46,-9.97,11.31,Appalachians
FW08NY044,1,9/1/2015,2008,2008-08-26,NY,Hudson River,PROB,EHIGH,NAP,NA,59,59i,2,42.05575562,-73.9319509,2020006,Urban,7th,NA,NA,NA,S,S,S,Intermediate Disturbance,42.055756,73.931951,60.82127753,FW08NY044,YES,YES,27065.19922,21.75,0.60164294,11790,0.601334226,0.02,NA,1273.37,NA,23.25,NA,22.57,NA,17,NA,233.23,NA,4.14,NA,4.683,NA,14.62,NA,1.292,NA,0.17851,NA,NA,NA,0,R,576,NA,8.19,NA,46.2069,NA,1.054,NA,11.21,NA,10,NA,8.73,NA,BOATABLE,1449.5,364.4405565,1068.454545,14108.43,408.6973501,1075.8,1.213636364,1.940909091,1.046659875,0,4618.603476,-0.823522676,NA,22,100,NA,-0.771526571,-1.099941059,0.276418383,-0.051996105,0,100,28.19574682,NA,0.090909091,0.490909091,0.031818182,0.306818182,0.012028182,24.83660131,NA,0.140909091,0.081818182,0.218181818,0.254545455,0.709090909,0.341851202,0.419090909,0.705361615,2.3939909089999998,0.878790909,2.3939909089999998,0,BOATABLE,0,0,1068.454545,-0.143216202,-0.499189902,-0.051996105,3 High,Good,0.580263895,Poor,-0.344970758,Poor,-0.704172573,0,NA,0,NA,0,NA,0,NA,NA,NA,NRS_NY-10065,S,0,0,2.645943662,3.431372549,0,10,10,10,8,45.1,528431,-60.93,-9.16,12.35,Appalachians
FW08NY046,1,9/1/2015,2009,2009-06-11,NY,Unknown,PROB,EHIGH,NAP,NA,60,60d,2,42.67849292,-77.70647712,4130003,NonUrban,2nd,NA,NA,NA,T,T,T,Most Disturbed,42.67848,77.70631,1757.581808,FW08NY046,YES,NA,4.015699863,4.85,0.327646009,15538,0.359672769,0.095,H,2823.7,NA,47.93,NA,39.06,NA,13,NA,448.98,NA,2.59,H,14.46,NA,21.83,NA,1.527,NA,0.70064,NA,NA,NA,0.01651,R,1256,NA,7.78,NA,89.8613,NA,5.486,NA,20.9,NA,57.2,NA,18.87,NA,WADEABLE,54.5,19.25454164,7.015,3.8496,24.93594094,9.127272727,0.209090909,0.281818182,2.000165,0.062070709,178.2,-1.863121545,95.63636364,90.47619048,90.47619048,99.04761905,-0.090017488,0.319334541,-2.182456086,-1.773104057,0,100,0.457540201,0,0,0.118181818,0.063636364,0.338636364,0.007048965,74.3315508,49.73262032,0.164772727,0.004545455,0.089772727,0.382954545,0.738636364,0.692781725,0.432386364,0,0,0,0,0,WADEABLE,0,0.108333333,7.015,-0.125729081,-0.457627316,-2.04747913,1 Low,Poor,-1.595490165,Medi,-0.128096516,Good,-0.15072149,0.60757946,-0.216396916,0.152700359,-0.816159941,0.167356957,-0.77635623,0.042061112,-1.376119254,0.503366955,-0.615658309,NRS_NY-10067,S,0,0,0,0,0,NA,10,10,7,28.57,523131,-65.29,-9.69,12.22,Appalachians
FW08NY047,1,9/1/2015,2009,2009-07-17,NY,Grass River,PROB,EHIGH,NAP,NA,83,83d,2,44.81864062,-75.10078251,4150304,NonUrban,5th,NA,NA,NA,S,S,S,Intermediate Disturbance,44.805,75.1025,169.341958,FW08NY047,YES,YES,1547.72998,41.02,0.810167916,15539,0.80814779,0.027,S,572.46,S,9.344,S,5.71,S,80,HS,92.24,S,9.46,HS,3.593,S,4.295,S,0.412,S,0.08349,S,NA,NA,8.3e-4,RS,380,S,7.48,HS,40.735,S,5.905,S,3.67,S,0,S,1.81,HRS,BOATABLE,143.1008,104.2451159,88.90909091,142.31796,52.74750495,94,0.536363636,0.763636364,1.11919849,0.031967675,3406,-0.63264049,NA,55.78947368,73.68421053,NA,0.626107393,0.49873292,-1.13137341,-1.258747882,4,96,36.8603844,NA,0.19,0.2425,0,0.3075,0,21.12299465,NA,0.186363636,0.009090909,0.294318182,0.472727273,1.218181818,0.440193995,0.648181818,0.546395494,1.204563636,0.136363636,1.143954545,0.060609091,BOATABLE,0.030304545,0.031967675,88.90909091,0.089262664,-0.49825627,-1.258747882,2 Medi,Good,-0.626487882,Good,0.039411525,Medi,-0.358222453,36.85856376,1.566538408,0.023993841,-1.619900221,12.74983596,1.105504597,0.008299768,-2.080934032,-0.269218724,-0.563984966,NRS_NY-10068,S,10,10,4.187323944,9.836601307,9.534883721,10,2.33994723,10,8,82.37,545731,-72.12,-10.15,9.09,Appalachians
FW08NY048,1,9/1/2015,2009,2009-06-10,NY,Unknown,PROB,EHIGH,NAP,NA,60,60f,2,42.67598762,-78.59490841,4120103,NonUrban,1st,NA,NA,NA,S,S,S,Intermediate Disturbance,42.67592,78.59493,2426.097052,FW08NY048,YES,NA,0.297899991,24.4,0.663356561,15540,0.636141985,0.017,HR,682.08,NA,14.43,NA,28.07,NA,12,NA,200.67,NA,2.82,H,3.031,NA,18.88,NA,0.726,NA,0.25238,NA,NA,NA,0,R,512,NA,7.62,NA,30.865,NA,5.208,H,12.56,NA,18.6,NA,6.15,NA,WADEABLE,4.222222222,4.694672519,1.183333333,0.055888889,1.964547671,4.336363636,0.27,3.72,1.54369125,2.247072278,148.5,0.189023011,58,25,27,65,1.666817183,1.649978307,-1.460955296,-1.477794172,42.04545455,57.95454545,0.465287606,0,0,0.005,0,0.4375,0.001197298,98.6631016,99.06417112,0.421590909,0.278409091,0.177272727,0.715909091,1.323863636,0.693606443,0.695738636,0.514543418,1.05991645,0,1.05991645,0,WADEABLE,0,2.483374486,1.183333333,0.125111433,-0.34920696,-1.523758064,2 Medi,Medi,-0.684565677,Good,6.33471e-4,Medi,-0.23821251,0.755696975,-0.121652316,2.956560935,0.470786834,3.70283e-4,-3.431466718,0.00144868,-2.839027567,-0.928305661,0.277027207,NRS_NY-10069,S,0,0,6.967605634,5.522875817,0,NA,10,10,7,46.41,551621,-63.47,-9.66,13.8,Appalachians
FW08NY049,1,9/1/2015,2009,2009-08-23,NY,Mohawk River,PROB,EHIGH,NAP,NA,83,83f,2,43.1214576,-75.26332069,2020004,Urban,5th,NA,NA,NA,T,T,S,Most Disturbed,43.12138889,75.26333333,169.341958,FW08NY049,YES,YES,580.3510132,23.57,0.37075472,15541,0.402996108,0.042,NA,2405.61,NA,46.69,NA,36.24,NA,20,NA,444.03,NA,2.92,NA,11.82,NA,21.76,NA,1.63,NA,0.55359,NA,NA,NA,0.00247,R,836,NA,8.04,NA,76.2275,NA,5.143,NA,39.52,NA,9.3,NA,9.34,NA,BOATABLE,356.33952,245.9902192,31.36363636,111.371944,185.5473053,33.54545455,0.572727273,2.181818182,1.008860542,0.559585571,1320,-2.110924375,NA,100,100,NA,2.068654187,1.93589861,-4.046822984,-4.179578562,0,100,52.07036965,NA,0.013636364,0.031818182,0.127272727,0.345454545,0.014912727,42.37967914,NA,0.218181818,0.086363636,0.2375,0.440909091,1.061363636,0.621365525,0.577613636,0.137254902,0.159090909,0,0.159090909,0,BOATABLE,0,0.559585571,31.36363636,0.029936902,-0.449215928,-4.179578562,1 Low,Poor,-3.547318562,Medi,-0.11322536,Good,0.02737748,195.0005888,2.290035923,0.179951613,-0.744844256,113.8370806,2.05628375,0.105051818,-0.978596429,0.837089711,0.260950619,NRS_NY-10070,T,0,0,0,0,0,0,10,10,8,25,555121,-63.65,-8.98,8.21,Appalachians
FW08NY050,1,9/1/2015,2008,2008-10-06,NY,Oswego River,PROB,EHIGH,NAP,NA,83,83c,2,43.3045003,-76.39769929,4140203,Urban,7th,NA,NA,NA,T,T,S,Most Disturbed,43.3045,76.397699,60.82127753,FW08NY050,YES,YES,21102.80078,11.22,0.328973717,11789,0.313319607,0.105,H,2320.18,NA,64.7,NA,175.94,H,10,NA,979.64,NA,3.79,NA,14.85,NA,96.99,NA,3.187,NA,0.67972,H,NA,NA,0.01467,R,1226,H,8.04,NA,34.6463,H,2.749,H,86.3,H,0.2,NA,3.53,NA,BOATABLE,536,141.7922794,239.0909091,1420.1,262.2846751,243.3009091,0.784545455,2.122727273,1.138891645,0.052619603,4197.392098,-0.460409377,NA,0,100,NA,1.602811291,1.096040033,-1.55644941,-2.063220668,0,100,48.93370804,NA,0.220454545,0.606818182,0.134090909,1.036363636,0.030348182,60.42780749,NA,0.436363636,0.122727273,0.510227273,0.811363636,1.869318182,0.520648621,0.941193182,0.76709945,3.293678139,0.960319048,3.293678139,0,BOATABLE,0,0.052619603,239.0909091,0.274000316,0.019682638,-2.063220668,3 High,Medi,-1.430960668,Good,0.140901742,Good,0.195381354,1124.011778,3.050770862,0.054847324,-1.260844558,717.3370844,2.855723283,0.035003209,-1.455892137,0.32634354,0.167166662,NRS_NY-10071,T,0,0,5.902450704,0,0,10,10,10,8,44.88,531431,-60.44,-8.5,7.59,Appalachians
FW08NY051,1,9/1/2015,2009,2009-06-16,NY,Susquehanna River,PROB,EHIGH,NAP,NA,60,60a,2,42.12401229,-75.61379191,2050101,NonUrban,5th,NA,NA,NA,S,S,S,Intermediate Disturbance,42.12388889,75.61333333,169.341958,FW08NY051,YES,YES,4689.509766,30.15,0.448643132,15542,0.421231696,0.005,HR,1275.39,NA,25.06,NA,16.11,H,26,NA,204.86,NA,2.87,H,2.771,NA,9.873,NA,1.054,NA,0.28079,H,NA,NA,0.00635,R,669,NA,8.1,NA,26.3425,NA,3.115,H,7.29,H,7.3,NA,1.41,R,BOATABLE,147.117816,102.4357606,114.9636364,126.0810077,47.80102302,118.8181818,0.7,2.6,1.329148978,0,4400,-1.268135858,NA,79,79,NA,-2.212700335,-1.937812228,0.66967637,0.944564477,4,96,32.49166166,NA,0.004545455,0.129545455,0.031818182,0.154545455,0.004283182,50.40106952,NA,0.417045455,0.086363636,0.207954545,0.590909091,1.210227273,0.554024721,0.644602273,0.523468112,1.098495455,0.068181818,1.037886364,0.060609091,BOATABLE,0,0,114.9636364,0.086440728,-0.783714109,0.944564477,2 Medi,Good,1.576824477,Medi,-0.111561077,Poor,-0.557199782,0,NA,0,NA,0,NA,0,NA,NA,NA,NRS_NY-10072,S,3.769984507,4.937124304,8.241549296,0.392156863,10,10,0,10,8,59.18,548511,-63.51,-9.69,13.98,Appalachians
FW08NY052,1,9/1/2015,2009,2009-07-20,NY,Oswegatchie River,PROB,EHIGH,NAP,NA,83,83d,2,44.61612925,-75.40615014,4150302,NonUrban,6th,NA,NA,NA,S,S,S,Intermediate Disturbance,44.61611111,75.40583333,76.77504111,FW08NY052,YES,YES,2614.530029,38.55,0.721222079,15543,0.671362781,0.024,NA,377.76,NA,7.465,NA,4.41,NA,48,NA,72.92,NA,6.76,H,2.714,NA,3.657,NA,0.418,NA,0.07719,NA,NA,NA,5.9e-4,R,378,NA,7.44,NA,27.7225,NA,4.884,H,5.54,NA,3.8,NA,4.12,NA,BOATABLE,410.2608,158.083379,80.36363636,263.520936,192.4326123,84.09090909,0.481818182,2.081818182,1.318121668,0.038833875,3520,0.83208793,NA,7,7,NA,1.12989606,0.849056086,-0.016968156,-0.29780813,0,100,46.90494736,NA,0.220454545,0.440909091,0.027272727,0.370454545,0.002274091,50.13368984,NA,0.098863636,0.036363636,0.086363636,0.289772727,0.6875,0.432957707,0.409375,0.6403307,1.780331818,0.136363636,1.295477273,0.484854545,BOATABLE,0,0.038833875,80.36363636,-0.156455788,-0.419697223,-0.29780813,3 High,Good,0.33445187,Medi,-0.217441002,Good,-0.068449891,173.1415865,2.238401393,0.043396851,-1.362541787,116.4986912,2.066321046,0.029199665,-1.534622134,0.266233155,-0.169549878,NRS_NY-10073,S,10,8.316994434,7.852816901,9.901960784,0,10,10,10,8,82.59,549511,-69.05,-9.46,6.61,Appalachians
FW08NY053,1,9/1/2015,2009,2009-08-20,NY,Mohawk River,PROB,EHIGH,NAP,NA,83,83f,2,42.89548278,-74.50933963,2020004,NonUrban,6th,NA,NA,NA,T,T,S,Most Disturbed,42.89555556,74.50944444,76.77504111,FW08NY053,YES,YES,5202.930176,27.25,0.379054243,15544,0.398047349,0.022,S,1383.82,S,27.98,S,18.85,S,28,HS,247.75,S,4.13,S,4.963,S,12.34,S,0.844,S,0.25514,S,NA,NA,0.00369,RS,505,S,7.96,HS,44.6713,S,5.314,S,18.3,S,2.5,S,2.39,HS,BOATABLE,590.27568,77.41774544,152.1818182,834.767952,66.70575514,154.1818182,0.563636364,1.381818182,1.027295306,0.024157692,4400,-2.110924375,NA,100,100,NA,1.15678557,0.981069589,-3.091993963,-3.267709945,0,100,11.30077986,NA,0,0,0.05,0.481818182,0.007033182,85.96256684,NA,0.2875,0.095454545,0.267045455,0.567045455,1.315909091,0.560627073,0.692159091,0.708611587,2.431845455,1.295454545,2.333359091,0.098486364,BOATABLE,0.030304545,0.024157692,152.1818182,0.122513748,-0.30819542,-3.267709945,3 High,Poor,-2.635449945,Good,-0.033072608,Good,-0.099905957,1446.029549,3.160177168,0.277686859,-0.556444672,1244.789592,3.095095949,0.239041942,-0.621525891,1.176298617,0.67480217,NRS_NY-10074,S,1.955795775,0,3.078507042,5.751633987,6.162790698,10,10,10,8,58.69,550191,-62.33,-9.35,12.45,Appalachians
