PUBLICATION_DATE,UID,SAMPLE_TYPE,SITETYPE,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,INDEX_VISIT,METRIC_TAXA_ROOT,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,MMI_BENT,RICH_PT,TOLR_PT,OE_SCORE
4/23/2019,1002541,BERW,PROB,SDRO-1067,7/30/2013,1,SD,43.47996,-97.13014,Temperate Plains,Y,WSA,1.21,4.43,5,4.71,37.02,2,4.86,1.213901833
4/23/2019,1002542,BETB,PROB,OKR9-0912,7/30/2013,1,OK,33.91222,-95.54936,Coastal Plains,Y,WSA,8.81,4.79,2.5,0,32.93,1.88,1.78,0.649818538
4/23/2019,1002543,BERW,HAND,WIRF-0013,7/30/2013,1,WI,44.329,-87.63524,Temperate Plains,Y,WSA,2.39,8.69,7.5,10,69.37,4,9.04,0.579420681
4/23/2019,1002545,BETB,PROB,ALRM-1001,7/30/2013,1,AL,32.22869,-87.14828,Coastal Plains,Y,WSA,5.76,4.62,3.75,1.1,35.55,1.88,4.22,0.425799505
4/23/2019,1002546,BETB,PROB,NHRM-1003,7/30/2013,1,NH,43.62451,-72.33184,Northern Appalachians,Y,WSA,1.8,0.59,0,6.27,14.43,0,0,0.428862012
4/23/2019,1002547,BERW,PROB,CAS9-0914,7/30/2013,2,CA,36.96371,-119.2314,Xeric,N,WSA,4.44,1.43,2.86,3.51,21.38,0.59,0,0.153920378
4/23/2019,1002548,BETB,PROB,TXR9-0916,7/30/2013,1,TX,30.88169,-93.57254,Coastal Plains,Y,WSA,5.83,7.34,6.25,2.17,45.52,3.12,2.6,0.742870916
4/23/2019,1002549,BERW,PROB,MNR9-0904,7/30/2013,1,MN,45.12479,-93.99624,Upper Midwest,Y,WSA,3.59,7.29,4.29,3.66,56.53,7.78,7.31,1.002674397
4/23/2019,1002550,BERW,PROB,NDS9-0943,7/31/2013,2,ND,47.09669,-101.8017,Northern Plains,N,WSA,0.48,8.07,2,3.83,33.3,1.43,4.17,1.398530692
4/23/2019,1002551,BERW,PROB,NES9-0925,7/31/2013,1,NE,41.50319,-96.34988,Temperate Plains,Y,WSA,10,0,0,1.76,38.5,2,9.34,1.029041125
4/23/2019,1002552,BETB,PROB,MTR9-0912,7/31/2013,1,MT,47.45161,-111.3013,Northern Plains,Y,WSA,6.39,2.18,0,5.02,41.8,8.57,2.92,0.87593385
4/23/2019,1002553,BERW,PROB,ILSS-1125,7/31/2013,1,IL,40.1534,-89.91671,Temperate Plains,Y,WSA,0.71,4.77,1.25,1.76,24.47,0,6.19,0.753998383
4/23/2019,1002554,BERW,PROB,KSRS-1280,7/31/2013,1,KS,38.93963,-94.98134,Temperate Plains,Y,WSA,4.06,8.75,7.5,8.82,71.82,7,6.96,1.083866994
4/23/2019,1002555,BERW,PROB,WYR9-0913,7/31/2013,1,WY,42.11494,-104.9852,Southern Plains,Y,WSA,8.64,4.12,4.29,5.58,41.05,2,0,0.44253659
4/23/2019,1002556,BERW,PROB,IAS9-0918,7/31/2013,1,IA,40.87373,-95.5977,Temperate Plains,Y,WSA,2.32,7.05,2.5,4.12,42.48,1,8.5,0.820274919
4/23/2019,1002557,BERW,PROB,INS9-0920,7/31/2013,1,IN,38.71123,-87.17757,Temperate Plains,Y,WSA,0,4.15,0,1.18,14.35,0,3.28,0.543500612
4/23/2019,1002558,BERW,PROB,LAS9-0950,7/30/2013,1,LA,30.17777,-93.05098,Coastal Plains,Y,WSA,7.7,3.2,1.25,0,26.5,0,3.75,0.37925422
4/23/2019,1002559,BETB,PROB,LASS-1051,7/31/2013,1,LA,29.94629,-92.46156,Coastal Plains,Y,WSA,0,2.6,3.75,0,16.62,0.62,3,1.013166663
4/23/2019,1002560,BERW,PROB,MILS-1057,7/31/2013,1,MI,46.33678,-89.67835,Upper Midwest,Y,WSA,5.98,8,4.29,7.42,61.68,6.67,4.65,1.315792497
4/23/2019,1002561,BERW,PROB,NYS9-0926,7/31/2013,1,NY,43.53158,-74.55173,Northern Appalachians,Y,WSA,6.58,10,10,6.83,80.15,8.57,6.11,1.124623796
4/23/2019,1002562,BETB,PROB,OHR9-0904,7/30/2013,1,OH,39.13619,-84.34206,Temperate Plains,Y,WSA,3.22,9.03,7.5,6.47,66.07,9,4.42,1.125589831
4/23/2019,1002563,BERW,PROB,SDLS-1113,7/31/2013,1,SD,43.27772,-97.29453,Temperate Plains,Y,WSA,3.01,6.36,3.75,3.53,32.53,0,2.87,1.202672977
4/23/2019,1002564,BERW,PROB,OHS9-0918,7/31/2013,1,OH,41.15906,-81.81774,Northern Appalachians,Y,WSA,4.06,1.38,2.22,7.9,39.7,2.86,5.4,0.990887579
4/23/2019,1002565,BERW,PROB,NVR9-0910,8/1/2013,2,NV,39.08216,-119.7573,Xeric,N,WSA,0,2.2,1.43,1.05,9.77,1.18,0,0.379670809
4/23/2019,1002566,BERW,PROB,ARS9-0944,7/31/2013,1,AR,34.06488091,-93.44225956,Southern Appalachians,Y,WSA,5.61,3.17,6.67,1.83,32.13,2,0,0.671127873
4/23/2019,1002567,BETB,PROB,MTR9-0905,8/1/2013,1,MT,47.41435,-111.4986,Northern Plains,Y,WSA,3.36,5.13,8,5.53,56.93,7.14,5,1.038202743
4/23/2019,1002568,BERW,PROB,WASS-1133,7/31/2013,1,WA,48.88244,-119.0718,Western Mountains,Y,WSA,6.73,3.02,7.14,6.54,56.73,5.29,5.32,0.978632678
4/23/2019,1002569,BERW,PROB,WYR9-0904,8/1/2013,1,WY,43.41402,-106.286,Northern Plains,Y,WSA,0.44,1.78,2,8.16,24.1,0,2.08,0.864059645
4/23/2019,1002571,BERW,PROB,CTS9-0921,7/31/2013,2,CT,41.88046,-73.49702,Northern Appalachians,N,WSA,5.65,3,3.33,6.78,44.77,3.81,4.29,0.863688534
4/23/2019,1002572,BERW,PROB,ILS9-0920,8/1/2013,1,IL,39.54833,-89.4336,Temperate Plains,Y,WSA,0,1.42,1.25,1.18,13.47,0,4.23,0.751224103
4/23/2019,1002573,BETB,PROB,TXLS-1119,8/1/2013,1,TX,32.761,-94.30027,Coastal Plains,Y,WSA,3.6,9.17,5,2.49,39.18,1.88,1.37,0.990410417
4/23/2019,1002574,BERW,PROB,KSRS-1312,8/1/2013,1,KS,39.0018,-94.80367,Temperate Plains,Y,WSA,5.08,5.68,5,2.35,36.23,2,1.63,0.865629374
4/23/2019,1002575,BETB,PROB,OHR9-0908,8/1/2013,1,OH,41.20854,-80.81059,Northern Appalachians,Y,WSA,1.69,0.57,2.22,0,13.9,1.43,2.43,0.702124518
4/23/2019,1002577,BERW,PROB,MISS-1135,8/1/2013,1,MI,46.71527,-89.39489,Upper Midwest,Y,WSA,2.65,10,0,5.67,50.9,6.67,5.55,1.135917458
4/23/2019,1002578,BERW,PROB,NERO-1039,8/1/2013,1,NE,42.07903,-97.90916,Temperate Plains,Y,WSA,1.88,3.81,0,1.76,21.12,0,5.22,0.839816797
4/23/2019,1002579,BETB,PROB,MNR9-0905,7/31/2013,1,MN,45.29729,-93.57205,Upper Midwest,Y,WSA,5.32,3.68,2.86,2.81,41.92,5.56,4.92,0.958563591
4/23/2019,1002580,BERW,PROB,MNR9-0911,8/1/2013,1,MN,45.1924,-94.28959,Upper Midwest,Y,WSA,1.29,5.1,1.43,3.46,35.52,3.33,6.7,1.014904907
4/23/2019,1002581,BETB,PROB,OHRM-1004,8/1/2013,1,OH,39.68934,-84.25809,Temperate Plains,Y,WSA,5.99,6.88,8.75,6.47,65.33,5,6.11,0.972723237
4/23/2019,1002582,BERW,PROB,NYSS-1245,8/2/2013,1,NY,42.72312,-76.46325,Northern Appalachians,Y,WSA,5.12,8.75,5.56,5.46,60.47,5.24,6.15,0.876706862
4/23/2019,1002583,BERW,PROB,NHS9-0912,8/1/2013,2,NH,43.14515,-71.18604,Northern Appalachians,N,WSA,1.57,4.41,0,0.75,14.45,1.9,0.04,0.571635555
4/23/2019,1002584,BERW,PROB,MIS9-0936,8/2/2013,1,MI,46.945,-89.1526,Upper Midwest,Y,WSA,3.59,5.35,0,3.66,28.45,1.67,2.8,1.13555019
4/23/2019,1002585,BERW,PROB,WYS9-0934,8/2/2013,1,WY,43.49248,-106.6606,Northern Plains,Y,WSA,0.44,1.12,2,8.16,23.3,1.43,0.83,1.036887262
4/23/2019,1002586,BERW,HAND,MORF-0011,8/1/2013,1,MO,39.0342,-92.57338,Temperate Plains,Y,WSA,1.63,6.48,0,0.59,29.82,3,6.19,0.69115568
4/23/2019,1002587,BETB,PROB,LAS9-0946,8/1/2013,1,LA,29.90427,-92.116,Coastal Plains,Y,WSA,4.53,8.22,1.25,0.59,30.57,0.62,3.13,0.717729733
4/23/2019,1002588,BERW,PROB,OHLS-1070,8/2/2013,1,OH,41.12102,-81.51976,Northern Appalachians,Y,WSA,7.17,0.26,2.22,7.58,42.5,3.81,4.46,0.794190437
4/23/2019,1002589,BETB,PROB,ALRM-1002,8/2/2013,1,AL,31.74166,-88.0956,Coastal Plains,Y,WSA,2.47,3.2,2.5,1.1,23.52,0.62,4.22,0.33669133
4/23/2019,1002591,BERW,HAND,MORF-0012,7/31/2013,1,MO,38.53755,-92.3192,Temperate Plains,Y,WSA,5.15,9.09,5,7.06,72.12,8,8.97,1.097538553
4/23/2019,1002592,BERW,HAND,ALRF-0004,8/4/2013,1,AL,31.05288349,-87.8369997,Coastal Plains,Y,WSA,10,3.02,0,6.35,48.32,0.62,9,0.49443401
4/23/2019,1002593,BERW,PROB,CAS9-0925,7/31/2013,1,CA,38.06907,-122.5344,Xeric,Y,WSA,0,0,4.29,0,7.15,0,0,0.112035689
4/23/2019,1002594,BERW,PROB,CAS9-0928,8/1/2013,1,CA,38.83028,-122.9061,Xeric,Y,WSA,6.43,9.34,5.71,5.89,64,6.47,4.56,0.877413143
4/23/2019,1002595,BERW,PROB,ILS9-0921,8/2/2013,1,IL,39.21622,-89.02056,Temperate Plains,Y,WSA,0.75,5.17,0,2.94,32.27,2,8.5,0.702867258
4/23/2019,1002596,BETB,PROB,KYRO-1031,8/4/2013,1,KY,37.47149,-87.11365,Temperate Plains,Y,WSA,0.26,3.12,0,0.59,13,0,3.83,0.483634585
4/23/2019,1002597,BETB,PROB,MTRM-1009,7/30/2013,1,MT,48.00585,-106.1089,Northern Plains,Y,WSA,0,4.97,0,8.77,23.6,0,0.42,0.583762264
4/23/2019,1002598,BERW,PROB,NYLS-1122,8/4/2013,1,NY,42.54145,-76.30084,Northern Appalachians,Y,WSA,4.01,6.81,6.67,2.92,49.2,6.67,2.44,1.09695291
4/23/2019,1002602,BERW,PROB,WILS-1089,7/31/2013,1,WI,45.44761,-91.87864,Upper Midwest,Y,WSA,1.46,3.23,0,9.5,37.53,1.11,7.22,0.516147153
4/23/2019,1002603,BERW,HAND,WYRF-0002,8/4/2013,1,WY,42.95994,-104.1753,Northern Plains,Y,WSA,1.41,6.55,4,7.46,44.08,2.86,4.17,1.046774058
4/23/2019,1002604,BERW,PROB,WIS9-0935,8/1/2013,1,WI,45.68021,-92.07058,Upper Midwest,Y,WSA,0,5.29,2.86,2.15,36.62,1.67,10,0.805320121
4/23/2019,1002606,BERW,PROB,NVRM-1007,8/2/2013,1,NV,38.43849,-119.0592,Xeric,Y,WSA,4.39,6.76,7.14,4.02,55.4,7.65,3.28,1.210111499
4/23/2019,1002607,BETB,PROB,MTR9-0916,7/31/2013,1,MT,48.00521,-105.9092,Northern Plains,Y,WSA,3.98,4.16,0,0.68,21.55,2.86,1.25,0.306836344
4/23/2019,1002608,BERW,PROB,NYS9-0924,8/5/2013,1,NY,43.00711,-76.68105,Northern Appalachians,Y,WSA,1.49,1.52,2.22,2.75,15.08,0.95,0.12,0.519246206
4/23/2019,1002609,BERW,PROB,NDR9-0905,8/5/2013,1,ND,46.22149,-101.5025,Northern Plains,Y,WSA,4.26,7.31,6,3.06,54.92,8.57,3.75,0.952551918
4/23/2019,1002610,BERW,PROB,NCSS-1083,8/4/2013,1,NC,35.73299,-78.97088,Southern Appalachians,Y,WSA,0.13,5.32,1.11,0,10.93,0,0,0.420882398
4/23/2019,1002611,BERW,PROB,VTRS-1012,8/5/2013,1,VT,43.31279,-72.77013,Northern Appalachians,Y,WSA,7.9,6.62,1.11,4.57,57.35,7.62,6.59,1.190209353
4/23/2019,1002612,BERW,PROB,VTS9-0911,8/5/2013,1,VT,42.94639,-72.87178,Northern Appalachians,Y,WSA,6.78,4.54,5.56,5.8,64,6.19,9.53,1.106459878
4/23/2019,1002613,BERW,PROB,RILS-1022,8/5/2013,1,RI,41.42111,-71.79528,Northern Appalachians,Y,WSA,3.82,3.65,4.44,4.33,44.07,4.29,5.91,0.762404733
4/23/2019,1002614,BERW,PROB,KSRS-1258,8/5/2013,1,KS,39.42137,-98.04703,Southern Plains,Y,WSA,4.56,6.26,4.29,4.11,39.82,4.67,0,0.870162348
4/23/2019,1002615,BETB,PROB,OKRO-1087,8/5/2013,1,OK,34.85247,-94.61724,Southern Appalachians,Y,WSA,3.42,7.05,1.11,0.77,20.58,0,0,0.67539101
4/23/2019,1002616,BERW,PROB,UTS9-0930,8/5/2013,1,UT,39.7883,-111.1081,Western Mountains,Y,WSA,0,5.37,0,0,8.95,0,0,0.394940062
4/23/2019,1002617,BERW,PROB,WYR9-0907,8/5/2013,1,WY,43.34957,-104.2957,Northern Plains,Y,WSA,3.23,0.66,0,3.57,17.6,1.43,1.67,0.958959225
4/23/2019,1002618,BERW,PROB,NYS9-0923,8/6/2013,1,NY,42.93689,-76.61918,Northern Appalachians,Y,WSA,0,1.68,0,0,2.8,0,0,0.389575008
4/23/2019,1002619,BETB,PROB,KYRO-1029,8/5/2013,1,KY,36.90474,-86.39364,Southern Appalachians,Y,WSA,2.64,6.26,4.44,2.68,27.15,0,0.27,0.404087973
4/23/2019,1002620,BERW,PROB,MIS9-0933,8/6/2013,1,MI,42.94238,-82.48533,Temperate Plains,Y,WSA,1.21,8.92,10,5.88,49.88,0,3.92,1.184755905
4/23/2019,1002621,BETB,PROB,ALR9-0901,8/5/2013,1,AL,34.95092177,-87.042028,Southern Appalachians,Y,WSA,0.06,3.38,7.78,0,18.7,0,0,0.495229541
4/23/2019,1002622,BETB,PROB,PAR9-0902,8/6/2013,1,PA,41.47516,-79.51793,Northern Appalachians,Y,WSA,4.45,7.46,10,2.31,54.97,6.67,2.09,0.954436746
4/23/2019,1002623,BERW,PROB,MTR9-0908,8/6/2013,1,MT,44.97626,-112.9966,Western Mountains,Y,WSA,3.88,0,2.86,3.72,25.28,0,4.71,0.419433095
4/23/2019,1002624,BERW,PROB,NDRO-1020,8/6/2013,1,ND,46.75123,-102.3682,Northern Plains,Y,WSA,2.26,8.27,10,3.32,53.55,2.86,5.42,1.220662323
4/23/2019,1002625,BERW,PROB,GAS9-0925,8/6/2013,1,GA,32.97839,-84.87332,Southern Appalachians,Y,WSA,0.36,3.81,0,0,6.95,0,0,0.391083332
4/23/2019,1002626,BETB,PROB,NHRO-1031,8/6/2013,1,NH,42.95269,-71.94206,Northern Appalachians,Y,WSA,4.26,5.91,4.44,2.15,36.67,4.29,0.95,0.430381118
4/23/2019,1002629,BERW,PROB,INRO-1027,8/6/2013,1,IN,40.31368,-87.27048,Temperate Plains,Y,WSA,7.2,9.2,5,10,79,6,10,0.923715837
4/23/2019,1002630,BERW,HAND,UTRF-0003,8/6/2013,1,UT,38.40757,-109.3973,Xeric,Y,WSA,10,1.58,2.86,10,64.52,4.71,9.56,1.057404394
4/23/2019,1002631,BERW,PROB,MOS9-0939,8/6/2013,1,MO,39.71145,-94.15728,Temperate Plains,Y,WSA,1.67,5.34,2.5,2.94,40.95,3,9.12,0.99129923
4/23/2019,1002632,BERW,PROB,ILLS-1067,8/6/2013,1,IL,37.16191,-88.71408,Temperate Plains,Y,WSA,6.45,6.14,1.25,2.94,43.95,5,4.59,0.760269956
4/23/2019,1002633,BERW,PROB,KYLS-1055,8/6/2013,1,KY,37.25659,-87.59639,Temperate Plains,Y,WSA,0.82,7.73,0,3.53,33.73,0,8.16,0.40675056
4/23/2019,1002634,BERW,PROB,VTRS-1008,8/6/2013,1,VT,42.96758,-72.80919,Northern Appalachians,Y,WSA,10,6.21,4.44,8.76,78.33,9.52,8.07,0.935124852
4/23/2019,1002635,BERW,PROB,OKR9-0907,8/6/2013,1,OK,34.63573,-95.12159,Southern Appalachians,Y,WSA,5.88,7.55,1.11,6.08,41.87,4.5,0,1.245475107
4/23/2019,1002636,BERW,PROB,TXS9-0929,8/6/2013,1,TX,32.46104,-94.70198,Coastal Plains,Y,WSA,6.04,6.98,1.25,0,24.82,0.62,0,0.655705099
4/23/2019,1002637,BETB,PROB,OKLS-1176,8/6/2013,1,OK,34.06699,-94.90529,Coastal Plains,Y,WSA,9.41,8.11,5,5.73,68.63,5.62,7.31,1.4419436
4/23/2019,1002642,BERW,PROB,NYS9-0932,8/7/2013,1,NY,43.01567,-76.85464,Northern Appalachians,Y,WSA,0.62,0,0,0,1.03,0,0,0.281554368
4/23/2019,1002643,BERW,HAND,CORF-0001,8/6/2013,1,CO,40.13083,-105.7674,Western Mountains,Y,WSA,4.55,4.47,5.71,5.02,38.8,3.53,0,1.090385593
4/23/2019,1002644,BERW,PROB,KSRS-1306,8/6/2013,1,KS,39.03621,-98.23066,Southern Plains,Y,WSA,3.77,4.08,4.29,2.42,33.48,2.67,2.86,0.832790712
4/23/2019,1002645,BERW,PROB,MISS-1132,8/7/2013,1,MI,42.63643,-82.58948,Temperate Plains,Y,WSA,0,5.62,8.75,0.59,24.93,0,0,0.556100364
4/23/2019,1002646,BERW,PROB,WYS9-0930,8/6/2013,1,WY,43.94402,-105.4367,Northern Plains,Y,WSA,0,9.44,2,2.87,32.48,1.43,3.75,1.048344887
4/23/2019,1002647,BERW,PROB,MNS9-0927,8/5/2013,1,MN,43.76482,-94.04071,Temperate Plains,Y,WSA,1.13,7.67,6.25,3.53,32.27,0,0.78,1.101592393
4/23/2019,1002648,BERW,HAND,MNLS-1105,8/5/2013,1,MN,44.49206,-95.87258,Temperate Plains,Y,WSA,5.99,4.38,3.75,3.53,49.32,3,8.94,0.895211619
4/23/2019,1002649,BETB,PROB,NHR9-0904,8/7/2013,1,NH,43.19317,-71.52351,Northern Appalachians,Y,WSA,2.3,1.5,3.33,0,20.32,1.9,3.16,0.440364484
4/23/2019,1002651,BERW,PROB,CTS9-0916,8/7/2013,1,CT,41.38092,-72.78025,Northern Appalachians,Y,WSA,6.24,8.29,4.44,5.45,60.68,6.67,5.32,0.968667682
4/23/2019,1002652,BERW,HAND,VTRF-0003,8/7/2013,1,VT,43.32959,-72.7984,Northern Appalachians,Y,WSA,6.24,4.15,5.56,6.01,58.53,6.67,6.49,1.165361191
4/23/2019,1002653,BERW,PROB,UTS9-0927,8/7/2013,1,UT,39.1334,-110.9467,Xeric,Y,WSA,0,0,1.43,2.55,6.63,0,0,0.35999973
4/23/2019,1002654,BERW,PROB,MTLS-1131,8/7/2013,1,MT,44.89928,-112.2601,Western Mountains,Y,WSA,1.27,2.94,2.86,2.57,17.05,0.59,0,0.58172319
4/23/2019,1002655,BERW,PROB,ILLS-1069,8/7/2013,1,IL,37.95013,-89.42698,Temperate Plains,Y,WSA,1.13,5.06,3.75,2.94,35.4,0,8.36,0.859028742
4/23/2019,1002656,BETB,PROB,IDR9-0901,8/7/2013,2,ID,42.57566,-113.6292,Xeric,N,WSA,0,7.7,4.29,2.03,24.35,0.59,0,0.594660598
4/23/2019,1002657,BERW,HAND,NERF-0005,8/6/2013,1,NE,42.69681,-97.78765,Temperate Plains,Y,WSA,5.22,5.11,1.25,0.59,40.35,3,9.04,0.505490416
4/23/2019,1002658,BERW,PROB,NES9-0926,8/7/2013,1,NE,42.58964,-97.87222,Temperate Plains,Y,WSA,8.05,2.84,2.5,1.76,41.7,2,7.87,0.583303909
4/23/2019,1002661,BERW,PROB,TXRO-1080,8/7/2013,1,TX,31.49309,-94.83198,Coastal Plains,Y,WSA,7.33,5.33,5,3.43,54.7,6.25,5.48,1.311433732
4/23/2019,1002662,BERW,PROB,INS9-0918,8/8/2013,2,IN,39.18727,-85.3494,Temperate Plains,N,WSA,0.13,5.11,1.25,4.71,31.97,2,5.98,0.466114487
4/23/2019,1002663,BERW,PROB,NYS9-0934,8/8/2013,1,NY,42.74127,-76.4744,Northern Appalachians,Y,WSA,6.23,4.89,0,1.36,36.3,5.71,3.59,0.693900182
4/23/2019,1002664,BERW,PROB,MOLS-1088,8/7/2013,1,MO,40.0218,-95.2643,Temperate Plains,Y,WSA,0.84,2.9,0,0.59,21.87,2,6.79,0.823966246
4/23/2019,1002665,BERW,HAND,OHRF-0003,8/7/2013,1,OH,39.72161,-83.88091,Temperate Plains,Y,WSA,8.16,7.1,6.25,10,79.18,6,10,0.875208778
4/23/2019,1002666,BERW,PROB,NJSS-1077,8/8/2013,1,NJ,40.70016,-74.78779,Northern Appalachians,Y,WSA,6.65,9.69,8.89,5.85,77.53,9.05,6.39,0.979450719
4/23/2019,1002667,BERW,PROB,WYRO-1032,8/8/2013,1,WY,44.80369,-105.3685,Northern Plains,Y,WSA,5.14,6.45,4,5.06,52.27,5.71,5,0.997160693
4/23/2019,1002668,BERW,PROB,IDRO-1039,8/8/2013,1,ID,42.90106,-112.505,Xeric,Y,WSA,8.98,4.16,5.71,5.12,54.58,2.94,5.84,0.843981875
4/23/2019,1002669,BERW,PROB,MNR9-0914,8/6/2013,1,MN,43.90668,-94.0603,Temperate Plains,Y,WSA,2.01,2.78,3.75,5.29,42.72,4,7.8,0.827073068
4/23/2019,1002670,BERW,PROB,MNRO-1055,8/7/2013,1,MN,43.52059,-93.00273,Temperate Plains,Y,WSA,4.64,6.36,2.5,4.71,54.73,6,8.63,0.832837164
4/23/2019,1002671,BERW,PROB,NVLS-1067,8/6/2013,1,NV,41.88354,-115.4309,Xeric,Y,WSA,8.88,3.76,4.29,6.5,54.08,5.29,3.73,0.887627358
4/23/2019,1002672,BERW,PROB,SDS9-0942,8/6/2013,1,SD,43.90549,-96.48497,Temperate Plains,Y,WSA,10,8.41,5,4.71,77.13,10,8.16,1.094851423
4/23/2019,1002673,BERW,PROB,ILSS-1130,8/8/2013,1,IL,38.7142,-87.59376,Temperate Plains,Y,WSA,2.34,3.52,1.25,1.76,21.62,0,4.1,0.496022439
4/23/2019,1002674,BETB,PROB,KYR9-0905,8/8/2013,1,KY,37.29116,-85.59289,Southern Appalachians,Y,WSA,4.86,0,0,0,8.1,0,0,0.496749479
4/23/2019,1002675,BERW,PROB,MOS9-0937,8/8/2013,1,MO,39.69717,-94.88073,Temperate Plains,Y,WSA,2.5,7.05,1.25,2.94,41.88,5,6.39,0.872095805
4/23/2019,1002676,BERW,PROB,MTS9-0928,8/8/2013,1,MT,45.53162,-112.1075,Western Mountains,Y,WSA,6.13,5.33,8.57,4.39,52.07,5.88,0.94,1.121757008
4/23/2019,1002677,BETB,PROB,PARM-1004,8/8/2013,1,PA,41.8337,-79.17312,Northern Appalachians,Y,WSA,3.6,5.91,7.78,1.34,37.4,3.81,0,0.731499611
4/23/2019,1002678,BETB,PROB,PARM-1008,8/7/2013,1,PA,41.68358,-79.3751,Northern Appalachians,Y,WSA,7.59,7.85,10,3.24,72.77,9.52,5.46,1.101224798
4/23/2019,1002679,BERW,HAND,MNRF-0008,8/7/2013,1,MN,44.90591,-96.31696,Temperate Plains,Y,WSA,9.5,0,3.75,4.12,58.95,8,10,0.847230711
4/23/2019,1002684,BERW,PROB,WYRO-1036,8/9/2013,1,WY,44.07423,-105.2546,Northern Plains,Y,WSA,0.71,4.01,2,9.76,29.85,1.43,0,0.763152575
4/23/2019,1002685,BERW,PROB,KYS9-0925,8/9/2013,1,KY,37.25037,-87.24123,Temperate Plains,Y,WSA,0,0.06,0,0,9.67,0,5.74,0.237833461
4/23/2019,1002686,BERW,HAND,KYRF-0002,8/8/2013,1,KY,37.58632,-86.61974,Temperate Plains,Y,WSA,5.7,7.9,3.75,7.06,60.77,4,8.05,1.006024917
4/23/2019,1002687,BERW,PROB,IDRO-1031,8/9/2013,1,ID,43.14662,-112.4308,Xeric,Y,WSA,5.51,8.76,10,4.21,56.78,4.12,1.47,0.748917107
4/23/2019,1002688,BERW,PROB,UTLS-1058,8/8/2013,1,UT,39.78573,-110.1786,Xeric,Y,WSA,2.76,4.94,4.29,4.46,28.4,0.59,0,0.426480476
4/23/2019,1002689,BERW,PROB,TXR9-0914,8/8/2013,1,TX,31.93453,-95.43336,Coastal Plains,Y,WSA,5.63,7.99,7.5,2.25,50.38,3.75,3.11,1.159684434
4/23/2019,1002690,BERW,PROB,NYLS-1121,8/11/2013,1,NY,42.79641,-75.86431,Northern Appalachians,Y,WSA,3.9,9.34,3.33,4.12,49.45,4.76,4.22,1.043601758
4/23/2019,1002691,BETB,PROB,NCR9-0905,8/9/2013,1,NC,35.458,-77.675,Coastal Plains,Y,WSA,0,7.16,1.25,1.29,16.62,0,0.27,0.966771238
4/23/2019,1002692,BETB,PROB,NCLS-1038,8/8/2013,1,NC,35.43982,-78.02565,Coastal Plains,Y,WSA,5.07,6.33,3.75,2.64,43.28,3.12,5.06,1.120621006
4/23/2019,1002693,BERW,PROB,KYS9-0920,8/11/2013,1,KY,37.20463,-83.52786,Southern Appalachians,Y,WSA,0.75,7.19,1.11,0,17.63,0.5,1.03,0.469727018
4/23/2019,1002694,BERW,PROB,WYS9-0935,8/11/2013,1,WY,44.74978,-104.9555,Northern Plains,Y,WSA,0.97,6.24,6,7.9,39.65,1.43,1.25,0.808929965
4/23/2019,1002695,BETB,PROB,IDRM-1023,8/10/2013,1,ID,43.61997,-111.6627,Xeric,Y,WSA,0,3.71,10,8.27,53.05,5.29,4.56,0.905649674
4/23/2019,1002696,BERW,PROB,IDRO-1029,8/11/2013,1,ID,44.40736,-111.584,Xeric,Y,WSA,4.39,5.03,10,4.17,51.38,5.29,1.95,0.511119323
4/23/2019,1002697,BERW,PROB,NELS-1073,8/12/2013,1,NE,40.19518,-96.22861,Temperate Plains,Y,WSA,9.05,3.12,0,0,40.28,2,10,0.294790203
4/23/2019,1002698,BERW,HAND,NCRF-0004,8/11/2013,1,NC,36.25938,-77.88205,Southern Appalachians,Y,WSA,0.54,0,2.22,0.77,5.88,0,0,0.607829173
4/23/2019,1002699,BERW,PROB,ORLS-1093,8/12/2013,1,OR,45.56444,-123.5731,Western Mountains,Y,WSA,4.28,10,10,4.14,67.3,8.82,3.14,1.198234577
4/23/2019,1002700,BETB,PROB,NYR9-0910,8/12/2013,1,NY,43.13767,-76.29551,Northern Appalachians,Y,WSA,1.08,1.52,5.56,0,15.18,0.95,0,0.437840043
4/23/2019,1002701,BERW,HAND,KYRF-0001,8/12/2013,1,KY,37.08669,-83.60243,Southern Appalachians,Y,WSA,6.29,5.25,3.33,7.89,53.27,3,6.2,0.662820302
4/23/2019,1002702,BERW,PROB,OKS9-0937,8/12/2013,1,OK,34.27513,-97.19231,Southern Plains,Y,WSA,7.04,4.41,2.86,4.11,39.75,4,1.43,1.019927331
4/23/2019,1002703,BETB,PROB,ARR9-0908,8/12/2013,1,AR,33.61703373,-93.86000774,Coastal Plains,Y,WSA,4.56,6.75,1.25,0.76,32.67,1.88,4.4,0.86046761
4/23/2019,1002704,BETB,PROB,OKRO-1086,8/12/2013,1,OK,34.19471,-95.84755,Coastal Plains,Y,WSA,7.9,8.52,3.75,1.76,52.18,3.75,5.63,0.911090589
4/23/2019,1002705,BERW,PROB,IDRO-1036,8/12/2013,1,ID,43.01416,-114.2107,Xeric,Y,WSA,1.12,8.46,10,1.41,48.27,4.71,3.26,0.4486984
