SITE_ID,VISIT_NO,YEAR,ECOWSA9_2015,COMID,UID,REALM,prk3RRT_NRSA1314,SITE,CONPATTERN,W1_HAG,W1_HALL,W1_HNOAG,W1H_CROP,DATE_COL,STATE,VALXSITE,LAT_DD83,LON_DD83,GREAT_RIVER,XSLOPE_use,XWIDTH_use,Lpt01_XCMGW,Lpt01_XFC_NAT,LRBS_use,RDIST_COND,LRBS_Cond_use,LOE_RBS_use,LXCMGW_Cond_use,LOE_XCMGW_use,LXFC_NAT_Cond_use,LOE_XFC_NAT_use,Qbkf_cl,LQbkf_cl,Qbkf_kmcl,LQbkf_kmcl,QLow_cl,LQLow_cl,QLow_kmcl,LQLow_kmcl,LOE_QLow_cl,LOE_Qbkf_cl
FW08IA041,1,2008,TPL,6950508,11246,WADEABLE,T,11246,SINGLE,1,1.159095455,0.159095455,1,8/26/2008,IA,WADEABLE,42.19419472,-91.39223307,,0.668571429,0.74,-1.550030994,-0.031304838,-2.922570581,2 Medi,Poor,-1.794960575,Poor,-1.504223798,Good,0.485073614,0.163601778,-0.786211982,0.148634303,-0.827880948,0.000660341,-3.18023208,0.000599928,-3.221901046,-0.067609667,-0.594759109
FW08IA042,1,2008,UMW,13312105,11247,WADEABLE,S,11247,SINGLE,0,0.060609091,0.060609091,0,10/1/2008,IA,WADEABLE,42.80455827,-91.53054161,,0.11000817,34.705,-0.242224509,-0.869666232,-1.506623691,1 Low,Medi,-0.780797347,Poor,-0.335068602,Medi,-0.333378038,30.07322708,1.478180034,0.043002046,-1.366510882,2.305018472,0.36267441,0.003295972,-2.482016505,-0.108842974,0.335668978
FW08IA043,1,2008,TPL,6621012,11248,WADEABLE,T,11248,SINGLE,0.606090909,0.636395455,0.030304545,0.606090909,9/2/2008,IA,WADEABLE,41.587557,-94.39743921,,0.111388889,8.22,-0.524857311,-1.485090181,-1.755864178,2 Medi,Medi,-0.87522799,Medi,-0.427233073,Poor,-0.808596618,17.76716904,1.249618234,0.242153218,-0.615909756,0.020232154,-1.693957873,0.000275749,-3.559485863,-0.633176862,0.414785634
FW08IA044,1,2009,TPL,6983206,14329,BOATABLE,S,14329,SINGLE,0,0.477272727,0.477272727,0,8/6/2009,IA,BOATABLE,41.48554921,-92.90182008,,0.025282017,48.24545455,-0.11018916,-0.511834012,-1.089538194,2 Medi,Medi,-1.374530649,Good,-0.02769916,Good,-0.123521883,24.39646811,1.387326958,0.006549671,-2.183780548,1.877373323,0.273550642,0.000504015,-3.297556864,-0.584445302,-0.407235236
FW08IA046,1,2009,UMW,13309075,14330,WADEABLE,T,14330,SINGLE,0.106063636,0.7197,0.613636364,0.106063636,7/21/2009,IA,WADEABLE,43.04696768,-91.79068538,,,56.7,-0.282859263,-1.378634852,,2 Medi,XXXX,,Medi,-0.233569263,Poor,-0.832568661,,,,,,,,,,
FW08IA047,1,2009,TPL,17209278,14331,BOATABLE,S,14331,SINGLE,0,0.696977273,0.696977273,0,9/17/2009,IA,BOATABLE,41.46759547,-95.90930533,,0.045813919,53.65454545,-0.746375673,-1.378634852,-2.95629013,2 Medi,Poor,-3.280863952,Poor,-0.663885673,Poor,-0.957278703,105.8805358,2.02481613,0.037673803,-1.423960536,51.678372,1.713308824,0.018387901,-1.735467843,0.992935074,0.2990895
FW08IA047,2,2009,TPL,17208706,14331,BOATABLE,T,14332,SINGLE,0,0.696977273,0.696977273,0,9/30/2009,IA,BOATABLE,41.46759547,-95.90930533,,0.045813919,54.45454545,-0.773829877,-1.485090181,-2.985739758,2 Medi,Poor,-3.31031358,Poor,-0.691339877,Poor,-1.063734032,124.7277426,2.095963062,0.044379908,-1.352813604,70.2070621,1.8463808,0.024980673,-1.602395867,1.12600705,0.370236432
FW08IA048,1,2008,TPL,22252143,11249,WADEABLE,T,11249,SINGLE,1.5,1.5,0,0,9/4/2008,IA,WADEABLE,41.21823045,-93.86450662,,0.219259259,3.145,-0.675436962,-0.577499695,-1.809048529,3 High,Medi,-0.787183756,Poor,-0.59113252,Good,0.050014422,3.652815711,0.562627762,0.201914538,-0.694832411,0.002879276,-2.540716746,0.000159156,-3.798176919,-0.79585944,0.069954923
FW08IA049,1,2009,TPL,6984030,14333,BOATABLE,S,14333,SINGLE,0,0.030304545,0.030304545,0,7/30/2009,IA,BOATABLE,41.31754055,-92.5282867,,0.020144075,42.36363636,-0.677780705,-1.333822512,-0.949225693,1 Low,Medi,-1.211546821,Poor,-0.595290705,Poor,-0.94750066,48.64005941,1.686994097,0.011112665,-1.954181795,8.611344968,0.935070987,0.001967411,-2.706104904,-0.001751891,-0.146995578
FW08IA052,1,2008,TPL,6603368,11342,WADEABLE,S,11342,SINGLE,0.840922727,0.977286364,0.136363636,0.333340909,9/22/2008,IA,WADEABLE,42.913511,-94.05752706,,0.018981481,6.97,-2,-0.996069706,-0.485396938,2 Medi,Good,-0.051234125,Poor,-1.899689656,Medi,-0.283595012,0.393835232,-0.404685435,0.001642518,-2.784489878,0.031771379,-1.497963938,0.000132505,-3.877768381,-1.015743936,-1.528901395
FW08IA053,1,2009,TPL,4998271,14334,BOATABLE,S,14334,SINGLE,0.3485,1.469736364,1.121236364,0.151522727,10/6/2009,IA,BOATABLE,40.73584503,-91.935953,,0.020601555,173.2454545,-0.338316358,-0.677780705,-0.147340368,2 Medi,Good,-0.112329036,Medi,-0.255826358,Good,-0.212339879,706.517529,2.849122941,0.019453884,-1.710993674,22.55488442,1.353240606,0.000621046,-3.206876009,-0.617390586,0.498045322
FW08IA054,1,2008,UMW,13313051,11250,WADEABLE,T,11250,SINGLE,1.227272727,1.227272727,0,0,9/15/2008,IA,WADEABLE,42.61752156,-91.28994821,,0.456423611,8.215,-0.493003268,-1.293204657,-1.034367739,2 Medi,Good,0.119417748,Poor,-0.505627152,Poor,-0.758691086,6.06199038,0.782615243,0.156240892,-0.806205289,0.400962062,-0.396896717,0.01033434,-1.98571725,0.318508997,0.568317987
FW08IA055,1,2008,TPL,5137309,11251,WADEABLE,R,11251,SINGLE,0,0,0,0,9/23/2008,IA,WADEABLE,40.68790173,-93.96833011,,0.326825397,3.114,-0.204277937,-0.771879741,-1.674918888,1 Low,Medi,-0.541042907,Good,-0.112526697,Good,-0.196543449,1.235301002,0.091772794,0.231694238,-0.635084766,0.033502308,-1.474925273,0.006283725,-2.201782832,0.866859973,-0.102329955
FW08IA057,1,2009,TPL,14794879,14335,BOATABLE,S,14335,SINGLE,0.712136364,0.833354545,0.121218182,0.303045455,10/14/2009,IA,BOATABLE,42.00261719,-91.07903925,,0.028382531,72.94545455,-0.450606561,-0.844112128,-1.113737455,2 Medi,Medi,-1.372339634,Poor,-0.368116561,Medi,-0.463184608,135.2129537,2.1310183,0.030084899,-1.521651441,9.259331963,0.966579655,0.002060203,-2.686090086,0.016826196,0.290561037
FW08IA062,1,2009,UMW,13337524,13768,WADEABLE,T,13768,SINGLE,0,0.068181818,0.068181818,0,7/6/2009,IA,WADEABLE,43.49761688,-92.19012325,,,24.885,-0.166476211,-0.749136614,,1 Low,XXXX,,Medi,-0.117186211,Medi,-0.245665249,,,,,,,,,,
FW08IA063,1,2009,TPL,19208427,13769,WADEABLE,T,13769,SINGLE,1.022727273,1.090909091,0.068181818,1.022727273,5/18/2009,IA,WADEABLE,41.37852953,-95.22440283,,0.526349206,1.045,-2,-0.600483603,-3.389925069,2 Medi,Poor,-2.139675788,Poor,-1.873497028,Good,-0.072695077,0.947652189,-0.02335103,0.439276961,-0.357261573,0.005423663,-2.265707284,0.002514098,-2.599617828,0.518143354,0.003657507
FW08IA065,1,2009,TPL,11915787,14336,WADEABLE,S,14336,SINGLE,0,0,0,0,8/4/2009,IA,WADEABLE,41.60742374,-91.67084764,,0.061356209,18.14,-0.04751577,-0.44096436,-1.816750413,1 Low,Medi,-1.161927703,Good,-0.013730056,Good,0.322016404,7.887645557,0.896947387,0.017077861,-1.767566538,0.766688413,-0.1153811,0.001659988,-2.779895025,0.046540735,-0.387474599
FW08IA083,1,2009,TPL,17234646,13774,WADEABLE,T,13774,SINGLE,0.6667,0.727309091,0.060609091,0.6667,6/30/2009,IA,WADEABLE,42.44584416,-96.01966152,,0.169259259,3.365,-1.24725333,-0.322475999,-2.541255712,2 Medi,Poor,-1.550861063,Poor,-1.112937248,Good,0.34046482,0.875252333,-0.057866723,0.01359345,-1.866670309,0.144895328,-0.838945617,0.002250354,-2.647749203,0.285650349,-0.860780501
FW08ID003,1,2008,WMT,23630682,12820,WADEABLE,S,12820,SINGLE,0,1.3334,1.3334,0,7/15/2008,ID,WADEABLE,46.86031503,-116.0390442,,5.48,5.585,0.008212927,-0.457627316,-0.468792176,2 Medi,Good,0.175409334,Good,0.030064581,Medi,-0.242731777,,,,,,,,,,
FW08ID003,2,2008,WMT,23630682,12829,WADEABLE,S,12829,SINGLE,0,0.969745455,0.969745455,0,8/12/2008,ID,WADEABLE,46.86031503,-116.0390442,,5,5.075,0.153399073,-0.528175086,-0.159494532,2 Medi,Good,0.491995679,Good,0.170664638,Medi,-0.313279546,2.680889012,0.428278835,0.209949645,-0.677884855,0.177313202,-0.751258927,0.013886007,-1.857422616,0.22325477,-0.133238571
FW08ID004,1,2008,WMT,24177529,12830,WADEABLE,R,12830,SINGLE,0,0.454568182,0.454568182,0,7/17/2008,ID,PARBYWADE,45.07920575,-116.0947575,,0.941576,9.068421053,-0.318347694,-0.322475999,-0.957746944,2 Medi,Medi,-0.65570779,Poor,-0.273393213,Good,-0.047892941,13.92403855,1.143765217,0.36097795,-0.442519326,1.31796185,0.119902839,0.034167901,-1.466381704,0.621881592,0.303585668
FW08ID004,2,2008,WMT,24177529,12831,WADEABLE,R,12831,SINGLE,0,0.212131818,0.212131818,0,8/14/2008,ID,WADEABLE,45.07920575,-116.0947575,,0.844166667,10.775,-0.295342608,-0.294369507,-1.127855853,1 Low,Poor,-0.876815361,Poor,-0.255851125,Good,-0.01978645,11.0613112,1.043806611,0.286762309,-0.542477932,2.193183488,0.341074968,0.056857849,-1.245209576,0.84305372,0.203627062
FW08ID005,1,2008,XER,23156470,12832,WADEABLE,S,12832,SINGLE,0.969718182,1.969740909,1.000022727,0,7/30/2008,ID,WADEABLE,42.90979506,-112.327078,,6.055555556,0.588235294,-0.500750431,-0.074781698,-3.900678833,3 High,Poor,-1.669236741,Medi,-0.193728295,Good,0.092318367,3.588262929,0.554884258,0.669851951,-0.174021174,0.002272674,-2.643462916,0.00042426,-3.372368348,-0.653837275,0.585556451
FW08ID006,1,2008,XER,23284675,12833,WADEABLE,S,12833,SINGLE,0.6667,0.6667,0,0,7/21/2008,ID,WADEABLE,42.00729662,-115.2197238,,2.95,3.48,0.121395681,-0.373006768,-0.58663602,2 Medi,Good,0.689982818,Good,0.244190056,Good,-0.116618738,2.472086165,0.393063604,0.030714792,-1.512652423,0.107132169,-0.970080103,0.001331079,-2.875796131,-0.128315516,-0.258108262
FW08ID007,1,2008,WMT,23533481,12834,WADEABLE,R,12834,SINGLE,0,0.33335,0.33335,0,7/9/2008,ID,WADEABLE,45.02324849,-114.4461665,,4.62,1.415,-0.03933467,-0.175992567,-1.09025397,2 Medi,Good,-0.190225685,Good,0.015001749,Good,0.001642044,0.354795982,-0.450021307,0.058041484,-1.236261493,0.016104149,-1.793062229,0.002634496,-2.579302416,-0.503679821,-0.825855111
FW08ID008,1,2008,XER,23196240,12841,WADEABLE,T,12841,SINGLE,1.5,1.924263636,0.424263636,0,7/23/2008,ID,WADEABLE,42.0474638,-114.4203312,,0.378021,2.57,-2,-0.368371778,-1.360699172,3 High,Good,0.085741893,Poor,-1.647112401,Good,0.040492091,0.319685269,-0.495277375,0.005313953,-2.274582315,0.017424476,-1.758840275,0.000289638,-3.538145215,-0.793774314,-1.073206657
FW08ID010,1,2009,WMT,23551198,13630,WADEABLE,S,13630,SINGLE,0,0.33335,0.33335,0,7/20/2009,ID,WADEABLE,45.33148348,-115.9499493,,2.15,6.147368421,-0.038794704,-0.356996206,-0.863000003,2 Medi,Medi,-0.366875328,Good,0.044599948,Good,-0.091285893,3.989833537,0.600954777,0.113871937,-0.943583292,0.369675479,-0.432179356,0.010550732,-1.976717424,0.110886277,-0.214995119
FW08ID013,1,2009,XER,23162797,13632,BOATABLE,T,13632,SINGLE,1.350065,3.63348,2.283415,0.6667,7/9/2009,ID,BOATABLE,42.5756575,-113.6292099,,0.006930738,278.7272727,-0.305812793,-0.345036296,-2.06445415,3 High,Poor,-2.15086415,Good,0.022387207,Good,0.886245521,218.8938768,2.340233613,0.005199796,-2.284013705,107.5503642,2.031611886,0.002554845,-2.592635432,0.221721052,0.113944717
FW08ID013,2,2009,XER,23162805,13632,BOATABLE,T,13921,SINGLE,1.318240909,3.606204545,2.287963636,0.666695455,8/26/2009,ID,BOATABLE,42.5756575,-113.6292099,,0.006930738,274.6,-0.185722128,-0.508638306,-1.830148542,3 High,Poor,-1.916558542,Good,0.142477872,Good,0.719913045,93.24679101,1.969633895,0.002215066,-2.654613423,60.42822675,1.78123985,0.001435465,-2.843007468,-0.028650984,-0.256655001
FW08ID014,1,2009,WMT,23595541,13922,BOATABLE,R,13922,SINGLE,0.265154545,1.484868182,1.219713636,0.068181818,7/21/2009,ID,BOATABLE,46.13488438,-115.9599482,,0.202830763,115.5454545,-0.201914638,-1.037071311,0.050180396,2 Medi,Good,-0.315319604,Good,-0.079194638,Poor,-0.635242727,1895.923403,3.277820788,0.214833707,-0.667897578,56.93577406,1.755385229,0.006451592,-2.190333136,-0.064790786,1.068225848
FW08ID016,1,2009,XER,23284583,13500,WADEABLE,T,13500,SINGLE,1,1,0,0,7/6/2009,ID,WADEABLE,42.525315,-115.490775,,1.1,7.235294118,-0.224488846,-0.877039828,-2.543281288,2 Medi,Poor,-1.682025175,Good,0.005204841,Poor,-0.540025135,25.01819439,1.398255963,0.019742361,-1.704600922,2.49138049,0.396440059,0.001965999,-2.706416826,0.070513453,0.053460683
FW08ID016,2,2009,XER,23284583,13923,WADEABLE,S,13923,SINGLE,0.454568182,0.486315801,0.031747619,0,8/25/2009,ID,WADEABLE,42.525315,-115.490775,,1.185,6.2,-0.239646066,-1.378634852,-2.724087961,2 Medi,Poor,-1.774732729,Good,0.027137548,Poor,-1.047471883,58.33117048,1.765900691,0.0460303,-1.336956194,0.22487113,-0.648066297,0.00017745,-3.750923182,-0.973992903,0.421105412
FW08ID017,1,2009,WMT,23503368,13924,BOATABLE,S,13924,SINGLE,0,1.333363636,1.333363636,0,8/4/2009,ID,BOATABLE,45.36948406,-114.2899056,,0.18337971,53.5,-0.204989441,-0.502316586,0.611210906,2 Medi,Good,0.245710906,Good,-0.082269441,Good,0.061982036,306.2575084,2.486086745,0.023009111,-1.638100153,40.93938751,1.612141341,0.003075774,-2.512045557,-0.383683404,0.172908669
FW08ID019,1,2009,WMT,23015048,13926,BOATABLE,T,13926,SINGLE,0,3.591009091,3.591009091,0,8/12/2009,ID,BOATABLE,47.69644765,-116.9152781,,0.080448416,226.2727273,-0.289536445,-0.570100974,-3.904700719,3 High,Poor,-4.270200719,Good,-0.166816445,Medi,-0.310179352,4423.535506,3.645769518,0.459166115,-0.338030169,3757.667442,3.574918342,0.390048539,-0.408881344,1.717262691,1.41407218
FW08ID020,1,2009,WMT,24166566,13928,BOATABLE,S,13928,SINGLE,0.515177273,2.901640909,2.386463636,0,7/23/2009,ID,BOATABLE,43.96347067,-116.1891543,,0.174171429,57.31818182,-0.092735253,-0.368371778,0.420352527,3 High,Good,0.054852527,Good,0.029984747,Good,0.181388262,,,,,,,,,,
FW08ID021,1,2009,WMT,23532423,14058,BOATABLE,R,14058,SINGLE,0,0.212122727,0.212122727,0,8/26/2009,ID,BOATABLE,44.83915164,-114.7851599,,0.329513514,50.27272727,-0.378870948,-0.802093205,0.512978998,1 Low,Good,0.147478998,Medi,-0.256150948,Medi,-0.224674277,124.6684353,2.095756509,0.031488075,-1.501853883,25.72664223,1.410383107,0.006497895,-2.187227285,-0.06718504,0.088203437
FW08ID023,1,2009,WMT,23623226,13929,BOATABLE,S,13929,SINGLE,0,0.500004545,0.500004545,0,7/28/2009,ID,BOATABLE,46.66522965,-115.5475071,,0.265216446,70,-0.258025161,-0.318347694,0.416634145,2 Medi,Good,0.051134145,Good,-0.135305161,Good,0.189248948,369.4898125,2.567602469,0.141588802,-0.848971092,138.7640923,2.142277099,0.053174515,-1.274296462,0.8428854,0.665123174
FW08ID024,1,2008,XER,24493982,12836,WADEABLE,S,12836,SINGLE,0,0.33335,0.33335,0,7/22/2008,ID,WADEABLE,42.17904009,-114.2219629,,4.65,1.185,-0.170842479,-0.284756577,-0.562474877,2 Medi,Good,1.307426761,Good,-0.057676143,Good,-0.07544133,0.187106004,-0.727912277,0.055335523,-1.256995981,0.002402554,-2.619326765,0.000710542,-3.14841047,-0.434795011,-0.581463375
FW08ID026,1,2009,WMT,23540680,13930,BOATABLE,S,13930,SINGLE,0,0,0,0,8/18/2009,ID,BOATABLE,45.38527555,-115.5332862,,0.112275532,72.68181818,-0.618556717,-0.474955193,-0.109442375,1 Low,Medi,-0.474942375,Poor,-0.495836717,Good,0.024709286,876.3367619,2.942671031,0.030250683,-1.51926481,208.2421612,2.318568662,0.00718841,-2.143367179,-0.009668592,0.433463468
FW08ID029,1,2009,WMT,24177103,13931,BOATABLE,S,13931,SINGLE,0.045454545,1.151563636,1.106109091,0,7/22/2009,ID,BOATABLE,44.39606896,-116.0460788,,0.063358104,62.27272727,-0.278151927,-0.266146425,0.415424809,2 Medi,Good,0.049924809,Good,-0.155431927,Good,0.266126587,101.3590211,2.005862408,0.048420808,-1.314967966,57.76883743,1.761693628,0.027597088,-1.559136746,0.556532374,0.158952459
FW08ID032,1,2009,XER,24491000,13814,BOATABLE,S,13814,BRAIDED,0.424263636,1.75765,1.333386364,0.33335,7/8/2009,ID,BOATABLE,42.66148589,-114.6627054,,0.033180927,187.7727273,0.05368945,-0.170696227,,3 High,XXXX,,Good,0.38188945,Good,0.941171754,255.0810892,2.406678263,0.005535422,-2.256849255,187.6069067,2.273248823,0.004071189,-2.390278695,0.425044082,0.157630419
FW08ID033,1,2009,WMT,947060070,13932,WADEABLE,T,13932,SINGLE,0.697,2.090990909,1.393990909,0,8/5/2009,ID,WADEABLE,45.13322891,-113.8008196,,0.744197,14.10526316,-0.106389534,-0.488724468,-0.413570754,3 High,Good,-0.236198007,Good,0.059616088,Good,-0.103953998,15.73478089,1.1968607,0.005616674,-2.25052075,0.837035963,-0.077255882,0.000298788,-3.524637332,-1.406968705,-0.723499494
FW08ID034,1,2008,XER,4558716,12842,WADEABLE,T,12842,ANASTOM,1.5,1.954568182,0.454568182,0,7/29/2008,ID,WADEABLE,42.46121104,-111.9125695,,3.875,2.14,-0.37068309,-0.604435354,-2.10196286,3 High,Medi,-0.553841538,Medi,-0.285821173,Poor,-0.406927806,0.688009112,-0.16240581,0.051185442,-1.290853546,0.045660515,-1.340459198,0.003396981,-2.468906934,0.25945288,-0.363228428
FW08ID036,1,2008,WMT,23387311,12838,WADEABLE,R,12838,SINGLE,0,0,0,0,7/1/2008,ID,WADEABLE,43.60292561,-115.5733393,,6.58,4.135,-0.280431976,-0.266146425,-1.242276094,1 Low,Medi,-0.510848439,Medi,-0.192279885,Good,-0.019593321,34.78071629,1.541338522,2.304289567,0.362537054,0.608016562,-0.216084591,0.040282271,-1.394886059,0.686939004,0.93766215
FW08ID037,1,2009,WMT,23478473,13933,BOATABLE,S,13933,SINGLE,0.272740909,1.424290909,1.15155,0,8/6/2009,ID,BOATABLE,44.42427139,-114.2349762,,0.298750306,46.45454545,-0.222013286,-0.496085569,0.603473922,2 Medi,Good,0.237973922,Good,-0.099293286,Good,0.097987554,169.5884184,2.22939619,0.036602365,-1.436490847,25.57914811,1.407886077,0.005520762,-2.258000961,-0.136879946,0.182215354
FW08ID042,1,2009,WMT,23560071,13934,BOATABLE,S,13934,SINGLE,0.636395455,1.651595455,1.0152,0,7/30/2009,ID,BOATABLE,45.41189396,-116.2471452,,0.113848165,77.5,-0.680137166,-0.368371778,-0.484311877,3 High,Poor,-0.849811877,Poor,-0.557417166,Good,0.117749393,1945.354515,3.288998757,0.062871614,-1.201545393,718.7466884,2.856575857,0.023229064,-1.633968293,0.500182304,0.763186933
FW08ID044,1,2008,XER,23283585,12839,WADEABLE,R,12839,SINGLE,0,0,0,0,7/2/2008,ID,WADEABLE,42.7527138,-116.0743669,,2.333333333,3.1075,-0.049723678,-0.106389534,-0.577865877,1 Low,Good,0.762372232,Good,0.199051604,Good,0.178110413,7.670919927,0.884847449,0.038523487,-1.414274414,0.051171112,-1.290975142,0.000256982,-3.590097005,-0.832938608,0.005736242
FW08ID045,1,2009,WMT,23551058,13941,BOATABLE,R,13941,SINGLE,0,0.242436364,0.242436364,0,7/21/2009,ID,PARBYBOAT,45.16191161,-115.5763845,,0.574011299,41.22727273,-0.34155496,-0.345911009,0.704452846,1 Low,Good,0.338952846,Medi,-0.21883496,Good,0.273325977,199.9899543,2.301008181,0.066160177,-1.179403344,19.78347097,1.29630249,0.006544718,-2.184109036,-0.065918533,0.361477332
FW08ID047,1,2009,WMT,23003843,15770,BOATABLE,S,15770,SINGLE,0,0.5985,0.5985,0,8/4/2009,ID,BOATABLE,47.36405293,-116.6830779,,0.016391457,97.86363636,-0.193357601,-0.282859263,-3.796113457,2 Medi,Poor,-4.161613457,Good,-0.070637601,Good,0.154027575,6913.415312,3.839692647,1.564019556,0.194242179,1388.19345,3.142449991,0.314050524,-0.503000477,1.61779764,1.804373196
FW08ID048,1,2009,XER,24490808,13502,BOATABLE,S,13502,SINGLE,0.606090909,2.318277273,1.712186364,0.212131818,7/7/2009,ID,BOATABLE,42.7385011,-114.8442758,,0.050367677,192.9,-0.155345344,-0.443697499,,3 High,XXXX,,Good,0.172854656,Good,0.669241041,196.5115762,2.293388139,0.003727018,-2.428638462,176.7712879,2.247411726,0.003352626,-2.474614875,0.342146979,0.010445926
FW08ID049,1,2009,WMT,23503426,13943,BOATABLE,S,13943,ANASTOM,0,0.621227273,0.621227273,0,9/2/2009,ID,BOATABLE,45.39650167,-114.1604451,,0.210206897,51.54545455,-0.392057827,-0.821284597,0.153097333,2 Medi,Good,-0.212402667,Medi,-0.269337827,Medi,-0.249137585,297.8421366,2.473986139,0.022988719,-1.638485236,18.66620935,1.271056132,0.001440737,-2.841415243,-0.713238195,0.167607753
FW08ID053,1,2008,WMT,23513704,12840,WADEABLE,R,12840,BRAIDED,0,0,0,0,7/8/2008,ID,WADEABLE,44.84403732,-113.8166768,,6.914147,3.981578947,-0.098269308,-0.00656377,-0.531006189,1 Low,Good,0.214997509,Good,-0.001747933,Good,0.161059255,0.368573114,-0.433476348,0.060259812,-1.219972227,0.306892252,-0.513014075,0.050175308,-1.299509955,0.77611668,-0.809458556
FW08ID057,1,2008,XER,23267350,12843,WADEABLE,S,12843,SINGLE,1.242445455,2.151581818,0.909136364,0.196972727,8/4/2008,ID,WADEABLE,43.31272807,-114.1155635,,0.057314815,32.10526316,-1.550030994,-0.637414722,-1.903956974,3 High,Poor,-1.899345688,Poor,-1.670445395,Good,-0.083800243,7.7507981,0.889346424,0.050210169,-1.299208321,2.921829102,0.46565481,0.018927797,-1.722899935,1.031538512,0.074297805
FW08ID061,1,2008,WMT,24159945,12844,WADEABLE,R,12844,SINGLE,0,0,0,0,8/5/2008,ID,WADEABLE,44.20986481,-115.5467376,,8.33,1.64,-0.004065808,-0.217918456,-0.878632308,1 Low,Good,0.072904554,Good,0.024508692,Good,-0.045312085,1.252768897,0.097870963,0.53434374,-0.272179275,0.030003407,-1.522829422,0.012797359,-1.892879659,0.176167135,-0.036406195
FW08ID071,1,2009,WMT,22989435,13936,WADEABLE,S,13936,SINGLE,0,0.6667,0.6667,0,8/11/2009,ID,WADEABLE,48.79570404,-116.7498671,,5.5,3.26,0.044878142,-0.250755724,-0.400954766,2 Medi,Good,0.354780418,Good,0.056646655,Good,-0.075116826,,,,,,,,,,
FW08ID078,1,2009,WMT,23599209,13937,WADEABLE,S,13937,SINGLE,0.6667,1.060659091,0.393959091,0,7/29/2009,ID,WADEABLE,45.84354422,-115.8445425,,10.575,1.003157895,0.101543998,0.174310956,-1.652153847,2 Medi,Medi,-0.571713012,Good,0.098426011,Good,0.33833418,1.417699318,0.15158413,0.555437752,-0.255364606,0.001583917,-2.800267684,0.00062056,-3.20721642,-1.13758663,-0.004108916
FW08ID085,1,2009,WMT,23532689,13942,WADEABLE,?,13942,SINGLE,0,0,0,0,9/1/2009,ID,WADEABLE,45.02385104,-114.5730781,,5.2125,2.26,0.047540356,-0.171574477,-1.235382459,1 Low,Medi,-0.41241123,Good,0.139744543,Good,0.028674915,,,,,,,,,,
FW08IL001,1,2009,TPL,13882602,13202,WADEABLE,S,13202,SINGLE,0,0,0,0,6/19/2009,IL,WADEABLE,38.85319677,-89.39780396,,0.000653595,7.985,-0.313241892,-0.922466931,-0.240149009,1 Low,Medi,-0.483926128,Medi,-0.321664789,Medi,-0.249819332,3.49055493,0.542894477,0.087366966,-1.058652745,0.012936675,-1.888177334,0.000323799,-3.489724556,-0.530417958,-0.143396145
FW08IL001,2,2009,TPL,13882602,14889,WADEABLE,T,14889,SINGLE,0.606090909,0.727309091,0.121218182,0.606090909,8/21/2009,IL,WADEABLE,38.85319677,-89.39780396,,0.1015625,6.9,-0.078904965,-0.483885483,-2.12046344,2 Medi,Medi,-1.319315285,Good,-0.087327862,Good,0.188762116,,,,,,,,,,
FW08IL002,1,2009,TPL,3596702,13203,WADEABLE,S,13203,SINGLE,0.33335,0.33335,0,0.33335,6/22/2009,IL,WADEABLE,39.67544736,-90.52533854,,0.001428571,8.482352941,-0.558043162,-1.016086822,-0.09244874,2 Medi,Good,-0.181074447,Poor,-0.5532257,Medi,-0.328852652,13.12901739,1.118232224,0.26708283,-0.57335403,0.019923213,-1.700640615,0.000405297,-3.392226869,-0.444175151,0.381276638
FW08IL002,2,2009,TPL,3596702,13940,WADEABLE,S,13940,SINGLE,0.45455,0.590913636,0.136363636,0.45455,8/24/2009,IL,WADEABLE,39.67544736,-90.52533854,,0.136736111,7.925,-0.220370718,-0.596567486,-1.11419258,2 Medi,Good,-0.245267293,Medi,-0.215553256,Good,0.090666684,5.230674772,0.718557718,0.10640731,-0.973028536,0.152435712,-0.816913277,0.003100991,-2.508499531,0.439552188,-0.018397867
FW08IL004,1,2009,TPL,13605756,13204,WADEABLE,S,13204,SINGLE,0.181827273,0.250009091,0.068181818,0.181827273,6/23/2009,IL,WADEABLE,40.57855053,-89.9376182,,0.00137931,8.822222222,-0.548632296,-0.777756616,1.338430158,1 Low,Good,1.182071835,Poor,-0.549635773,Good,-0.083844047,2.524857874,0.402236936,0.038130804,-1.418724038,0.020208731,-1.694460956,0.000305196,-3.515421931,-0.583542053,-0.407517804
FW08IL005,1,2009,TPL,6966717,13938,WADEABLE,S,13938,SINGLE,0.363654545,0.500018182,0.136363636,0.363654545,8/23/2009,IL,WADEABLE,40.37464363,-91.31890494,,0.453819444,4.65,-0.027607794,-1.22184875,0.447819295,2 Medi,Good,1.570085584,Good,-0.001824433,Poor,-0.584703761,3.679886148,0.565834382,0.231081858,-0.63623415,0.015772239,-1.802106657,0.000990432,-3.004175189,0.005066244,0.104330419
FW08IL006,1,2008,SAP,1837075,11106,WADEABLE,T,11106,SINGLE,0.4091,1.174263636,0.765163636,0.4091,9/12/2008,IL,INTWADE,37.52548104,-89.18786253,,0.429513889,7.18,0.160618572,-0.499189902,0.159468729,2 Medi,Good,0.577070866,Good,0.207981897,Good,0.018792586,3.281343559,0.516051704,0.706029684,-0.151177039,0.076324626,-1.117335314,0.016422374,-1.784564057,0.573530547,0.351067016
