nrsa_survey,UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,LAT_DD83,LON_DD83,COMID,GrazingPotentialCat,GrazingPotentialWs
nrsa0809,15133,NRS_NH-10061,FW08NH002,1,2009,43.69617,-71.98133,9326354,1.977940303,2.617073444
nrsa0809,14139,NRS_NH-10064,FW08NH003,1,2009,43.33658,-70.99621,5844524,0.764926169,1.580522618
nrsa0809,14228,NRS_NJ-10003,FW08NJ001,1,2009,40.17138,-74.41457,9442093,0.804256956,0.739408629
nrsa0809,15501,NRS_NJ-10014,FW08NJ007,1,2009,40.91251,-74.18684,6251048,0,0.586905623
nrsa0809,15502,NRS_NJ-10018,FW08NJ011,1,2009,40.8629,-74.10745,6251234,0.013571692,0.526776609
nrsa0809,15504,NRS_NJ-10020,FW08NJ013,1,2009,40.45047,-75.06823,2591435,1.731957834,3.934850523
nrsa0809,15505,NRS_NJ-10023,FW08NJ016,1,2009,40.50601,-74.74864,9513874,0.672005573,2.187645339
nrsa0809,14229,NRS_NJ-10031,FW08NJ035,1,2009,40.91276,-74.39217,6249718,0.259211924,0.259211924
nrsa0809,14509,NRS_NM-10073,FW08NM024,1,2009,35.16802,-106.6581,17819092,0.90865654,2.615854693
nrsa0809,14510,NRS_NM-10075,FW08NM026,1,2009,32.14169,-106.6993,2538967,13.29841689,3.258829489
nrsa0809,14511,NRS_NM-10076,FW08NM027,1,2009,33.41462,-104.4566,20773710,9.353516931,5.150906996
nrsa0809,14512,NRS_NM-10080,FW08NM031,1,2009,33.75785,-108.7624,21353289,0.531979491,0.43791578
nrsa0809,14513,NRS_NM-10083,FW08NM034,1,2009,34.44719,-106.8037,17811950,1.40702028,2.793813642
nrsa0809,14514,NRS_NM-10084,FW08NM035,1,2009,33.20253,-108.2088,2430354,0.100469638,0.224344761
nrsa0809,14515,NRS_NM-10087,FW08NM038,1,2009,36.69929,-107.9853,17040503,1.503965613,1.423874293
nrsa0809,14516,NRS_NM-10088,FW08NM039,1,2009,34.44391,-104.2347,20802339,2.972810463,3.387509472
nrsa0809,14517,NRS_NM-10091,FW08NM042,1,2009,32.51898,-104.3145,22455659,9.801188426,6.053806707
nrsa0809,14518,NRS_NM-10092,FW08NM043,1,2009,32.9881,-108.5709,3080255,1.205285996,0.380792239
nrsa0809,14519,NRS_NM-10094,FW08NM045,1,2009,36.35951,-106.6759,17848920,1.464006741,2.397692852
nrsa0809,14520,NRS_NM-10096,FW08NM047,1,2009,33.14938,-107.2066,3222059,1.884465249,2.919832193
nrsa0809,14521,NRS_NM-10097,FW08NM048,1,2009,36.548,-105.1299,20058266,0.5037693,2.406900889
nrsa0809,14522,NRS_NM-10108,FW08NM105,1,2009,35.26513,-105.365,20816338,1.862610916,1.124195415
nrsa0809,15536,NRS_NY-10013,FW08NY009,1,2009,42.7916,-77.64922,15539781,47.04230737,47.04230737
nrsa0809,15537,NRS_NY-10026,FW08NY011,1,2009,42.31506,-76.95504,21983871,8.197971051,8.197971051
nrsa0809,15539,NRS_NY-10068,FW08NY047,1,2009,44.81864,-75.10078,15476235,22.21245344,9.081739571
nrsa0809,15540,NRS_NY-10069,FW08NY048,1,2009,42.67599,-78.59491,15575613,9.395297675,9.395297675
nrsa0809,15541,NRS_NY-10070,FW08NY049,1,2009,43.12146,-75.26332,22743067,22.98081262,11.38796395
nrsa0809,15542,NRS_NY-10072,FW08NY051,1,2009,42.12401,-75.61379,8088009,4.999879194,10.86306125
nrsa0809,15543,NRS_NY-10073,FW08NY052,1,2009,44.61613,-75.40615,15489136,9.561710468,8.623400842
nrsa0809,15544,NRS_NY-10074,FW08NY053,1,2009,42.89548,-74.50934,22746123,11.73049446,10.45974692
nrsa0809,15567,NRS_OH-10031,FW08OH001,1,2009,40.73502,-81.63657,19388456,23.71317409,23.71317409
nrsa0809,15568,NRS_OH-10015,FW08OH002,1,2009,39.63169,-81.19291,15431016,10.27755642,11.45468765
nrsa0809,15570,NRS_OH-10030,FW08OH006,1,2009,41.29205,-82.59085,15604210,0.938221089,3.313291116
nrsa0809,15571,NRS_OH-10027,FW08OH008,1,2009,39.99354,-80.86631,19453615,8.67217218,8.67217218
nrsa0809,15576,NRS_OH-10043,FW08OH020,1,2009,41.19166,-84.71252,15667157,3.036857881,3.036857881
nrsa0809,15582,NRS_OH-10059,FW08OH036,1,2009,41.0623,-84.64718,15649729,5.702794075,7.302819221
nrsa0809,15583,NRS_OH-10060,FW08OH037,1,2009,39.38868,-81.98085,15419919,7.157309361,6.339073845
nrsa0809,15584,NRS_OH-10062,FW08OH040,1,2009,40.83279,-83.35953,15614098,2.206916044,6.213537916
nrsa0809,15585,NRS_OH-10063,FW08OH044,1,2009,39.92111,-82.77331,5216445,3.97720131,3.97720131
nrsa0809,15586,NRS_OH-10065,FW08OH050,1,2009,41.48093,-81.37629,9860587,9.63747864,7.768016532
nrsa0809,14383,NRS_OK-10018,FW08OK003,1,2009,35.39161,-99.88194,13755091,16.48209577,17.55738554
nrsa0809,14384,NRS_OK-10032,FW08OK005,1,2009,34.21193,-99.09352,13970218,22.94787976,24.71909597
nrsa0809,14421,NRS_OK-10041,FW08OK006,1,2009,34.24833,-96.72084,430440,16.48298847,26.22244058
nrsa0809,14422,NRS_OK-10042,FW08OK009,1,2009,34.99997,-98.87602,691121,18.81981374,14.2845424
nrsa0809,14385,NRS_OK-10017,FW08OK013,1,2009,34.84027,-97.61221,19957398,34.72903322,32.13755978
nrsa0809,14429,NRS_OK-10061,FW08OK031,1,2009,36.69695,-101.6768,13860990,34.59105782,17.23574002
nrsa0809,14433,NRS_OK-10068,FW08OK038,1,2009,35.56873,-95.93534,534175,5.624047758,25.27532873
nrsa0809,14434,NRS_OK-10069,FW08OK039,1,2009,35.23732,-97.56342,6026292,6.659751525,11.78406665
nrsa0809,14435,NRS_OK-10070,FW08OK040,1,2009,35.91078,-99.04913,5265202,12.46096007,10.43472803
nrsa0809,14436,NRS_OK-10073,FW08OK043,1,2009,34.90045,-96.77402,6030980,13.25936051,12.39412409
nrsa0809,14437,NRS_OK-10077,FW08OK047,1,2009,33.91158,-97.97639,3134439,20.77811283,24.64608194
nrsa0809,14489,NRS_OK-10078,FW08OK048,1,2009,34.96397,-97.30002,6027780,16.66414706,12.10782786
nrsa0809,14438,NRS_OK-10080,FW08OK050,1,2009,33.91451,-95.11879,9545029,19.3206456,27.16788518
nrsa0809,14387,NRS_OK-10081,FW08OK051,1,2009,35.34856,-96.99704,417933,23.571054,20.75733182
nrsa0809,14439,NRS_OK-10082,FW08OK052,1,2009,35.14814,-99.21887,557545,91.6190418,33.78123502
nrsa0809,14388,NRS_OK-10083,FW08OK053,1,2009,36.96491,-100.1811,21098935,33.18874793,20.32365496
nrsa0809,14389,NRS_OK-10085,FW08OK055,1,2009,35.83826,-97.44061,253962,18.21140975,21.38935676
nrsa0809,14440,NRS_OK-10086,FW08OK056,1,2009,34.20407,-99.05911,13970218,22.94787976,24.71909597
nrsa0809,14441,NRS_OK-10087,FW08OK057,1,2009,36.67841,-97.486,21002327,11.65833994,25.52399534
nrsa0809,14442,NRS_OK-10088,FW08OK058,1,2009,35.22724,-94.53749,6041402,10.06465656,19.7662124
nrsa0809,14443,NRS_OK-10089,FW08OK059,1,2009,34.72375,-97.16281,19957658,41.58412497,33.883238
nrsa0809,14418,NRS_OK-10092,FW08OK062,1,2009,36.10905,-95.56894,833512,76.75506628,28.67268526
nrsa0809,14391,NRS_OK-10100,FW08OK094,1,2009,36.98831,-95.11668,7584563,44.58120649,42.46946911
nrsa0809,15587,NRS_OR-10015,FW08OR003,1,2009,42.94308,-121.2592,24026308,1.307857176,1.307857176
nrsa0809,13757,NRS_OR-10501,FW08OR037,1,2009,45.53252,-120.358,23685514,0.985632631,4.097659849
nrsa0809,15608,NRS_OR-10505,FW08OR041,1,2009,45.74943,-116.7596,24223737,1.201224979,2.898351402
nrsa0809,15609,NRS_OR-10510,FW08OR046,1,2009,42.59955,-121.7617,24084324,13.14049091,6.487323741
nrsa0809,13758,NRS_OR-10513,FW08OR049,1,2009,43.05277,-117.6943,24541699,2.351234852,5.74738644
nrsa0809,15610,NRS_OR-10519,FW08OR055,1,2009,45.73065,-122.9296,23815284,7.314779485,6.997709599
nrsa0809,15682,NRS_OR-10521,FW08OR057,1,2009,45.93082,-117.4553,23442287,0.968299993,6.396256951
nrsa0809,15613,NRS_OR-10525,FW08OR061,1,2009,44.88502,-119.149,23681167,6.227202367,2.782266635
nrsa0809,15614,NRS_OR-10528,FW08OR064,1,2009,45.28694,-116.6722,24219829,0.051551567,11.58903141
nrsa0809,15615,NRS_OR-10529,FW08OR065,1,2009,43.1829,-118.878,24013535,0,1.593572249
nrsa0809,15618,NRS_OR-10535,FW08OR071,1,2009,45.55286,-122.7054,23815040,0.530524173,5.350757954
nrsa0809,14910,NRS_PA-10040,FW08PA002,1,2009,41.5377,-78.14748,8125623,0.24366563,0.227722448
nrsa0809,15884,NRS_PA-10027,FW08PA003,1,2009,39.94336,-79.7204,3787311,19.3392736,6.90997308
nrsa0809,15968,NRS_PA-10031,FW08PA006,1,2009,40.37668,-75.53031,4780787,2.033336703,24.99075953
nrsa0809,14913,NRS_PA-10016,FW08PA007,1,2009,41.46969,-80.09514,9054929,12.55335432,12.39813459
nrsa0809,14912,NRS_PA-10019,FW08PA009,1,2009,40.75634,-80.21872,10926555,9.41904112,6.081161645
nrsa0809,15524,NRS_PA-10020,FW08PA010,1,2009,41.75616,-77.1316,8112389,13.04970328,11.89863372
nrsa0809,14914,NRS_PA-10009,FW08PA012,1,2009,41.31808,-78.8922,4736927,0.493954833,0.556586326
nrsa0809,14921,NRS_PA-10055,FW08PA027,1,2009,39.7742,-77.15679,8448244,17.32254111,17.32254111
nrsa0809,15528,NRS_PA-10066,FW08PA038,1,2009,40.55195,-78.09302,4682870,26.83472951,27.87401915
nrsa0809,14927,NRS_PA-10069,FW08PA046,1,2009,41.01744,-75.63146,4185971,0.097920793,0.097920793
nrsa0809,14928,NRS_PA-10070,FW08PA047,1,2009,41.37878,-78.91401,6875071,3.045040592,3.045040592
nrsa0809,14929,NRS_PA-10071,FW08PA053,1,2009,41.95442,-75.84874,8088637,7.125307738,8.265642478
nrsa0809,14930,NRS_PA-10073,FW08PA061,1,2009,41.43309,-74.97772,4150388,0.176873939,0.099856547
nrsa0809,14931,NRS_PA-10074,FW08PA066,1,2009,40.05437,-78.67431,4689735,27.44303109,18.36961405
nrsa0809,13815,NRS_AL-10062,FW08RAL9016,1,2009,34.08123881,-88.02134437,18671468,5.931907031,5.216543411
nrsa0809,13893,NRS_AL-10063,FW08RAL9025,1,2009,31.93479562,-85.61060895,2210614,15.87206559,8.891531898
nrsa0809,14531,NRS_AL-10064,FW08RAL9038,1,2009,31.05288258,-87.83700139,18519555,6.866673625,6.649108402
nrsa0809,14532,NRS_AL-10065,FW08RAL9059,1,2009,32.57499991,-86.98480282,21676928,5.215348969,4.211210964
nrsa0809,13908,NRS_AL-10066,FW08RAL9066,1,2009,32.96861216,-87.39696394,18208384,1.517295614,1.494425213
nrsa0809,14049,NRS_AZ-10613,FW08RAZ9016,1,2009,34.21511,-111.099,22428478,0.107208936,0.31611611
nrsa0809,14050,NRS_AZ-10614,FW08RAZ9020,1,2009,31.88222,-110.5567,15895564,0.376011486,2.031744156
nrsa0809,14051,NRS_AZ-10615,FW08RAZ9022,1,2009,32.9561,-109.5318,21327929,0.25638494,0.873315
nrsa0809,14052,NRS_AZ-10616,FW08RAZ9031,1,2009,34.74459,-113.2494,21397197,0.428525849,1.029751374
nrsa0809,14053,NRS_AZ-10617,FW08RAZTRB01,1,2009,36.13094,-112.4154,20691942,0.902913692,0.902913692
nrsa0809,14056,NRS_CA-10891,FW08RCA9002,1,2009,41.73407,-123.9778,22227886,1.911066479,1.709219154
nrsa0809,14057,NRS_CA-10892,FW08RCA9003,1,2009,41.78769,-124.0578,22226820,2.921256199,1.799176115
nrsa0809,15768,NRS_FL-10108,FW08RFL9013,1,2009,30.76137,-81.96748,18257479,3.489902963,3.813130495
nrsa0809,15769,NRS_FL-10109,FW08RFL9028,1,2009,30.86944,-86.48936,896515,2.514760673,1.965447246
nrsa0809,15731,NRS_FL-10110,FW08RFL9030,1,2009,30.41342,-85.86861,2244411,1.710437731,0.616572833
nrsa0809,15774,NRS_FL-10111,FW08RFL9037,1,2009,30.5241,-84.97352,2293018,0,0
nrsa0809,15662,NRS_FL-10112,FW08RFL9046,1,2009,26.9365,-81.32619,16731076,5.99621582,42.18793077
nrsa0809,15775,NRS_FL-10113,FW08RFL9051,1,2009,29.2138,-81.65478,10988927,3.581875721,3.867037675
nrsa0809,15789,NRS_GA-10107,FW08RGA9004,1,2009,31.21565,-84.47092,6471862,2.639442608,4.52022277
nrsa0809,15677,NRS_GA-10108,FW08RGA9005,1,2009,31.28272,-82.64897,6397363,0.400337894,9.596812169
nrsa0809,15788,NRS_GA-10109,FW08RGA9006,1,2009,30.94595,-81.89878,6399913,0.415632518,6.538143204
nrsa0809,15678,NRS_GA-10110,FW08RGA9007,1,2009,34.89945,-83.5397,6267820,1.643257631,1.2862718
nrsa0809,15383,NRS_RI-10017,FW08RI001,1,2009,41.559,-71.12899,5881749,4.572674003,5.566900969
nrsa0809,15390,NRS_RI-10021,FW08RI005,1,2009,41.71547,-71.50367,6129685,0.364158435,1.071726995
nrsa0809,15392,NRS_RI-10022,FW08RI006,1,2009,41.99036,-71.49176,6118820,0.34031354,2.203542724
nrsa0809,15393,NRS_RI-10023,FW08RI007,1,2009,41.41002,-71.84247,6140918,6.38301686,2.679702044
nrsa0809,15394,NRS_RI-10024,FW08RI008,1,2009,41.42842,-71.72119,6141104,3.172010347,2.28408993
nrsa0809,15395,NRS_RI-10025,FW08RI009,1,2009,41.7196,-71.47102,6129683,0.841018584,1.048416619
nrsa0809,15396,NRS_RI-10026,FW08RI010,1,2009,41.97167,-71.46975,6118882,0.10219413,2.167627584
nrsa0809,15397,NRS_RI-10027,FW08RI011,1,2009,41.41502,-71.8256,6140918,6.38301686,2.679702044
nrsa0809,15399,NRS_RI-10029,FW08RI013,1,2009,41.75829,-71.44014,6128891,0.321645821,0.978888365
nrsa0809,13499,NRS_IA-10104,FW08RIA9106,1,2009,40.96614,-93.61533,22256099,24.3013086,24.3013086
nrsa0809,13498,NRS_IA-10105,FW08RIA9107,1,2009,40.59341,-92.84995,5121980,27.67244822,22.47186672
nrsa0809,13501,NRS_ID-10252,FW08RIDREF,1,2009,45.81917,-114.7584,23573540,0.480918921,0.212006536
nrsa0809,14903,NRS_KY-10070,FW08RKY9007,1,2009,37.6829,-82.40523,435124,1.380212338,1.380212338
nrsa0809,14783,NRS_KY-10071,FW08RKY9056,1,2009,37.07105,-82.77167,10186500,0.067267356,0.162027286
nrsa0809,14904,NRS_KY-10072,FW08RKY9143,1,2009,37.4637,-83.12993,455266,1.108233278,0.768171544
nrsa0809,14782,NRS_KY-10073,FW08RKY9219,1,2009,37.14305,-87.76025,10564488,1.787628874,1.397947885
nrsa0809,14905,NRS_KY-10074,FW08RKY9905,1,2009,37.42272,-86.72594,11622426,9.957723993,10.67552604
nrsa0809,15961,NRS_MD-10043,FW08RMD9052,1,2009,38.48469,-77.08304,4533709,2.021037881,2.431386368
nrsa0809,15146,NRS_ME-10278,FW08RME91,1,2009,45.26327,-70.26214,1032323,1.443922703,1.443922703
nrsa0809,15141,NRS_ME-10279,FW08RME92,1,2009,44.93554,-71.03373,19334433,0.748113652,0.705067491
nrsa0809,15145,NRS_ME-10280,FW08RME93,1,2009,46.76352,-69.30498,719190,0.046104509,0.245449029
nrsa0809,13645,NRS_ME-10281,FW08RME94,1,2009,46.50418,-68.36297,805459,0.566823029,0.448197825
nrsa0809,15143,NRS_ME-10282,FW08RME95,1,2009,45.85031,-70.00669,1703614,0.717503541,1.154052492
nrsa0809,14225,NRS_MI-10096,FW08RMI9201,1,2009,45.37503,-87.72208,6848543,6.564922856,2.108697216
nrsa0809,15319,NRS_MN-10120,FW08RMN9018,1,2009,47.69767,-95.83578,7057651,4.489063592,5.798126986
nrsa0809,15325,NRS_MN-10121,FW08RMN9038,1,2009,47.4398,-92.14412,1772470,0.54150944,0.264973233
nrsa0809,15326,NRS_MN-10122,FW08RMN9064,1,2009,48.04898,-95.80834,7038705,3.613063597,2.675203061
nrsa0809,15327,NRS_MN-10123,FW08RMN9075,1,2009,47.5753,-96.27895,9398746,5.89060865,4.39975419
nrsa0809,15328,NRS_MN-10124,FW08RMN9083,1,2009,48.07347,-92.13158,7105263,0.93207073,0.146876152
nrsa0809,15329,NRS_MN-10125,FW08RMN9087,1,2009,47.61288,-90.91875,4798208,0.006964886,0.009990474
nrsa0809,15330,NRS_MN-10126,FW08RMN9093,1,2009,47.65789,-91.60253,7110661,0.014382186,0.016813834
nrsa0809,15331,NRS_MN-10127,FW08RMN9100,1,2009,47.81263,-93.08181,7177338,0.607997385,0.607997385
nrsa0809,13495,NRS_MO-10080,FW08RMO9010,1,2009,39.44709,-93.92856,4385383,17.13614868,17.13614868
nrsa0809,13497,NRS_MO-10081,FW08RMO9011,1,2009,39.59751,-93.62303,5107966,9.311713467,2.444593304
nrsa0809,13486,NRS_MO-10082,FW08RMO9100,1,2009,36.7924,-91.33114,7571117,1.77345693,28.43070283
nrsa0809,13487,NRS_MO-10083,FW08RMO9101,1,2009,36.75854,-92.15479,7650367,8.79983792,24.21500551
nrsa0809,13488,NRS_MO-10084,FW08RMO9102,1,2009,37.1489,-91.445,7518879,1.105526212,19.96130888
nrsa0809,13489,NRS_MO-10085,FW08RMO9103,1,2009,37.33459,-91.47605,7517341,1.007399448,18.15540557
nrsa0809,13490,NRS_MO-10086,FW08RMO9104,1,2009,37.50561,-91.98131,7433241,21.85623228,22.70276118
nrsa0809,13491,NRS_MO-10087,FW08RMO9105,1,2009,36.86908,-92.4703,7649607,5.058595343,23.7191425
nrsa0809,13492,NRS_MO-10088,FW08RMO9108,1,2009,39.65361,-94.22593,5109024,38.19697447,38.20329854
nrsa0809,13493,NRS_MO-10089,FW08RMO9109,1,2009,40.40061,-94.22688,5106052,12.53859751,13.70077431
nrsa0809,13494,NRS_MO-10090,FW08RMO9112,1,2009,40.10166,-92.61836,5814351,4.323700732,21.07634298
nrsa0809,13496,NRS_MO-10091,FW08RMO9113,1,2009,40.3185,-92.863,5813807,6.167483546,10.12996553
nrsa0809,14121,NRS_MS-10126,FW08RMS9252,1,2009,32.21243,-89.33057,18150627,6.76885759,16.19295397
nrsa0809,14122,NRS_MS-10127,FW08RMS9254,1,2009,32.98176,-89.38309,15783434,14.77580992,5.70866693
nrsa0809,14123,NRS_MS-10128,FW08RMS9306,1,2009,32.21575,-90.69173,19186036,22.09922404,12.53165238
nrsa0809,14124,NRS_MS-10129,FW08RMS9418,1,2009,32.16239,-88.5795,18178517,2.667692611,2.76166762
nrsa0809,13636,NRS_MS-10130,FW08RMS9447,1,2009,31.3336,-90.91145,19110518,2.276201612,4.004410181
nrsa0809,13198,NRS_MS-10131,FW08RMS9463,1,2009,31.45086,-90.01004,15739485,18.16805732,8.940998452
nrsa0809,13199,NRS_MS-10132,FW08RMS9999,1,2009,30.97022,-89.00786,18108068,0.596832837,7.492455318
nrsa0809,14908,NRS_MT-10340,FW08RMT222052,1,2009,46.99482,-111.4859,12418069,1.776922284,7.067998689
nrsa0809,14640,NRS_MT-10341,FW08RMT224909,1,2009,46.98803,-111.4106,12418111,24.74206813,8.515445537
nrsa0809,14635,NRS_MT-10342,FW08RMT9001,1,2009,45.56484,-107.4442,12770005,7.802301206,5.948609982
nrsa0809,14636,NRS_MT-10343,FW08RMT9006,1,2009,48.99204,-114.4663,22949817,0.386873708,0.60084626
nrsa0809,14637,NRS_MT-10344,FW08RMT9008,1,2009,48.09222,-113.5934,22966298,0.260376076,0.260376076
nrsa0809,14638,NRS_MT-10345,FW08RMT9009,1,2009,45.64234,-108.795,4343596,4.598229899,5.018880776
nrsa0809,13128,NRS_MT-10346,FW08RMT9011,1,2009,48.24926,-110.6302,12645465,4.199275645,5.938653396
nrsa0809,14639,NRS_MT-10347,FW08RMT9012,1,2009,48.42986,-111.9167,12644287,2.625120353,7.541324862
nrsa0809,12845,NRS_MT-10348,FW08RMT9013,1,2009,48.92267,-108.3843,12520543,8.898388442,6.367782546
nrsa0809,14632,NRS_MT-10349,FW08RMT9130,1,2009,45.46846,-108.8446,4268026,10.30371079,7.006986378
nrsa0809,15477,NRS_NC-10117,FW08RNC9040,1,2009,34.71077,-78.45666,8816273,1.47434887,1.47434887
nrsa0809,15478,NRS_NC-10118,FW08RNC9085,1,2009,34.9297,-79.5729,9109734,1.947486372,1.329818893
nrsa0809,15479,NRS_NC-10119,FW08RNC9102,1,2009,35.02681,-77.13455,10976775,3.648109233,3.688086808
nrsa0809,15506,NRS_NJ-10032,FW08RNJ9001,1,2009,39.61718,-74.49638,9455369,0.06676338,0.397541903
nrsa0809,15507,NRS_NJ-10033,FW08RNJ9002,1,2009,39.76683,-74.67738,9445267,0.126840674,0.196774827
nrsa0809,14523,NRS_NM-10112,FW08RNM9006,1,2009,32.64896,-108.8469,3082381,0.250855222,0.653451774
nrsa0809,14445,NRS_NM-10116,FW08RNM9061,1,2009,36.33997,-105.7311,17864538,2.069772779,3.963562965
nrsa0809,14446,NRS_NM-10117,FW08RNM9067,1,2009,36.21626,-106.2481,17847152,9.736092031,2.252205713
nrsa0809,14447,NRS_NM-10118,FW08RNM9075,1,2009,33.59752,-104.3638,20805643,4.381589462,5.183943266
nrsa0809,14448,NRS_NM-10119,FW08RNM9076,1,2009,34.33291,-104.1808,20803573,4.064100955,4.365132607
nrsa0809,14524,NRS_NM-10121,FW08RNM9082,1,2009,36.06628,-104.3705,20050777,3.686734022,3.342472914
nrsa0809,15552,NRS_NY-10086,FW08RNY9001,1,2009,44.56721,-73.42542,9527431,6.157355562,2.67034005
nrsa0809,15550,NRS_NY-10087,FW08RNY9003,1,2009,44.95413,-74.83835,15475691,9.470679807,9.254843896
nrsa0809,15551,NRS_NY-10090,FW08RNY9006,1,2009,44.9154,-74.8925,15465101,8.385681337,4.516478551
nrsa0809,14379,NRS_OR-10538,FW08ROR9001,1,2009,42.15267,-124.148,23949615,0.497737852,0.816957551
nrsa0809,14380,NRS_OR-10539,FW08ROR9003,1,2009,44.64875,-121.6449,23700833,8.731950579,8.731950579
nrsa0809,14381,NRS_OR-10540,FW08ROR9004,1,2009,45.34631,-120.939,23718751,0.273282948,4.054812251
nrsa0809,14382,NRS_OR-10541,FW08ROR9007,1,2009,43.2936,-122.5403,23894288,5.074330162,2.107078582
nrsa0809,13760,NRS_OR-10542,FW08ROR9099,1,2009,42.97873,-117.7087,24541701,3.78842094,5.75614968
nrsa0809,15529,NRS_PA-10075,FW08RPA9001,1,2009,41.34266,-78.06687,8126751,0.68926361,2.543006575
nrsa0809,15530,NRS_PA-10076,FW08RPA9002,1,2009,40.34875,-77.63708,4699097,30.57780993,24.69321389
nrsa0809,15531,NRS_PA-10077,FW08RPA9003,1,2009,40.46806,-77.23191,4699831,14.83956112,17.5014428
nrsa0809,15142,NRS_RI-10034,FW08RRI91,1,2009,41.43766,-71.72254,6140894,4.922828666,1.947530399
nrsa0809,13612,NRS_SD-10370,FW08RSD9036,1,2009,45.3119,-97.86872,12716022,17.8431227,20.09339188
nrsa0809,14823,NRS_SD-10371,FW08RSD9040,1,2009,45.46339,-97.04393,4081850,50.66923012,24.01659684
nrsa0809,13613,NRS_SD-10372,FW08RSDP04R052,1,2009,45.73477,-100.6148,14490688,13.98257934,13.66397782
nrsa0809,15371,NRS_TN-10101,FW08RTN9004,1,2009,35.66345,-89.81229,7471476,4.619000298,5.396438423
nrsa0809,15372,NRS_TN-10102,FW08RTN9005,1,2009,36.47512,-89.3096,7486454,7.047516578,2.871524304
nrsa0809,15374,NRS_TN-10103,FW08RTNECO65E08,1,2009,35.6248,-88.69904,14238614,4.05125192,4.254951054
nrsa0809,15373,NRS_TN-10104,FW08RTNECO65J05,1,2009,35.03471,-88.15219,19578537,3.457930538,9.307724393
nrsa0809,15258,NRS_TX-10171,FW08RTX10341,1,2009,30.69599,-93.81187,8330482,2.622661158,3.126067979
nrsa0809,15263,NRS_TX-10172,FW08RTX11237,1,2009,30.42558,-95.12499,1519949,4.196455197,12.42845451
nrsa0809,15259,NRS_TX-10173,FW08RTX11553,1,2009,33.30487,-100.529,14033937,27.67026573,6.901849095
nrsa0809,15260,NRS_TX-10174,FW08RTX12162,1,2009,31.32719,-100.7456,5702227,9.634560945,3.984881216
nrsa0809,15261,NRS_TX-10175,FW08RTX12209,1,2009,30.49764,-99.40269,5772121,10.24427427,7.119930622
nrsa0809,15262,NRS_TX-10176,FW08RTX13110,1,2009,30.46093,-101.8261,3158041,0.574200459,1.914695231
nrsa0809,15256,NRS_TX-10177,FW08RTX9001,1,2009,30.74404,-101.6738,332914,1.65347714,2.654317537
nrsa0809,15257,NRS_TX-10178,FW08RTX9010,1,2009,29.66629,-99.54482,10644199,6.594385299,3.783966981
nrsa0809,16131,NRS_UT-10307,FW08RUT90340,1,2009,37.26668,-113.3689,10023748,1.303428887,0.731321301
nrsa0809,16128,NRS_UT-10308,FW08RUT90520,1,2009,37.76849,-112.8998,14599549,0.30310979,0.695061583
nrsa0809,16130,NRS_UT-10309,FW08RUT90790,1,2009,37.30042,-113.2468,10023596,0.468542549,0.312750163
nrsa0809,15193,NRS_UT-10310,FW08RUT9089,1,2009,38.47985,-109.3975,3379335,0.208190136,0.131428068
nrsa0809,15194,NRS_UT-10311,FW08RUT9100,1,2009,37.388,-109.6884,1399814,0.09032967,0.101813029
nrsa0809,15195,NRS_UT-10312,FW08RUT9106,1,2009,37.02631,-112.945,20654094,0.19736884,0.183952735
nrsa0809,15196,NRS_UT-10313,FW08RUT9122,1,2009,40.53674,-109.6075,1393007,1.12365154,1.081197221
nrsa0809,15198,NRS_UT-10314,FW08RUT94520,1,2009,37.97772,-111.6555,3277521,0.218268082,0.434968674
nrsa0809,15199,NRS_UT-10315,FW08RUT94590,1,2009,37.86413,-111.6366,3278555,0.038919512,0.388046577
nrsa0809,16129,NRS_UT-10316,FW08RUT95790,1,2009,37.98311,-109.5166,3381445,0.147261304,0.137571415
nrsa0809,16139,NRS_UT-10317,FW08RUT95820,1,2009,37.93779,-109.637,3381489,0.235799751,0.173073191
nrsa0809,16134,NRS_UT-10318,FW08RUT95821,1,2009,38.60838,-109.5319,3379019,0.176617241,0.168456927
nrsa0809,16133,NRS_UT-10319,FW08RUT95825,1,2009,39.85673,-111.6149,10350732,4.199647752,3.227453939
nrsa0809,16140,NRS_UT-10320,FW08RUT98755,1,2009,38.64942,-109.2131,18369694,0.206059639,0.115169582
nrsa0809,16132,NRS_UT-10321,FW08RUT99066,1,2009,39.25739,-111.5517,5302463,8.529832578,7.032992491
nrsa0809,15197,NRS_UT-10322,FW08RUT99260,1,2009,38.05297,-111.4552,3276941,0.433683123,0.869702712
nrsa0809,15649,NRS_VA-10114,FW08RVA9005,1,2009,32.81829,-79.98198,9629719,0.080907547,0.080907547
nrsa0809,15650,NRS_VA-10115,FW08RVA9017,1,2009,37.34013,-76.70387,9896820,0.02251883,0.035663916
nrsa0809,14887,NRS_VA-10116,FW08RVA9026,1,2009,36.5585,-76.92782,11585458,0.649264078,2.497587328
nrsa0809,15651,NRS_VA-10117,FW08RVA9089,1,2009,37.6437,-78.04607,8575913,9.85350611,12.80827337
nrsa0809,15962,NRS_VA-10118,FW08RVA9215,1,2009,36.90511,-81.72063,19761472,21.94846457,23.79300928
nrsa0809,14238,NRS_WA-10378,FW08RWA9901,1,2009,48.00464,-124.3704,23838642,4.333377866,0.804846031
