SITE_ID,VISIT_NO,YEAR,UID,COMID,LAT_DD83,LON_DD83,REALM,PFC_ALG,PFC_AQM,PFC_BRS,PFC_HUM,PFC_LVT,PFC_LWD,PFC_OHV,PFC_RCK,PFC_UCB,XFC_ALG,XFC_ALL,XFC_AQM,XFC_BRS,XFC_HUM,XFC_LVT,XFC_LWD,XFC_NAT,XFC_OHV,XFC_RCK,XFC_UCB,SumAll_PFC,SumAll_noAlgAQM,SumNat_PFC,SumBig_PFC,XFC_NAT_ALG_AQM
CTR9-0906,1,2014,147764,6109553,41.84447691,-72.6319959,BOATABLE,0,0.181818182,0.454545455,0.090909091,0,0.545454545,0,0,0,0,0.238636364,0.027272727,0.059090909,0.022727273,0,0.129545455,0.188636364,0,0,0,1.272727273,1.090909091,1.181818182,1,0.215909091
CTR9-0906,2,2014,149851,6109553,41.84447691,-72.6319959,BOATABLE,0,0.545454545,0.727272727,0.090909091,0.090909091,0.909090909,0,0.090909091,0,0,0.195454545,0.063636364,0.036363636,0.022727273,0.004545455,0.063636364,0.109090909,0,0.004545455,0,2.454545454,1.909090909,2.363636363,1.818181818,0.172727274
CTRF-0001,1,2014,147992,6109107,41.93703116,-72.82133006,WADEABLE,0,0,0.181818182,0.090909091,0.545454545,0.363636364,0.818181818,0.636363636,0.090909091,0,0.256818182,0,0.027272727,0.004545455,0.063636364,0.018181818,0.252272727,0.106818182,0.031818182,0.004545455,2.727272727,2.727272727,2.636363636,2.636363636,0.252272728
CTRM-1001,1,2014,1000134,7702710,41.4848476,-72.50888446,BOATABLE,0,0.909090909,0,0.090909091,0.090909091,0,0.454545455,0.454545455,0,0,0.263636364,0.172727273,0,0.022727273,0.004545455,0,0.068181818,0.040909091,0.022727273,0,2.000000001,1.090909092,1.90909091,1.000000001,0.240909092
CTRM-1002,1,2014,152994,7701098,41.65626301,-72.62597423,BOATABLE,0,0.727272727,0.454545455,0.181818182,0,0.363636364,0.272727273,0,0,0,0.304545455,0.090909091,0.022727273,0.159090909,0,0.018181818,0.054545455,0.013636364,0,0,2.000000001,1.272727274,1.818181819,1.090909092,0.145454546
CTRM-1003,1,2014,152995,7700910,41.9840389,-72.60439029,BOATABLE,0,0.454545455,0.272727273,0,0,0.272727273,0.545454545,0.636363636,0.1,0,0.450454545,0.106818182,0.061363636,0,0,0.031818182,0.343636364,0.027272727,0.218181818,0.005,2.281818182,1.827272727,2.281818182,1.827272727,0.450454545
CTRO-1019,1,2014,151374,6109641,41.77170445,-72.90107561,BOATABLE,0,0,0.363636364,0.181818182,0,0.272727273,0.090909091,1,0.272727273,0,0.813636364,0,0.018181818,0.075,0,0.013636364,0.738636364,0.004545455,0.652272727,0.05,2.181818183,2.181818183,2.000000001,2.000000001,0.738636364
CTRO-1020,1,2014,146750,6109531,41.89033969,-72.73277527,BOATABLE,0,0,0.454545455,0.454545455,0,0.636363636,1,1,0,0,0.434090909,0,0.022727273,0.040909091,0,0.05,0.393181818,0.252272727,0.068181818,0,3.545454546,3.545454546,3.090909091,3.090909091,0.393181818
CTRO-1021,1,2014,152220,6163249,41.56664163,-72.04505706,BOATABLE,0,0.090909091,0,0.454545455,0.090909091,0.090909091,0.454545455,1,0,0,0.181818182,0.004545455,0,0.059090909,0.004545455,0.004545455,0.118181818,0.022727273,0.086363636,0,2.181818183,2.090909092,1.727272728,1.636363637,0.122727274
CTRO-1022,1,2014,147661,7718432,41.33153105,-73.11449574,BOATABLE,0,0.818181818,0,0.818181818,0.090909091,0,0.363636364,0.818181818,0.090909091,0,0.488636364,0.131818182,0,0.179545455,0.004545455,0,0.177272727,0.054545455,0.113636364,0.004545455,3,2.181818182,2.181818182,1.363636364,0.309090911
CTS9-0916,1,2013,11279,6177838,41.38091845,-72.78024571,WADEABLE,0.090909091,0,0.818181818,0,0.727272727,0.363636364,0.272727273,1,0.727272727,0.004545455,0.543181818,0,0.077272727,0,0.054545455,0.084090909,0.538636364,0.013636364,0.272727273,0.036363636,4,3.909090909,4,3.909090909,0.543181819
CTS9-0916,2,2013,11631,6177838,41.38091845,-72.78024571,WADEABLE,0,0,0.818181818,0,0.909090909,0.454545455,0.727272727,1,0.818181818,0,0.615909091,0,0.125,0,0.063636364,0.059090909,0.615909091,0.036363636,0.272727273,0.059090909,4.727272727,4.727272727,4.727272727,4.727272727,0.615909091
CTS9-0917,1,2013,10678,7717144,41.39886616,-73.38664778,WADEABLE,0,0.090909091,1,0.090909091,0.181818182,0.545454545,0.545454545,0.727272727,0.090909091,0,0.381818182,0.022727273,0.159090909,0.004545455,0.009090909,0.063636364,0.354545455,0.081818182,0.036363636,0.004545455,3.272727272,3.181818181,3.181818181,3.09090909,0.377272728
CTS9-0921,1,2013,10835,7713500,41.88046368,-73.49701751,WADEABLE,1,0,1,0,0.416666667,0.5,0.75,0.166666667,0.583333333,0.14375,0.702083333,0,0.19375,0,0.0375,0.102083333,0.558333333,0.1375,0.025,0.0625,4.416666667,3.416666667,4.416666667,3.416666667,0.702083333
CTS9-0921,2,2013,11146,7713500,41.88046368,-73.49701751,WADEABLE,1,0,0.818181818,0.181818182,0.272727273,0.181818182,0.727272727,0.545454545,0.545454545,0.481818182,0.863636364,0,0.113636364,0.009090909,0.013636364,0.027272727,0.372727273,0.127272727,0.045454545,0.045454545,4.272727272,3.272727272,4.09090909,3.09090909,0.854545454
CTSS-1077,1,2013,10298,7698286,42.01008871,-72.6323238,WADEABLE,0.090909091,0.727272727,0.636363636,0,0.181818182,0.090909091,1,0,0.909090909,0.004545455,0.440909091,0.120454545,0.031818182,0,0.009090909,0.004545455,0.315909091,0.225,0,0.045454545,3.636363636,2.818181818,3.636363636,2.818181818,0.440909091
CTSS-1079,1,2013,11819,7700772,41.6994476,-72.52501285,WADEABLE,0.727272727,0.545454545,0.909090909,0.363636364,0.181818182,0.454545455,0.909090909,0.454545455,0.181818182,0.036363636,0.634090909,0.045454545,0.118181818,0.036363636,0.009090909,0.070454545,0.515909091,0.172727273,0.136363636,0.009090909,4.727272728,3.454545456,4.363636364,3.090909092,0.597727271
CTSS-1080,1,2013,11934,7712952,41.61152706,-73.44650928,WADEABLE,0.363636364,0.636363636,0.909090909,0.181818182,0.272727273,0.454545455,0,0.818181818,0.090909091,0.018181818,0.415909091,0.031818182,0.081818182,0.027272727,0.013636364,0.040909091,0.338636364,0,0.197727273,0.004545455,3.727272728,2.727272728,3.545454546,2.545454546,0.388636365
DELS-1027,1,2014,148220,4651956,39.63648629,-75.73171397,WADEABLE,0,0.090909091,1,0,0.454545455,0.545454545,0.636363636,0,0.1,0,0.473181818,0.004545455,0.170454545,0,0.059090909,0.081818182,0.468636364,0.152272727,0,0.005,2.827272727,2.736363636,2.827272727,2.736363636,0.473181818
DELS-1032,1,2014,152860,9406116,39.04750291,-75.73150463,WADEABLE,0,0.181818182,1,0,0.454545455,0.727272727,0.545454545,0,0.272727273,0,0.504545455,0.027272727,0.195454545,0,0.077272727,0.145454545,0.477272727,0.045454545,0,0.013636364,3.181818182,3,3.181818182,3,0.504545453
DELS-1033,1,2014,151094,8392374,38.70235696,-75.47070021,WADEABLE,0,1,0,0,0,0,0.818181818,0,0.090909091,0,0.509090909,0.427272727,0,0,0,0,0.081818182,0.077272727,0,0.004545455,1.909090909,0.909090909,1.909090909,0.909090909,0.509090909
DELS-1036,1,2013,10161,8391150,38.85148686,-75.66956361,WADEABLE,0,1,0,0,0,0,0.727272727,0,0.181818182,0,0.15,0.104545455,0,0,0,0,0.045454545,0.036363636,0,0.009090909,1.909090909,0.909090909,1.909090909,0.909090909,0.15
DELS-1038,1,2014,144934,4651394,39.69241565,-75.72293357,WADEABLE,0.818181818,1,0.545454545,0.181818182,0.454545455,0.454545455,0.818181818,0.454545455,0.090909091,0.209090909,0.645454545,0.104545455,0.027272727,0.027272727,0.095454545,0.022727273,0.304545455,0.095454545,0.059090909,0.004545455,4.818181819,3.000000001,4.636363637,2.818181819,0.618181818
DER9-0901,1,2014,147420,4652178,39.70012709,-75.63338589,BOATABLE,0.090909091,0.363636364,0.909090909,0,0.181818182,0.818181818,0.909090909,0,0,0.004545455,0.765909091,0.131818182,0.184090909,0,0.075,0.15,0.629545455,0.220454545,0,0,3.272727273,2.818181818,3.272727273,2.818181818,0.765909091
DER9-0901,2,2014,149800,4652178,39.70012709,-75.63338589,BOATABLE,0,0.272727273,0.909090909,0,0,0.363636364,0.909090909,0,0,0,0.513636364,0.031818182,0.136363636,0,0,0.036363636,0.481818182,0.309090909,0,0,2.454545455,2.181818182,2.454545455,2.181818182,0.513636363
DER9-0902,1,2014,146880,4655356,39.83429874,-75.57709346,BOATABLE,0.090909091,0.909090909,0.727272727,0,0,0.545454545,1,0,0.272727273,0.004545455,0.504545455,0.063636364,0.127272727,0,0,0.063636364,0.436363636,0.195454545,0,0.05,3.545454545,2.545454545,3.545454545,2.545454545,0.504545455
DER9-0903,1,2013,10761,8392686,38.61816615,-75.63092164,BOATABLE,0,0.545454545,0.285714286,0.3,0.285714286,0.142857143,0.428571429,0.222222222,0.142857143,0,0.961327561,0.420454545,0.089285714,0.15,0.014285714,0.007142857,0.390873016,0.078571429,0.194444444,0.007142857,2.353391054,1.807936509,2.053391054,1.507936509,0.81132756
DER9-0903,2,2013,11392,8392686,38.61816615,-75.63092164,BOATABLE,0,0.545454545,0.375,0.3,0.375,0,0.5,0.090909091,0.090909091,0,0.971988636,0.477272727,0.134375,0.2325,0.01875,0,0.262215909,0.025,0.079545455,0.004545455,2.277272727,1.731818182,1.977272727,1.431818182,0.739488637
DERO-1001,1,2013,10834,8392410,38.66194263,-75.56497877,BOATABLE,0,0.4,1,0.222222222,0.666666667,0.333333333,1,0,0.666666667,0,1.347777778,0.32,0.152777778,0.033333333,0.033333333,0.038888889,0.994444444,0.647222222,0,0.122222222,4.288888889,3.888888889,4.066666667,3.666666667,1.314444444
DERO-1002,1,2013,11858,8392764,38.57155078,-75.67426075,BOATABLE,0,1,0.545454545,0,0.454545455,0,0.545454545,0,0.272727273,0,1.152272727,0.613636364,0.147727273,0,0.106818182,0,0.538636364,0.234090909,0,0.05,2.818181818,1.818181818,2.818181818,1.818181818,1.152272728
DERO-1004,1,2014,152180,4655442,39.76041689,-75.55671729,BOATABLE,0,0,0.8,0.3,0,0.4,0.9,1,0,0,0.5425,0,0.06,0.055,0,0.02,0.4875,0.165,0.2425,0,3.4,3.4,3.1,3.1,0.4875
DERO-1005,1,2013,11420,8392650,38.6493223,-75.58961325,BOATABLE,0,0.363636364,0.454545455,0.363636364,0.636363636,0.090909091,0.636363636,0,0,0,0.988636364,0.290909091,0.040909091,0.243181818,0.152272727,0.004545455,0.454545455,0.256818182,0,0,2.545454546,2.181818182,2.181818182,1.818181818,0.745454546
DES9-0905,1,2014,146170,8391876,38.54260151,-75.52310131,BOATABLE,0,0,1,0,0.818181818,1,0.909090909,0,0,0,0.95,0,0.338636364,0,0.209090909,0.338636364,0.95,0.063636364,0,0,3.727272727,3.727272727,3.727272727,3.727272727,0.950000001
DES9-0905,2,2014,149155,8391876,38.54260151,-75.52310131,BOATABLE,0,0.181818182,1,0,0.727272727,1,0.636363636,0,0,0,0.586363636,0.009090909,0.254545455,0,0.036363636,0.188636364,0.577272727,0.097727273,0,0,3.545454545,3.363636363,3.545454545,3.363636363,0.586363637
DES9-0908,1,2013,11562,4765030,39.20764402,-75.74852691,WADEABLE,0,0,0.636363636,0,0.181818182,0.363636364,1,0,0.272727273,0,0.404545455,0,0.097727273,0,0.009090909,0.054545455,0.404545455,0.211363636,0,0.031818182,2.454545455,2.454545455,2.454545455,2.454545455,0.404545455
DES9-0912,1,2013,10679,4651112,39.80613511,-75.46540517,WADEABLE,0.181818182,0,0.272727273,0,0.727272727,0.090909091,1,0.818181818,0.181818182,0.009090909,0.490909091,0,0.061363636,0,0.054545455,0.004545455,0.481818182,0.227272727,0.125,0.009090909,3.272727273,3.090909091,3.272727273,3.090909091,0.490909091
DES9-0912,2,2013,11069,4651112,39.80613511,-75.46540517,WADEABLE,0,0.181818182,0.272727273,0,0.545454545,0,1,0.727272727,0.272727273,0,0.288636364,0.009090909,0.013636364,0,0.063636364,0,0.279545455,0.152272727,0.036363636,0.013636364,3,2.818181818,3,2.818181818,0.288636364
DESS-1081,1,2013,10541,4652074,39.81091406,-75.56714917,WADEABLE,0,0.181818182,0.818181818,0.090909091,0.636363636,0.454545455,0.818181818,0.909090909,0.181818182,0,0.540909091,0.009090909,0.059090909,0.052272727,0.031818182,0.022727273,0.479545455,0.077272727,0.279545455,0.009090909,4.090909091,3.909090909,4,3.818181818,0.488636364
DESS-1085,1,2013,10369,4651344,39.72867291,-75.68321793,WADEABLE,0.181818182,0.454545455,0.636363636,0.181818182,0.363636364,0.090909091,0.636363636,0.818181818,0.454545455,0.009090909,0.384090909,0.022727273,0.05,0.045454545,0.018181818,0.004545455,0.306818182,0.05,0.161363636,0.022727273,3.818181819,3.181818182,3.636363637,3,0.338636364
DESS-1090,1,2013,11517,8074582,39.19811005,-75.57552037,WADEABLE,0,0,0.75,0,0.5,0.5,0.666666667,0,0.416666667,0,0.372916667,0,0.16875,0,0.041666667,0.058333333,0.372916667,0.083333333,0,0.020833333,2.833333334,2.833333334,2.833333334,2.833333334,0.372916666
DESS-1092,1,2014,144295,4651342,39.72248611,-75.66642455,WADEABLE,0.818181818,1,1,0,0.818181818,0.181818182,0.909090909,1,0.363636364,0.040909091,0.486363636,0.104545455,0.05,0,0.040909091,0.009090909,0.340909091,0.045454545,0.177272727,0.018181818,6.090909091,4.272727273,6.090909091,4.272727273,0.486363636
DESS-1096,1,2014,153630,4651260,39.74564241,-75.51300199,BOATABLE,0,0.6,1,0.2,0.1,0.3,0.4,0,0,0,0.3875,0.135,0.09,0.0825,0.025,0.015,0.17,0.04,0,0,2.6,2,2.4,1.8,0.305
FLLS-1047,1,2014,139340,16659143,30.01740882,-81.97160572,WADEABLE,0,0.636363636,1,0,0.727272727,0.090909091,0.909090909,0,0.090909091,0,0.275,0.05,0.134090909,0,0.036363636,0.004545455,0.225,0.045454545,0,0.004545455,3.454545454,2.818181818,3.454545454,2.818181818,0.275
FLLS-1049,1,2014,138840,21490938,27.41211226,-81.14118908,BOATABLE,0,0.8,0.363636364,0,0.454545455,0.272727273,0.909090909,0,0,0,0.878409091,0.4125,0.036363636,0,0.181818182,0.061363636,0.465909091,0.186363636,0,0,2.800000001,2.000000001,2.800000001,2.000000001,0.87840909
FLLS-1063,1,2014,141201,16837810,27.0959589,-82.21519341,WADEABLE,0,0.545454545,0.454545455,0,0.181818182,0,0.363636364,0,0.181818182,0,0.179545455,0.027272727,0.022727273,0,0.084090909,0,0.152272727,0.036363636,0,0.009090909,1.727272728,1.181818183,1.727272728,1.181818183,0.179545454
FLLS-1064,1,2014,155880,2298868,29.87305886,-85.12801203,BOATABLE,0,0.5,0.6,0,0.2,0.1,1,0,0,0,0.24,0.045,0.03,0,0.01,0.005,0.195,0.15,0,0,2.4,1.9,2.4,1.9,0.24
FLR9-0901,1,2014,138621,10365852,30.35243432,-84.68591558,BOATABLE,0,0,0.909090909,0,0.909090909,0.272727273,0.818181818,0,0,0,0.418181818,0,0.136363636,0,0.136363636,0.013636364,0.418181818,0.131818182,0,0,2.909090909,2.909090909,2.909090909,2.909090909,0.418181818
FLR9-0901,2,2014,140110,10365852,30.35243432,-84.68591558,BOATABLE,0,0,1,0,0.909090909,0.545454545,0.818181818,0,0,0,0.686363636,0,0.254545455,0,0.225,0.081818182,0.686363636,0.125,0,0,3.272727272,3.272727272,3.272727272,3.272727272,0.686363637
FLR9-0902,1,2014,138540,2298768,29.98458621,-85.03298899,BOATABLE,0,0,0.818181818,0,1,0.818181818,1,0,0.090909091,0,0.652272727,0,0.15,0,0.206818182,0.040909091,0.652272727,0.25,0,0.004545455,3.727272727,3.727272727,3.727272727,3.727272727,0.652272728
FLR9-0902,2,2014,139570,2298768,29.98458621,-85.03298899,BOATABLE,0,0,1,0,1,0.363636364,1,0,0.090909091,0,0.802272727,0,0.152272727,0,0.336363636,0.018181818,0.802272727,0.290909091,0,0.004545455,3.454545455,3.454545455,3.454545455,3.454545455,0.802272727
FLR9-0903,1,2014,138743,21491788,27.41501906,-81.13116611,BOATABLE,0.090909091,1,0.454545455,0,1,0.272727273,0.818181818,0,0,0.004545455,0.597727273,0.206818182,0.059090909,0,0.152272727,0.013636364,0.386363636,0.161363636,0,0,3.636363637,2.545454546,3.636363637,2.545454546,0.597727273
FLRF-0001,1,2014,138790,18257479,30.76142742,-81.96743019,WADEABLE,0,0.181818182,0.818181818,0.272727273,0.454545455,0.090909091,0.090909091,0,0,0,0.161363636,0.009090909,0.059090909,0.061363636,0.022727273,0.004545455,0.090909091,0.004545455,0,0,1.90909091,1.727272728,1.636363637,1.454545455,0.100000001
FLRM-1001,1,2014,139872,2297314,30.21422901,-85.11153759,BOATABLE,0,0,0.909090909,0,1,0.090909091,0.909090909,0,0.090909091,0,0.627272727,0,0.118181818,0,0.334090909,0.004545455,0.627272727,0.165909091,0,0.004545455,3,3,3,3,0.627272728
FLRM-1002,1,2014,143033,2232705,29.75396082,-82.94206022,BOATABLE,0,0.181818182,1,0,1,0.636363636,1,0,0,0,0.493181818,0.009090909,0.104545455,0,0.206818182,0.031818182,0.484090909,0.140909091,0,0,3.818181818,3.636363636,3.818181818,3.636363636,0.493181819
FLRO-1024,1,2014,138892,10363290,30.58698725,-84.3573319,BOATABLE,0,0,1,0,0.909090909,0.363636364,0.909090909,0,0,0,0.515909091,0,0.140909091,0,0.202272727,0.018181818,0.515909091,0.154545455,0,0,3.181818182,3.181818182,3.181818182,3.181818182,0.515909091
FLRO-1025,1,2014,139110,2161822,29.83141236,-82.66404954,BOATABLE,0,0.363636364,0.545454545,0,0.909090909,0.272727273,0.727272727,0,0,0,0.159090909,0.036363636,0.027272727,0,0.045454545,0.013636364,0.122727273,0.036363636,0,0,2.818181818,2.454545454,2.818181818,2.454545454,0.159090908
FLS9-0915,1,2014,138990,10853441,30.51884624,-87.29779287,WADEABLE,0,0.090909091,1,0,1,0.909090909,1,0,0,0,0.538636364,0.004545455,0.213636364,0,0.122727273,0.063636364,0.534090909,0.134090909,0,0,4,3.909090909,4,3.909090909,0.538636365
FLS9-0917,1,2014,138500,2135268,30.29491629,-85.29384067,WADEABLE,0,0,1,0,0.363636364,0,1,0,0.363636364,0,0.270909091,0,0.086363636,0,0.036363636,0,0.270909091,0.13,0,0.018181818,2.727272728,2.727272728,2.727272728,2.727272728,0.27090909
FLS9-0918,1,2014,138980,1978632,30.18840677,-83.60818538,WADEABLE,0,0,1,0,0.909090909,0.363636364,1,0,0,0,0.309090909,0,0.140909091,0,0.045454545,0.018181818,0.309090909,0.104545455,0,0,3.272727273,3.272727273,3.272727273,3.272727273,0.309090909
FLS9-0919,1,2014,138841,16729474,27.05895881,-81.38416097,WADEABLE,0,0.909090909,0.545454545,0,0.909090909,0.363636364,0.909090909,0,0,0,0.593181818,0.081818182,0.129545455,0,0.111363636,0.065909091,0.511363636,0.204545455,0,0,3.636363636,2.727272727,3.636363636,2.727272727,0.593181819
FLS9-0921,1,2014,138501,2157160,30.1072406,-82.13395911,WADEABLE,0,0,0.909090909,0,1,0.454545455,0.363636364,0,0,0,0.263636364,0,0.118181818,0,0.104545455,0.022727273,0.263636364,0.018181818,0,0,2.727272728,2.727272728,2.727272728,2.727272728,0.263636364
FLS9-0921,2,2014,139380,2157160,30.1072406,-82.13395911,WADEABLE,0,0,1,0,0.727272727,0.181818182,0.181818182,0,0.272727273,0,0.209090909,0,0.140909091,0,0.036363636,0.009090909,0.209090909,0.009090909,0,0.013636364,2.363636364,2.363636364,2.363636364,2.363636364,0.209090909
FLS9-0922,1,2014,138842,16683323,29.77762355,-81.30897471,WADEABLE,0,0,1,0,0.454545455,0,0.909090909,0,0.181818182,0,0.320454545,0,0.086363636,0,0.040909091,0,0.320454545,0.184090909,0,0.009090909,2.545454546,2.545454546,2.545454546,2.545454546,0.320454545
FLS9-0923,1,2014,138843,2134118,30.75285334,-85.25415423,WADEABLE,0,0,1,0,1,0.272727273,1,0,0,0,0.418181818,0,0.140909091,0,0.104545455,0.031818182,0.418181818,0.140909091,0,0,3.272727273,3.272727273,3.272727273,3.272727273,0.418181819
FLS9-0929,1,2014,141390,791038,30.96981875,-86.99358917,WADEABLE,0,0.909090909,1,0,1,0.727272727,0.909090909,0,0.181818182,0,0.4,0.045454545,0.140909091,0,0.068181818,0.054545455,0.354545455,0.081818182,0,0.009090909,4.727272727,3.818181818,4.727272727,3.818181818,0.4
FLS9-0929,2,2014,143550,791038,30.96981875,-86.99358917,WADEABLE,0,0.818181818,1,0,0.818181818,0.818181818,0.909090909,0,0,0,0.290909091,0.059090909,0.086363636,0,0.040909091,0.059090909,0.231818182,0.045454545,0,0,4.363636363,3.545454545,4.363636363,3.545454545,0.29090909
FLSS-1068,1,2014,138690,897081,30.76110102,-86.2643273,WADEABLE,0,0.090909091,0.636363636,0,0.909090909,0.090909091,1,0,0,0,0.563636364,0.004545455,0.05,0,0.118181818,0.022727273,0.559090909,0.368181818,0,0,2.727272727,2.636363636,2.727272727,2.636363636,0.563636364
FLSS-1069,1,2014,138551,38910,27.32147064,-80.57937758,BOATABLE,1,1,0.090909091,0,0,0,0.090909091,0,0,0.05,0.127272727,0.068181818,0.004545455,0,0,0,0.009090909,0.004545455,0,0,2.181818182,0.181818182,2.181818182,0.181818182,0.127272728
FLSS-1076,1,2014,139560,61882,26.6250017,-80.16232866,WADEABLE,1,0.909090909,0.272727273,0.181818182,0,0.090909091,0,0,0,0.436363636,0.818181818,0.336363636,0.013636364,0.027272727,0,0.004545455,0.018181818,0,0,0,2.454545455,0.545454546,2.272727273,0.363636364,0.790909091
FLSS-1107,1,2014,140970,16846774,26.66815525,-81.98963866,BOATABLE,0.090909091,1,0.090909091,0.363636364,0,0.090909091,0.636363636,0,0,0.004545455,0.820454545,0.738636364,0.004545455,0.018181818,0,0.004545455,0.059090909,0.05,0,0,2.272727273,1.181818182,1.909090909,0.818181818,0.802272729
FW08AL001,1,2009,13371,21655990,33.22341539,-86.88815694,WADEABLE,0,0,0.181818182,0,0,0.090909091,0.272727273,0.090909091,0.090909091,0,0.036363636,0,0.009090909,0,0,0.004545455,0.036363636,0.013636364,0.004545455,0.004545455,0.727272728,0.727272728,0.727272728,0.727272728,0.036363638
FW08AL001,2,2009,13791,21655990,33.22341539,-86.88815694,WADEABLE,0,0,0.181818182,0,0,0.090909091,0,0.454545455,0.181818182,0,0.045454545,0,0.009090909,0,0,0.004545455,0.045454545,0,0.022727273,0.009090909,0.90909091,0.90909091,0.90909091,0.90909091,0.045454546
FW08AL002,1,2009,13792,21655478,33.424918,-86.77562358,WADEABLE,0,0,0.727272727,0.090909091,0.272727273,0.090909091,0.909090909,0.909090909,0.181818182,0,0.640909091,0,0.090909091,0.052272727,0.031818182,0.022727273,0.588636364,0.213636364,0.202272727,0.027272727,3.181818182,3.181818182,3.090909091,3.090909091,0.588636364
FW08AL002,2,2009,13793,21655478,33.424918,-86.77562358,WADEABLE,0,0,0.545454545,0.090909091,0.636363636,0.181818182,0.909090909,1,0,0,0.636363636,0,0.063636364,0.079545455,0.086363636,0.045454545,0.556818182,0.154545455,0.206818182,0,3.363636363,3.363636363,3.272727272,3.272727272,0.556818182
FW08AL003,1,2009,14525,2409198,31.67663561,-87.08381335,WADEABLE,0,0.6,0.6,0.222222222,0.6,0.4,1,0.1,0.2,0,0.573333333,0.1425,0.11,0.033333333,0.03,0.02,0.3975,0.2225,0.005,0.01,3.722222222,3.122222222,3.5,2.9,0.54
FW08AL004,1,2009,13794,22203253,33.87273064,-86.32362837,WADEABLE,0,0,1,0.181818182,1,0.090909091,0.909090909,0.181818182,0.454545455,0,0.643181818,0,0.122727273,0.056818182,0.188636364,0.004545455,0.586363636,0.129545455,0.045454545,0.095454545,3.818181819,3.818181819,3.636363637,3.636363637,0.586363637
FW08AL006,1,2009,13902,22273974,32.99386913,-86.3618639,WADEABLE,0,0.090909091,0.636363636,0,0,0,0.272727273,0,0.636363636,0,0.081818182,0.004545455,0.031818182,0,0,0,0.077272727,0.013636364,0,0.031818182,1.636363636,1.545454545,1.636363636,1.545454545,0.081818183
FW08AL007,1,2009,13795,18670272,34.09180468,-87.73796193,WADEABLE,0,0,0.636363636,0,0.727272727,0.090909091,0.818181818,0.181818182,1,0,0.281818182,0,0.086363636,0,0.036363636,0.004545455,0.281818182,0.040909091,0.009090909,0.104545455,3.454545454,3.454545454,3.454545454,3.454545454,0.281818182
FW08AL008,1,2009,13796,22202275,33.77873961,-85.75962636,WADEABLE,0,0,0.818181818,0.181818182,0.818181818,0.090909091,0.818181818,0.363636364,0,0,0.625,0,0.161363636,0.159090909,0.095454545,0.004545455,0.465909091,0.131818182,0.072727273,0,3.090909091,3.090909091,2.909090909,2.909090909,0.465909091
FW08AL009,1,2009,13798,18227941,33.35811668,-87.14547143,WADEABLE,0,0,0.818181818,0,0.181818182,0.090909091,0.636363636,0.454545455,0.090909091,0,0.197727273,0,0.040909091,0,0.009090909,0.004545455,0.197727273,0.031818182,0.106818182,0.004545455,2.272727273,2.272727273,2.272727273,2.272727273,0.197727274
FW08AL011,1,2009,12992,19645438,34.71586192,-85.61116941,WADEABLE,0.090909091,0.272727273,0.272727273,0,0.181818182,0,0.272727273,0.272727273,0.727272727,0.004545455,0.279545455,0.013636364,0.013636364,0,0.009090909,0,0.261363636,0.013636364,0.05,0.175,2.090909092,1.727272728,2.090909092,1.727272728,0.279545456
FW08AL012,2,2009,12993,19594712,34.95092177,-87.042028,BOATABLE,0,0.090909091,0.909090909,0,0.272727273,0.636363636,0.636363636,0,0,0,0.163636364,0.004545455,0.045454545,0,0.013636364,0.068181818,0.159090909,0.031818182,0,0,2.545454545,2.454545454,2.545454545,2.454545454,0.163636364
FW08AL012,1,2009,12993,19598502,34.95092177,-87.042028,BOATABLE,0,0,0.909090909,0,0.272727273,0.636363636,0.727272727,0.090909091,0.363636364,0,0.204545455,0,0.081818182,0,0.013636364,0.05,0.204545455,0.036363636,0.004545455,0.018181818,3,3,3,3,0.204545455
FW08AL013,1,2009,13800,22034461,33.26014983,-85.50357137,WADEABLE,0,0,0.818181818,0,0.181818182,0,0.545454545,0,0.545454545,0,0.140909091,0,0.059090909,0,0.009090909,0,0.140909091,0.045454545,0,0.027272727,2.09090909,2.09090909,2.09090909,2.09090909,0.14090909
FW08AL014,1,2009,13801,21717690,32.48594218,-85.72031495,BOATABLE,0.090909091,0,0.818181818,0,0.181818182,0.363636364,0.818181818,0,0.272727273,0.004545455,0.265909091,0,0.125,0,0.027272727,0.036363636,0.261363636,0.059090909,0,0.013636364,2.545454546,2.454545455,2.545454546,2.454545455,0.265909091
FW08AL015,1,2009,14526,2413396,31.08686327,-87.08175172,BOATABLE,0,0.181818182,0.727272727,0,0.181818182,0.545454545,0.636363636,0,0.090909091,0,0.227272727,0.009090909,0.054545455,0,0.009090909,0.045454545,0.218181818,0.104545455,0,0.004545455,2.363636363,2.181818181,2.363636363,2.181818181,0.227272728
FW08AL016,1,2009,13372,19580273,34.69505835,-87.76208738,BOATABLE,0,0.090909091,0.909090909,0,0.090909091,0.727272727,0.727272727,0,0.727272727,0,0.740909091,0.004545455,0.290909091,0,0.022727273,0.156818182,0.736363636,0.109090909,0,0.156818182,3.272727272,3.181818181,3.272727272,3.181818181,0.740909092
FW08AL016,2,2009,13802,19580273,34.69505835,-87.76208738,BOATABLE,0,0,1,0,0.181818182,0.909090909,0.636363636,0,0.363636364,0,0.3,0,0.159090909,0,0.009090909,0.081818182,0.3,0.031818182,0,0.018181818,3.090909091,3.090909091,3.090909091,3.090909091,0.3
