nrsa_survey,UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,LAT_DD83,LON_DD83,COMID,GrazingHabitatCat,GrazingHabitatWs
nrsa0809,15260,NRS_TX-10174,FW08RTX12162,1,2009,31.32719,-100.7456,5702227,21188.57143,13501.60717
nrsa0809,15261,NRS_TX-10175,FW08RTX12209,1,2009,30.49764,-99.40269,5772121,16986.08696,12579.58022
nrsa0809,15262,NRS_TX-10176,FW08RTX13110,1,2009,30.46093,-101.8261,3158041,8445.951576,12973.35269
nrsa0809,15256,NRS_TX-10177,FW08RTX9001,1,2009,30.74404,-101.6738,332914,7630.111577,13308.91614
nrsa0809,15257,NRS_TX-10178,FW08RTX9010,1,2009,29.66629,-99.54482,10644199,12535.14273,8574.009169
nrsa0809,16131,NRS_UT-10307,FW08RUT90340,1,2009,37.26668,-113.3689,10023748,1394.425858,920.1690784
nrsa0809,16128,NRS_UT-10308,FW08RUT90520,1,2009,37.76849,-112.8998,14599549,3446.885406,4936.713998
nrsa0809,16130,NRS_UT-10309,FW08RUT90790,1,2009,37.30042,-113.2468,10023596,723.9100079,682.2542108
nrsa0809,15193,NRS_UT-10310,FW08RUT9089,1,2009,38.47985,-109.3975,3379335,1744.937483,1116.015908
nrsa0809,15194,NRS_UT-10311,FW08RUT9100,1,2009,37.388,-109.6884,1399814,567.2864777,521.2619143
nrsa0809,15195,NRS_UT-10312,FW08RUT9106,1,2009,37.02631,-112.945,20654094,371.1197549,271.7802804
nrsa0809,15196,NRS_UT-10313,FW08RUT9122,1,2009,40.53674,-109.6075,1393007,1179.768403,1327.763186
nrsa0809,15198,NRS_UT-10314,FW08RUT94520,1,2009,37.97772,-111.6555,3277521,797.8320568,1838.468421
nrsa0809,15199,NRS_UT-10315,FW08RUT94590,1,2009,37.86413,-111.6366,3278555,213.3170136,1628.624108
nrsa0809,16129,NRS_UT-10316,FW08RUT95790,1,2009,37.98311,-109.5166,3381445,860.2107137,761.7089048
nrsa0809,16139,NRS_UT-10317,FW08RUT95820,1,2009,37.93779,-109.637,3381489,2567.970189,984.2808044
nrsa0809,16134,NRS_UT-10318,FW08RUT95821,1,2009,38.60838,-109.5319,3379019,2137.814119,2066.725394
nrsa0809,16133,NRS_UT-10319,FW08RUT95825,1,2009,39.85673,-111.6149,10350732,2941.824531,2009.726165
nrsa0809,16140,NRS_UT-10320,FW08RUT98755,1,2009,38.64942,-109.2131,18369694,2597.762197,1409.03277
nrsa0809,16132,NRS_UT-10321,FW08RUT99066,1,2009,39.25739,-111.5517,5302463,3282.712063,4408.403062
nrsa0809,15197,NRS_UT-10322,FW08RUT99260,1,2009,38.05297,-111.4552,3276941,1624.652213,2347.153985
nrsa0809,15649,NRS_VA-10114,FW08RVA9005,1,2009,32.81829,-79.98198,9629719,5002.724796,5002.724796
nrsa0809,15650,NRS_VA-10115,FW08RVA9017,1,2009,37.34013,-76.70387,9896820,6549.517413,8643.438723
nrsa0809,14887,NRS_VA-10116,FW08RVA9026,1,2009,36.5585,-76.92782,11585458,12744.13146,16507.94155
nrsa0809,15651,NRS_VA-10117,FW08RVA9089,1,2009,37.6437,-78.04607,8575913,20033.51648,7768.624953
nrsa0809,15962,NRS_VA-10118,FW08RVA9215,1,2009,36.90511,-81.72063,19761472,8359.925201,8064.774332
nrsa0809,14238,NRS_WA-10378,FW08RWA9901,1,2009,48.00464,-124.3704,23838642,22069.39052,2937.154382
nrsa0809,14239,NRS_WA-10379,FW08RWA9902,1,2009,48.58549,-121.3961,24255129,2164.363681,643.9967711
nrsa0809,14240,NRS_WA-10380,FW08RWA9903,1,2009,47.69196,-120.7109,23080688,2122.221344,2486.459391
nrsa0809,15107,NRS_WI-10105,FW08RWI9029,1,2009,46.25978,-90.62792,1815835,11978.75144,12996.52348
nrsa0809,13751,NRS_WI-10106,FW08RWI9044,1,2009,44.01208,-89.7883,14704844,16563.27021,7418.967417
nrsa0809,13750,NRS_WI-10107,FW08RWI9055,1,2009,42.85418,-88.39892,14768316,17168.12439,5773.317442
nrsa0809,15108,NRS_WI-10108,FW08RWI9067,1,2009,46.09463,-89.72516,13344838,1886.101579,2675.005952
nrsa0809,15109,NRS_WI-10109,FW08RWI9071,1,2009,45.92217,-90.0025,12992009,9420.243638,11421.34497
nrsa0809,15110,NRS_WI-10110,FW08RWI9074,1,2009,46.09217,-89.2615,13392271,24282.15385,7656.923057
nrsa0809,15111,NRS_WI-10111,FW08RWI9100,1,2009,45.48001,-88.53709,6820782,5160.780204,4497.759134
nrsa0809,15112,NRS_WI-10114,FW08RWI9302,1,2009,45.92169,-92.66159,2268959,1672.590278,9515.180527
nrsa0809,15114,NRS_WI-10115,FW08RWI9303,1,2009,45.47095,-91.25267,13124954,15220.59918,8565.009923
nrsa0809,15115,NRS_WI-10116,FW08RWI9304,1,2009,45.87503,-90.69371,13350886,1467.76563,8592.340482
nrsa0809,15116,NRS_WI-10117,FW08RWI9306,1,2009,42.83464,-89.17211,13296756,9832.810116,7586.315069
nrsa0809,15117,NRS_WI-10118,FW08RWI9307,1,2009,45.73785,-89.52281,13396565,11248.62324,8141.498032
nrsa0809,15965,NRS_WV-10049,FW08RWV9001,1,2009,38.21701,-81.11406,4548780,1331.953297,6303.291426
nrsa0809,15963,NRS_WV-10050,FW08RWV9020,1,2009,39.58528,-78.29736,8431728,5367.32224,7346.318276
nrsa0809,15964,NRS_WV-10051,FW08RWV9035,1,2009,37.83358,-81.05167,6920850,392.9473198,7038.967203
nrsa0809,14567,NRS_WY-10380,FW08RWY9906,1,2009,43.55212,-110.8006,23123129,5128.822343,1593.16423
nrsa0809,14568,NRS_WY-10381,FW08RWY9907,1,2009,41.40188,-106.7382,15985183,13433.51605,10956.51484
nrsa0809,15204,NRS_SC-10006,FW08SC001,1,2009,34.74262,-83.23698,6268432,3260.433779,3260.433779
nrsa0809,15214,NRS_SC-10029,FW08SC007,1,2009,34.03051,-79.72312,9175018,20358.23408,15901.99735
nrsa0809,13614,NRS_SC-10030,FW08SC008,1,2009,34.95063,-80.92319,9736242,10830.28152,8240.315367
nrsa0809,15215,NRS_SC-10032,FW08SC010,1,2009,33.77314,-79.2367,9117144,12849.32882,15168.14939
nrsa0809,15217,NRS_SC-10034,FW08SC012,1,2009,33.89328,-80.62455,9725515,9740.7991,9692.749576
nrsa0809,15218,NRS_SC-10035,FW08SC013,1,2009,34.64299,-82.45397,9867726,7741.873471,8456.344624
nrsa0809,15219,NRS_SC-10036,FW08SC014,1,2009,33.56171,-79.08679,9071892,7153.846154,13419.21901
nrsa0809,15220,NRS_SC-10037,FW08SC015,1,2009,33.61109,-82.16243,22720709,12605.04202,11288.97963
nrsa0809,15221,NRS_SC-10038,FW08SC016,1,2009,33.47844,-81.31217,10553504,15826.4954,14510.40593
nrsa0809,15234,NRS_SC-10040,FW08SC018,1,2009,33.49951,-80.10987,9661932,19839.90895,9840.178817
nrsa0809,15235,NRS_SC-10041,FW08SC019,1,2009,34.24266,-79.73193,9173814,17042.4766,14965.19293
nrsa0809,15236,NRS_SC-10042,FW08SC020,1,2009,34.13963,-81.13951,9707944,7341.873757,8554.593185
nrsa0809,15237,NRS_SC-10043,FW08SC021,1,2009,34.16665,-81.77385,9869430,13551.6485,11230.8903
nrsa0809,15239,NRS_SC-10045,FW08SC023,1,2009,34.47655,-79.73242,9175110,11227.8946,12079.08131
nrsa0809,15241,NRS_SC-10047,FW08SC026,1,2009,33.44769,-79.17217,9073938,4473.320885,13395.08081
nrsa0809,15242,NRS_SC-10049,FW08SC030,1,2009,33.90002,-78.85695,933040028,8231.993685,12830.94593
nrsa0809,13607,NRS_SD-10069,FW08SD001,1,2009,45.40523,-98.05886,12714092,25588.90527,23676.37112
nrsa0809,13608,NRS_SD-10015,FW08SD006,1,2009,45.42562,-102.3501,11252046,27008.22025,23706.95711
nrsa0809,14784,NRS_SD-10046,FW08SD011,1,2009,44.72564,-103.9701,5453070,19669.5868,20991.66774
nrsa0809,13609,NRS_SD-10111,FW08SD014,1,2009,45.15362,-102.5972,16160118,34502.25926,32819.04763
nrsa0809,14785,NRS_SD-10110,FW08SD015,1,2009,45.33701,-103.3447,16156778,28607.17502,30719.91741
nrsa0809,14787,NRS_SD-10080,FW08SD017,1,2009,44.47408,-103.2201,5457574,33931.04111,18603.67034
nrsa0809,13610,NRS_SD-10112,FW08SD018,1,2009,44.1127,-100.951,16129753,27380.6752,25387.97031
nrsa0809,14789,NRS_SD-10295,FW08SD032,1,2009,44.8032,-102.544,14536022,28349.62406,33905.53362
nrsa0809,14791,NRS_SD-10298,FW08SD035,1,2009,44.59103,-101.449,14375983,24476.11674,30198.64004
nrsa0809,NA,NRS_SD-10303,FW08SD040,1,2009,45.25933,-100.9109,11258592,21837.25891,31446.3201
nrsa0809,14798,NRS_SD-10313,FW08SD050,1,2009,43.73021,-100.441,11513217,23340.77181,20652.71654
nrsa0809,NA,NRS_SD-10314,FW08SD051,1,2009,44.64264,-101.636,14539412,32677.24289,32546.66038
nrsa0809,14800,NRS_SD-10319,FW08SD056,1,2009,45.51683,-104.0119,9790364,51646.43399,24770.05256
nrsa0809,14801,NRS_SD-10323,FW08SD060,1,2009,45.10777,-102.8961,16175464,39282.40172,33643.18384
nrsa0809,NA,NRS_SD-10330,FW08SD067,1,2009,44.75803,-101.9993,14539106,16240.625,33535.33546
nrsa0809,14805,NRS_SD-10333,FW08SD070,1,2009,43.12665,-101.7196,20180467,23364.77258,18855.82422
nrsa0809,14806,NRS_SD-10335,FW08SD072,1,2009,45.94133,-103.0026,21849733,39095.66787,26383.57933
nrsa0809,14807,NRS_SD-10338,FW08SD075,1,2009,44.34478,-100.3713,16130343,24408.46789,24791.32424
nrsa0809,14809,NRS_SD-10341,FW08SD078,1,2009,43.25298,-103.7146,9555769,17773.37756,22297.90287
nrsa0809,14810,NRS_SD-10347,FW08SD084,1,2009,43.89472,-102.649,14399470,18679.03943,21410.62186
nrsa0809,14812,NRS_SD-10352,FW08SD089,1,2009,43.78524,-102.7991,14398448,32766.24088,15105.68797
nrsa0809,14814,NRS_SD-10354,FW08SD091,1,2009,45.79515,-102.3503,21851495,30300.76579,24357.08447
nrsa0809,14818,NRS_SD-10357,FW08SD094,1,2009,43.45584,-103.181,940120175,21861.76935,22484.99681
nrsa0809,14819,NRS_SD-10358,FW08SD095,1,2009,44.01585,-101.726,16126465,20684.23994,22752.15101
nrsa0809,14816,NRS_SD-10361,FW08SD098,1,2009,43.37384,-103.9128,9554991,39156.59341,22462.19552
nrsa0809,14820,NRS_SD-10362,FW08SD100,1,2009,44.04302,-103.7701,17533401,9519.725141,4542.532681
nrsa0809,14821,NRS_SD-10363,FW08SD105,1,2009,44.37459,-103.1773,5457942,36661.41356,27913.35027
nrsa0809,14822,NRS_SD-10369,FW08SD165,1,2009,43.67917,-99.50952,11547314,8909.379949,15929.7105
nrsa0809,15356,NRS_TN-10025,FW08TN003,1,2009,36.54259,-83.76627,22540320,11643.91752,11643.91752
nrsa0809,15359,NRS_TN-10063,FW08TN016,1,2009,35.21056,-88.92373,14076988,19781.44654,14356.0874
nrsa0809,15363,NRS_TN-10079,FW08TN032,1,2009,35.35104,-89.02884,14079922,187.2659176,14067.78436
nrsa0809,15364,NRS_TN-10080,FW08TN033,1,2009,36.18486,-89.38177,7485682,9902.430366,14455.92142
nrsa0809,15365,NRS_TN-10084,FW08TN037,1,2009,35.10422,-89.77037,14207036,15450.79787,15210.93003
nrsa0809,15366,NRS_TN-10086,FW08TN039,1,2009,35.75372,-84.31074,22134241,12255.01139,7479.240688
nrsa0809,15367,NRS_TN-10087,FW08TN040,1,2009,35.14419,-86.34869,19606829,16991.05058,12716.39675
nrsa0809,15370,NRS_TN-10094,FW08TN068,1,2009,36.42499,-88.7878,7482606,17768.86131,19567.97673
nrsa0809,15243,NRS_TX-10013,FW08TX001,1,2009,30.68545,-95.2021,1492208,11134.06273,11767.6787
nrsa0809,12332,NRS_TX-10084,FW08TX002,1,2009,33.0255,-96.9194,1278566,6435.474751,6448.252611
nrsa0809,15245,NRS_TX-10054,FW08TX006,1,2009,31.95656,-94.58712,1157301,10756.11146,11371.40823
nrsa0809,15246,NRS_TX-10058,FW08TX009,1,2009,29.8878,-94.3648,1479409,9656.971877,9655.726263
nrsa0809,1318,NRS_TX-10079,FW08TX012,1,2009,35.76751,-101.3223,19969876,55205.47945,17005.36988
nrsa0809,1329,NRS_TX-10040,FW08TX015,1,2009,33.10875,-99.44199,5507060,12213.94065,15401.01923
nrsa0809,1335,NRS_TX-10088,FW08TX022,1,2009,26.04502,-97.79641,625844,29126.98413,14445.4527
nrsa0809,1327,NRS_TX-10096,FW08TX030,1,2009,25.84893,-97.43996,626188,21072.0314,14446.49084
nrsa0809,1325,NRS_TX-10104,FW08TX038,1,2009,26.2352,-98.54719,338145,21097.88654,14455.06421
nrsa0809,1337,NRS_TX-10118,FW08TX052,1,2009,34.56295,-100.6273,13955119,20220.56921,15630.34171
nrsa0809,1333,NRS_TX-10128,FW08TX062,1,2009,31.12116,-105.6636,267835,4754.251012,12707.43693
nrsa0809,1323,NRS_TX-10130,FW08TX064,1,2009,32.92485,-99.50662,5489885,12327.95136,13605.57954
nrsa0809,1336,NRS_TX-10134,FW08TX068,1,2009,32.24998,-101.3758,5714811,13582.0192,10761.29746
nrsa0809,15250,NRS_TX-10152,FW08TX119,1,2009,31.95128,-99.94792,5656286,16179.93299,16253.11694
nrsa0809,NA,NRS_TX-10168,FW08TX168,1,2009,33.94286,-98.46428,13733742,13690.90795,16540.60334
nrsa0809,15149,NRS_UT-10144,FW08UT004,1,2009,39.84468,-113.8171,10682472,2987.064468,2207.941428
nrsa0809,15165,NRS_UT-10254,FW08UT027,1,2009,37.66741,-111.2172,3278085,403.1565275,1050.850407
nrsa0809,15164,NRS_UT-10256,FW08UT029,1,2009,39.49133,-112.3849,1200162,16854.44008,10216.26325
nrsa0809,15163,NRS_UT-10257,FW08UT030,1,2009,37.27503,-109.4371,1400472,11323.08018,5048.770851
nrsa0809,15162,NRS_UT-10258,FW08UT031,1,2009,40.13113,-110.6537,11966625,2456.06737,1579.736364
nrsa0809,15168,NRS_UT-10264,FW08UT037,1,2009,38.44687,-112.2199,3507949,22172.44444,10545.19522
nrsa0809,15169,NRS_UT-10266,FW08UT039,1,2009,38.1567,-109.932,4884949,530.3185352,3444.320019
nrsa0809,15171,NRS_UT-10269,FW08UT042,1,2009,38.83728,-110.1423,4931298,7496.878905,4160.648501
nrsa0809,15173,NRS_UT-10273,FW08UT046,1,2009,37.1944,-109.7335,1385488,7089.694546,5153.416802
nrsa0809,15179,NRS_UT-10274,FW08UT047,1,2009,39.73723,-109.9502,3897409,5499.025086,4246.208197
nrsa0809,15180,NRS_UT-10276,FW08UT049,1,2009,37.24595,-111.9505,18266967,320.2162162,1013.225433
nrsa0809,15181,NRS_UT-10282,FW08UT055,1,2009,38.71403,-110.1003,4931322,6600.913872,4147.718138
nrsa0809,15182,NRS_UT-10285,FW08UT058,1,2009,39.21068,-110.1731,3910709,222.7127741,3660.290775
nrsa0809,15183,NRS_UT-10287,FW08UT060,1,2009,40.49145,-109.1767,1374240,601.5968712,4776.082629
nrsa0809,15185,NRS_UT-10288,FW08UT061,1,2009,38.51678,-112.2651,3504569,3977.600848,10440.22504
nrsa0809,15190,NRS_UT-10291,FW08UT064,1,2009,41.12036,-111.7658,10276016,10886.26352,8158.072439
nrsa0809,15228,NRS_UT-10293,FW08UT070,1,2009,38.54469,-109.5048,3378763,3559.209009,2175.008464
nrsa0809,15188,NRS_UT-10295,FW08UT076,1,2009,40.72061,-109.5943,1392379,1047.854785,958.3075245
nrsa0809,15189,NRS_UT-10303,FW08UT097,1,2009,37.36429,-112.3426,20705331,2780.301602,1551.936901
nrsa0809,15192,NRS_UT-10306,FW08UT112,1,2009,40.86654,-110.9017,7888118,12505.58977,12505.58977
nrsa0809,14872,NRS_VA-10024,FW08VA002,1,2009,38.17732,-79.37611,8538335,2295.394268,2295.394268
nrsa0809,15630,NRS_VA-10066,FW08VA003,1,2009,36.93005,-78.3576,8743673,13043.91428,13111.46302
nrsa0809,15631,NRS_VA-10047,FW08VA004,1,2009,36.78167,-79.8343,8671625,10836.41863,9401.580628
nrsa0809,15632,NRS_VA-10074,FW08VA009,1,2009,37.50908,-79.38327,8549713,14357.54717,10139.58437
nrsa0809,15638,NRS_VA-10097,FW08VA032,1,2009,36.93048,-77.20293,8724117,27164.13374,14763.35487
nrsa0809,15639,NRS_VA-10098,FW08VA033,1,2009,36.57394,-79.75946,8673555,8864.833754,7662.729036
nrsa0809,15640,NRS_VA-10100,FW08VA035,1,2009,38.34816,-77.571,8476924,6698.184371,9343.480384
nrsa0809,15641,NRS_VA-10101,FW08VA036,1,2009,36.59568,-78.95497,8693267,15066.46996,15694.67669
nrsa0809,15644,NRS_VA-10104,FW08VA039,1,2009,37.5237,-78.31031,8575561,11588.42679,14652.22568
nrsa0809,14882,NRS_VA-10105,FW08VA040,1,2009,39.15394,-77.73735,4506078,18668.91359,18668.91359
nrsa0809,14888,NRS_VA-10106,FW08VA041,1,2009,36.61999,-82.82102,14640675,8396.464582,6940.488493
nrsa0809,15645,NRS_VA-10109,FW08VA044,1,2009,37.48188,-77.56225,10065867,6305.334539,4838.866691
nrsa0809,15646,NRS_VA-10110,FW08VA045,1,2009,37.04539,-79.25319,8649760,12020.15867,12020.15867
nrsa0809,14885,NRS_VA-10111,FW08VA046,1,2009,36.77219,-81.17728,6888570,3306.310034,3267.122082
nrsa0809,15647,NRS_VA-10112,FW08VA047,1,2009,37.8603,-78.26742,8568309,7054.593511,7537.825646
nrsa0809,15648,NRS_VA-10113,FW08VA048,1,2009,36.78428,-78.04688,8744415,8976.855394,13382.06236
nrsa0809,13648,NRS_VT-10104,FW08VT012,1,2009,43.48265,-72.62774,6090151,4701.681463,4701.681463
nrsa0809,13506,NRS_VT-10107,FW08VT015,1,2009,43.71524,-72.92352,22220811,14223.21429,5305.565913
nrsa0809,13507,NRS_VT-10109,FW08VT017,1,2009,44.98024,-71.54415,4592789,6771.181341,8007.587363
nrsa0809,15362,NRS_VT-10111,FW08VT019,1,2009,44.93774,-72.69974,4590283,6888.713782,7185.333166
nrsa0809,14234,NRS_VT-10112,FW08VT020,1,2009,44.0747,-72.25039,4573941,6338.514272,5089.232175
nrsa0809,14261,NRS_VT-10116,FW08VT024,1,2009,43.0952,-72.83497,10102544,7229.324707,5525.577689
nrsa0809,13508,NRS_VT-10117,FW08VT025,1,2009,43.76414,-72.63539,6084005,13856.53791,7083.784198
nrsa0809,15132,NRS_WA-10195,FW08WA004,1,2009,46.8963,-121.99,23982189,7764.805808,6341.481815
nrsa0809,15783,NRS_WA-10346,FW08WA036,1,2009,46.65599,-117.4141,23449543,2718.56,10064.5444
nrsa0809,14896,NRS_WA-10347,FW08WA037,1,2009,46.27822,-122.9934,24249204,8916.663198,7738.293729
nrsa0809,15850,NRS_WA-10351,FW08WA041,1,2009,45.91403,-122.8097,24520492,5317.919075,9092.047506
nrsa0809,NA,NRS_WA-10354,FW08WA044,1,2009,46.40442,-120.2896,23099768,12930.24691,6473.934392
nrsa0809,14655,NRS_WA-10362,FW08WA066,1,2009,47.42374,-121.0765,24125883,2492.821194,2273.251475
nrsa0809,14654,NRS_WA-10368,FW08WA084,1,2009,46.06525,-118.3803,23637954,5202.040663,4947.031678
nrsa0809,15851,NRS_WA-10371,FW08WA109,1,2009,47.58286,-123.6445,23844813,366.4066768,308.7011667
nrsa0809,14652,NRS_WA-10374,FW08WA120,1,2009,47.94747,-117.105,24115801,6614.808942,6614.808942
nrsa0809,15485,NRS_WA-10376,FW08WA122,1,2009,47.1355,-123.7769,23857013,12174.16463,12499.93952
nrsa0809,NA,NRS_WA-10377,FW08WA123,1,2009,48.67034,-118.4442,23033060,2895.394028,2895.394028
nrsa0809,15053,NRS_WI-10043,FW08WI001,1,2009,44.55144,-90.65239,13133941,14727.0728,14727.0728
nrsa0809,15055,NRS_WI-10033,FW08WI002,1,2009,46.67051,-90.92247,1796805,13392.09877,13528.66759
nrsa0809,15056,NRS_WI-10028,FW08WI003,1,2009,45.11728,-91.27551,13104315,17559.93658,12537.12815
nrsa0809,15059,NRS_WI-10029,FW08WI004,1,2009,45.01646,-90.00581,14729764,11938.61461,15532.27661
nrsa0809,15060,NRS_WI-10011,FW08WI005,1,2009,43.56212,-89.90506,14709602,13316.58805,13224.22704
nrsa0809,15061,NRS_WI-10018,FW08WI006,1,2009,45.52534,-90.70893,12979815,27320.26144,17265.69822
nrsa0809,15062,NRS_WI-10016,FW08WI007,1,2009,42.98849,-88.27833,14768166,6643.421136,8377.365714
nrsa0809,15063,NRS_WI-10031,FW08WI008,1,2009,42.83585,-89.89394,13410120,13266.33014,11370.7185
nrsa0809,15064,NRS_WI-10015,FW08WI009,1,2009,45.53445,-88.4475,6817998,2883.370582,8472.79219
nrsa0809,15065,NRS_WI-10042,FW08WI010,1,2009,44.17959,-88.63658,9034609,20845.02588,16359.64191
nrsa0809,15066,NRS_WI-10026,FW08WI011,1,2009,43.46059,-88.445,13291194,13734.1961,12575.49589
nrsa0809,15067,NRS_WI-10009,FW08WI012,1,2009,44.65313,-91.10643,13098350,9257.44578,9986.320455
nrsa0809,15068,NRS_WI-10032,FW08WI013,1,2009,45.66432,-91.23252,13122026,15326.9948,11587.93564
nrsa0809,15069,NRS_WI-10012,FW08WI014,1,2009,46.67571,-91.9454,1798349,17310.99736,18142.46207
nrsa0809,15070,NRS_WI-10014,FW08WI016,1,2009,45.26348,-89.22827,14728444,17032.22901,12725.79051
nrsa0809,15071,NRS_WI-10008,FW08WI017,1,2009,44.53034,-89.98841,14702626,19668.15325,15818.90382
nrsa0809,15072,NRS_WI-10013,FW08WI018,1,2009,44.20037,-90.72584,13136851,10445.75299,10445.75299
nrsa0809,15073,NRS_WI-10024,FW08WI019,1,2009,43.94378,-90.97232,2454082,6148.757945,7649.758607
nrsa0809,15074,NRS_WI-10037,FW08WI020,1,2009,45.73352,-89.30852,13395797,15450.63324,16645.57354
nrsa0809,15086,NRS_WI-10075,FW08WI045,1,2009,44.36113,-91.91075,2118038,4138.503869,10090.98463
nrsa0809,15089,NRS_WI-10086,FW08WI056,1,2009,43.82344,-89.16831,6867993,9940.280325,8819.926916
nrsa0809,15102,NRS_WI-10101,FW08WI098,1,2009,45.22549,-89.64785,14727088,14356.25723,12026.34261
nrsa0809,15103,NRS_WI-10102,FW08WI100,1,2009,45.01973,-89.12751,9029455,15027.31672,13170.88544
nrsa0809,15105,NRS_WI-10104,FW08WI104,1,2009,45.62459,-91.55276,13079955,12012.49523,10035.96766
nrsa0809,14660,NRS_WV-10016,FW08WV001,1,2009,37.99753,-80.86204,4548968,4988.998308,5494.761657
nrsa0809,14662,NRS_WV-10008,FW08WV002,1,2009,38.75219,-80.94072,19416969,6823.043825,5595.636077
nrsa0809,14666,NRS_WV-10013,FW08WV003,1,2009,39.24432,-78.6646,8433546,8170.760172,8517.880572
nrsa0809,14667,NRS_WV-10015,FW08WV004,1,2009,39.55738,-80.18224,3769456,8852.903226,7408.623731
nrsa0809,14670,NRS_WV-10024,FW08WV012,1,2009,38.53576,-80.48593,19321977,5427.41033,4678.808456
nrsa0809,14671,NRS_WV-10027,FW08WV015,1,2009,39.39898,-78.43837,8432342,6757.55102,8605.693441
nrsa0809,14675,NRS_WV-10030,FW08WV018,1,2009,38.27013,-82.44883,3964502,6571.119018,5072.459836
nrsa0809,14682,NRS_WV-10040,FW08WV028,1,2009,37.57787,-81.2885,6934984,4929.143357,8532.644698
nrsa0809,14683,NRS_WV-10043,FW08WV031,1,2009,39.27681,-78.81175,8420206,7291.224666,6115.902985
nrsa0809,14685,NRS_WV-10044,FW08WV032,1,2009,37.7301,-80.59443,12107722,3268.373832,4600.209317
nrsa0809,NA,NRS_WV-10046,FW08WV034,1,2009,39.57144,-80.99238,15429832,4665.476042,8965.914821
nrsa0809,14687,NRS_WV-10048,FW08WV037,1,2009,38.27686,-82.12486,19292644,15087.46356,7911.095062
nrsa0809,14533,NRS_WY-10016,FW08WY001,1,2009,41.65268,-110.7466,3266040,5309.424452,4840.471984
nrsa0809,14534,NRS_WY-10171,FW08WY004,1,2009,44.1023,-105.1598,10902785,25456.85361,26440.15224
nrsa0809,13071,NRS_WY-10030,FW08WY005,1,2009,44.30322,-106.9389,5380432,5877.121279,5877.121279
nrsa0809,14535,NRS_WY-10024,FW08WY007,1,2009,43.6825,-106.34,5365599,23734.97652,16038.58211
nrsa0809,14536,NRS_WY-10104,FW08WY009,1,2009,43.53974,-108.85,12868037,32373.46769,19214.82438
nrsa0809,14537,NRS_WY-10085,FW08WY010,1,2009,43.85892,-110.9099,24469910,584.5236659,701.9553012
nrsa0809,14538,NRS_WY-10159,FW08WY012,1,2009,44.99127,-108.3546,12801540,15708.74297,9738.371019
nrsa0809,14544,NRS_WY-10324,FW08WY025,1,2009,44.81826,-107.0448,5335753,16458.76147,12441.98557
nrsa0809,14546,NRS_WY-10327,FW08WY028,1,2009,42.05064,-110.5351,18354397,4291.979592,4242.265763
nrsa0809,14547,NRS_WY-10328,FW08WY029,1,2009,44.26445,-107.9009,12829436,10332.06106,13082.24312
nrsa0809,14552,NRS_WY-10346,FW08WY047,1,2009,41.63838,-106.9378,15981883,17057.56734,12156.55278
nrsa0809,14556,NRS_WY-10361,FW08WY062,1,2009,43.60296,-104.1929,9388321,34625.48263,23476.43118
nrsa0809,14557,NRS_WY-10367,FW08WY068,1,2009,42.56246,-109.9336,18351851,20307.09817,3660.660944
nrsa0809,14559,NRS_WY-10370,FW08WY071,1,2009,42.68898,-105.389,24849765,15289.32344,15531.30437
nrsa0809,14563,NRS_WY-10375,FW08WY085,1,2009,44.5291,-109.6635,12794099,2265.879594,412.8064768
nrsa0809,14564,NRS_WY-10376,FW08WY089,1,2009,44.50731,-107.3745,12803838,1875.289689,1875.289689
nrsa0809,14565,NRS_WY-10377,FW08WY090,1,2009,44.59092,-104.9307,9799230,24339.27693,21642.30461
nrsa0809,14566,NRS_WY-10379,FW08WY092,1,2009,42.18433,-110.4617,18353987,3970.476858,4187.899388
nrsa0809,11651,NRS_AR-10057,FW08AR010,1,2008,35.62598092,-89.87932863,7471678,10946.47925,14179.49328
nrsa0809,11945,NRS_CA-10779,FW08CA017,1,2008,36.96371,-119.2314,22050309,5080.674757,4328.958508
nrsa0809,10996,NRS_CA-10797,FW08CA035,1,2008,38.80836,-121.6352,7978069,13298.1237,10800.52266
nrsa0809,10997,NRS_CA-10802,FW08CA040,1,2008,41.53926,-123.5267,4439896,1100.684358,7257.259354
nrsa0809,10998,NRS_CA-10818,FW08CA056,1,2008,41.4564,-123.9356,4442410,4148.303801,5797.615909
nrsa0809,10969,NRS_CA-10821,FW08CA059,1,2008,40.00191,-121.2682,20294501,2439.051225,6309.814818
nrsa0809,10999,NRS_CA-10823,FW08CA061,1,2008,37.59638,-121.1288,2820014,8802.125506,8107.954202
nrsa0809,11000,NRS_CA-10825,FW08CA063,1,2008,40.31844,-123.771,2706253,13621.42857,8030.48535
nrsa0809,11001,NRS_CA-10829,FW08CA067,1,2008,38.57234,-121.3577,15024989,3136.661211,6322.812848
nrsa0809,11002,NRS_CA-10830,FW08CA068,1,2008,41.84331,-122.8997,362143,5791.701742,7888.249576
nrsa0809,11946,NRS_CA-10833,FW08CA075,1,2008,39.90521,-121.0466,8028376,6588.376775,6588.376775
nrsa0809,11091,NRS_CO-10220,FW08CO021,1,2008,39.98812,-108.778,5312032,4057.371358,1800.820712
nrsa0809,11094,NRS_CO-10224,FW08CO025,1,2008,38.86531,-108.3981,3232663,1390.636001,2008.745892
