"PUBLICATION_DATE","SITE_ID","DATE_COL","SITESAMP","VISIT_NO","AG_ECO3","AG_ECO3_NM","AG_ECO9","AG_ECO9_NM","BOAT_WADE","BORD_RIV","CH0813_WGT","CHNG_SF","CNTYNAME","COMID","DESC_CODE","ELEVATION","EPA_REG","EVALSTAT","EVALUATED","FEOW_ID","FRAME14","FRAME18_ID","FS_EW","GNIS_ID","GNIS_NAME","HUC2","HUC2_REG","HUC8","HUC8_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MAJ_BASIN","MISS_BASIN","MISS_BASIN_NM","NA_L1CODE","NA_L1NAME","NA_L2CODE","NA_L2NAME","NA_L3CODE","NA_L3NAME","NARS_NAME","NARS_OWN","NFWAWGTCAT","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","NRSA_USE","OWN_CODE","OWN_DESC","OWN_TYPE","OWNSHP","PSTL_CODE","REACHCODE","RT_NRSA","SITETYPE","SO","SORT13_ID","SORT18_ID","SOURCE","STATE","STATECTY","STATEID","STRAH_CAL","STRAH_CAT","STRAH_ORD","STUDY","US_L3CODE","US_L3NAME","US_L4CODE","US_L4NAME","WGT_EXT_SP","XCOORD","YCOORD","YEAR"
"4/29/2019","NDSS-1106",2013-06-20,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","","",0,0,"Mercer",16249095,NA,593.24,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","ND39642","",1028160,"Brush Creek","H10U","MS","H10130201","Knife",47.18226,-101.7943,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Brush Creek","Private","","Target_Sampled","ND_SmallStreams_NPL","Base_NewSmallStreams","Include","ND","Target","NonUrban",1,135.74428,"YES",NA,"","","","ND",1.01e+13,"In","PROB",2,"ND1106","ND_10054","NHDPlusV1","ND",38057,"",2,"SmallStreams",2,"NRSA",43,"Northwestern Great Plains","43a","Missouri Plateau",9.668737576,-441222.2,1094523,"2013"
"4/29/2019","UTRF-0004",2013-06-20,"Y",1,"WMTNS","West","XER","Xeric","","",NA,NA,"",10395905,NA,NA,"Region_8","Target-Sampled","YES",NA,"","","West",1445938,"South Willow Creek","","","H16020304","",40.49275296,-112.5815753,"Great Basin Region","H16","","",NA,"",NA,"","","","","","","Target_Sampled","","","","","Target","Urban",NA,NA,"YES",NA,"","","","UT",1.6e+13,"R","HAND",1,"","","","UT",NA,"",NA,"",NA,"NRSA",13,"Central Basin and Range","13d","Woodland- and Shrub-Covered Low Mountains",NA,NA,NA,"2013"
"4/29/2019","OHSS-1125",2013-06-20,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",0,0,"Preble",3883028,NA,254.37,"Region_5","Target-Sampled","YES",150,"NRSA14_ST","OH65323","",1038004,"Big Cave Run","H05","MS","H05080002","Lower Great Miami, Indiana, Ohio",39.57122,-84.66835,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.2,"CENTRAL USA PLAINS","8.2.4","Eastern Corn Belt Plains","Big Cave Run","Private","","Target_Sampled","OH_SmallStreams_TPL","Base_NewSmallStreams","Include","OH","Target","NonUrban",1,4348.26945,"YES",NA,"","","","OH",5.08e+12,"In","PROB",2,"OH1125","OH_10044","NHDPlusV1","OH",39135,"",2,"SmallStreams",2,"NRSA",55,"Eastern Corn Belt Plains","55b","Loamy High Lime Till Plains",2852.048801,962358.8,289587.2,"2013"
"4/29/2019","OHRO-1031",2013-06-20,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Tuscarawas",19390016,NA,272.55,"Region_5","Target-Sampled","YES",150,"NRSA14_ST","OH39404","",1070721,"Conotton Creek","H05","MS","H05040001","Tuscarawas",40.52083,-81.30616,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.3","Western Allegheny Plateau","Conotton Creek","Private","","Target_Sampled","OH_RiversOther_SAP","Base_NewRiversOther","Include","OH","Target","NonUrban",1,727.57323,"YES",NA,"","","","OH",5.04e+12,"Im","PROB",5,"OH1031","OH_10017","NHDPlusV1","OH",39157,"",5,"RiversOther",5,"NRSA",70,"Western Allegheny Plateau","70e","Unglaciated Upper Muskingum Basin",378.1590186,1229497,433780.9,"2013"
"4/29/2019","MIRF-0002",2013-06-20,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",NA,NA,"",12121694,NA,NA,"Region_5","Target-Sampled","YES",NA,"","","East",1620566,"Little Manistee River","","","H4060103","",44.14272478,-86.01193089,"Great Lakes Region","H04","","",NA,"",NA,"","","","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","MI",4.06e+12,"R","HAND",3,"","","","MI",NA,"",NA,"",NA,"NRSA",50,"Northern Lakes and Forests","50ag","Newaygo Barrens",NA,NA,NA,"2013"
"4/29/2019","MORF-0005",2013-06-20,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",NA,NA,"",5814271,NA,NA,"Region_7","Target-Sampled","YES",NA,"","","",728300,"Walnut Creek","","","H10280202","",40.11645947,-92.7620827,"Missouri Region","H10","","",NA,"",NA,"","","","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","MO",1.03e+13,"R","HAND",3,"","","","MO",NA,"",NA,"",NA,"NRSA",40,"Central Irregular Plains","40a","Loess Flats and Till Plains",NA,NA,NA,"2013"
"4/29/2019","MIS9-0923",2013-06-19,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","Wadeable","",0,0,"Ingham",12242058,NA,264.57,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","MI35610","",623633,"Columbia Creek","H04","GL","H04050004","Upper Grand",42.5695,-84.5928,"Great Lakes Region","H04","","",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.6","Southern Michigan/Northern Indiana Drift Plains","Columbia Creek","Private","MI_2nd","Target_Sampled","MI_Streams_MI_2nd","Base_09Stream_RVT","Include","MI","Target","NonUrban",2,1,"YES",NA,"","","","MI",4.05e+12,"Im","PROB",2,"MI0923","MI_10001","NHDPlusV1","MI",26065,"",2,"SmallStreams",2,"NRSA",56,"Southern Michigan/Northern Indiana Drift Plains","56g","Lansing Loamy Plain",749.7512569,928550.2,623604.9,"2013"
"4/29/2019","MISS-1136",2013-06-20,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",0,0,"Kent",9008083,NA,216.91,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","MI38096","",637676,"Sharps Creek","H04","GL","H04050006","Lower Grand",42.82857,-85.6665,"Great Lakes Region","H04","","",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.6","Southern Michigan/Northern Indiana Drift Plains","Sharps Creek","Private","","Target_Sampled","MI_SmallStreams_UMW","Base_NewSmallStreams","Include","MI","Target","Urban",1,5607.98548,"YES",NA,"","","","MI",4.05e+12,"In","PROB",2,"MI1136","MI_10073","NHDPlusV1","MI",26081,"",2,"SmallStreams",2,"NRSA",56,"Southern Michigan/Northern Indiana Drift Plains","56g","Lansing Loamy Plain",2176.123336,838370.8,642388.7,"2013"
"4/29/2019","TXS9-0926",2013-06-20,"Y",2,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Wadeable","",0,0,"Harris",1440185,NA,26.06,"Region_6","Target-Sampled","YES",141,"NRSA14_ST","TX63560","",NA,"","H12","TX","H12040104","Buffalo-San Jacinto",29.91047,-95.49178,"Rio Grande-Texas-Gulf Region","H12_13","","",9,"GREAT PLAINS",9.5,"TEXAS-LOUISIANA COASTAL PLAIN","9.5.1","Western Gulf Coastal Plain","","Private","TX_1st","Target_Sampled","TX_Streams_TX_1st","Base_09Stream_RVT","Include","TX","Target","Urban",2,1,"YES",NA,"","","","TX",1.2e+13,"Im","PROB",1,"TX0926","TX_10001","NHDPlusV1","TX",48201,"",1,"SmallStreams",1,"NRSA",34,"Western Gulf Coastal Plain","34a","Northern Humid Gulf Coastal Prairies",3146.69663,49036.42,-847215.2,"2013"
"4/29/2019","MDRO-1014",2013-06-21,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Frederick",8450588,NA,63.23,"Region_3","Target-Sampled","YES",158,"NRSA14_ST","MD20534","",585931,"Monocacy River","H02","MA","H02070009","Monocacy",39.31389,-77.4119,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.1","Northern Piedmont","Monocacy River","Private","","Target_Sampled","MD_RiversOther_SAP","Base_NewRiversOther","Include","MD","Target","NonUrban",1,135.34673,"YES",NA,"","","","MD",2.07e+12,"Im","PROB",6,"MD1014","MD_10028","NHDPlusV1","MD",24021,"",6,"RiversOther",6,"NRSA",64,"Northern Piedmont","64c","Piedmont Uplands",46.46700255,1577907,358113.7,"2013"
"4/29/2019","ALS9-0918",2013-06-20,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Wadeable","",0,0,"Coosa",22274544,NA,160.19,"Region_4","Target-Sampled","YES",153,"NRSA14_ST","AL29968","",NA,"","H03W","SA","H03150107","Lower Coosa",32.93231611,-86.36246869,"South-Atlantic Region","H03","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.4","Piedmont","","Private","AL_1st2nd3rd","Target_Sampled","AL_Streams_AL_1st2n","Base_09Stream","Include","AL","Target","NonUrban",1,1,"YES",NA,"","","","AL",3.15e+12,"In","PROB",2,"AL0918","AL_10003","NHDPlusV1","AL",1037,"",2,"SmallStreams",2,"NRSA",45,"Piedmont","45a","Southern Inner Piedmont",1205.122537,894259.703,-465662.198,"2013"
"4/29/2019","ALSS-1064",2013-06-21,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Bibb",21657616,NA,123.7,"Region_4","Target-Sampled","YES",153,"NRSA14_ST","AL45615","",120104,"Hill Creek","H03W","SA","H03150202","Cahaba",33.11467,-87.11905,"South-Atlantic Region","H03","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","Hill Creek","Private","","Target_Sampled","AL_SmallStreams_SAP","Base_NewSmallStreams","Include","AL","Target","NonUrban",1,10259.65154,"YES",NA,"","","","AL",3.15e+12,"In","PROB",2,"AL1064","AL_10012","NHDPlusV1","AL",1007,"",2,"SmallStreams",2,"NRSA",67,"Ridge and Valley","67h","Southern Sandstone Ridges",3456.121787,822371.4,-452240.4,"2013"
"4/29/2019","MNS9-0929",2013-06-20,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","Wadeable","",0,0,"Olmsted",2441760,NA,365.89,"Region_5","Target-Sampled","YES",148,"NRSA14_ST","MN44364","",652035,"Silver Creek","H07","MS","H07040004","Zumbro",44.04151,-92.33874,"Upper Mississippi Region","H07","H07","Upper Mississippi Region",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.5","Driftless Area","Silver Creek","Private","MN_2nd","Target_Sampled","MN_Streams_MN_2nd","Base_09Stream","Include","MN","Target","NonUrban",1,1,"YES",NA,"","","","MN",7.04e+12,"Im","PROB",2,"MN0929","MN_10003","NHDPlusV1","MN",27109,"",2,"SmallStreams",2,"NRSA",52,"Driftless Area","52c","Rochester/Paleozoic Plateau Upland",1432.402309,292340.7,737793.9,"2013"
"4/29/2019","NVS9-0921",2013-06-18,"Y",1,"WMTNS","West","XER","Xeric","Wadeable","",0,0,"Elko",10749941,NA,1688.18,"Region_9","Target-Sampled","YES",126,"NRSA14_ST","NV33459","",861544,"Spring Creek","H16","GB","H16040103","South Fork Humboldt",40.7413,-115.5544,"Great Basin Region","H16","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.5","Central Basin and Range","Spring Creek","Private","NV_2nd","Target_Sampled","NV_Streams_NV_2nd","Base_09Stream_RVT","Include","NV","Target","NonUrban",2,1,"YES",NA,"","","","NV",1.6e+13,"In","PROB",2,"NV0921","NV_10001","NHDPlusV1","NV",32007,"",2,"SmallStreams",2,"NRSA",13,"Central Basin and Range","13m","Upper Humboldt Plains",3114.298783,-1626123,531125.2,"2013"
"4/29/2019","NVR9-0920",2013-06-20,"Y",1,"WMTNS","West","XER","Xeric","Wadeable","",0,0,"Elko",23198924,NA,1581.47,"Region_9","Target-Sampled","YES",122,"NRSA14_ST","NV170293","",395878,"Salmon Falls Creek","H17","PN","H17040213","Salmon Falls",41.88666,-114.6866,"Pacific Northwest Region","H17","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.3","Northern Basin and Range","Salmon Falls Creek","Private","NV_6th","Target_Sampled","NV_Rivers_NV_6th","Base_09River_RVT","Include","NV","Target","NonUrban",2,1,"YES",NA,"","","","NV",1.7e+13,"Im","PROB",6,"NV0920","NV_10029","NHDPlusV1","NV",32007,"",6,"RiversOther",6,"NRSA",80,"Northern Basin and Range","80a","Dissected High Lava Plateau",203.1860526,-1529868,642344.2,"2013"
"4/29/2019","OHS9-0922",2013-06-19,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","Wadeable","",0,0,"Licking",15365359,NA,282.89,"Region_5","Target-Sampled","YES",150,"NRSA14_ST","OH52138","",1041645,"Hog Run","H05","MS","H05040006","Licking",39.97946,-82.38165,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.1,"MIXED WOOD PLAINS","8.1.10","Erie Drift Plain","Hog Run","Private","OH_2nd","Target_Sampled","OH_Streams_OH_2nd","Base_09Stream","Include","OH","Target","NonUrban",1,1,"YES",NA,"","","","OH",5.04e+12,"Im","PROB",2,"OH0922","OH_10039","NHDPlusV1","OH",39089,"",2,"SmallStreams",2,"NRSA",61,"Erie Drift Plain","61c","Low Lime Drift Plain",651.1906304,1148809,360343.8,"2013"
"4/29/2019","WASS-1140",2013-06-19,"Y",1,"WMTNS","West","WMT","Western Mountains","","",0,0,"Pacific",23866160,NA,74.57,"Region_10","Target-Sampled","YES",121,"NRSA14_ST","WA58329","",NA,"","H17","PN","H17100106","Willapa Bay",46.30527,-123.781,"Pacific Northwest Region","H17","","",7,"MARINE WEST COAST FOREST",7.1,"MARINE WEST COAST FOREST","7.1.8","Coast Range","","Private","","Target_Sampled","WA_SmallStreams_WMT","Base_NewSmallStreams","Include","WA","Target","NonUrban",1,11258.89286,"YES",NA,"","","","WA",1.71e+13,"In","PROB",1,"WA1140","WA_10050","NHDPlusV1","WA",53049,"",1,"SmallStreams",1,"NRSA",1,"Coast Range","1b","Coastal Uplands",2096.843054,-2114754,1295265,"2013"
"4/29/2019","COS9-0925",2013-06-19,"Y",1,"WMTNS","West","XER","Xeric","Wadeable","",0,0,"Conejos",17876523,NA,2390.66,"Region_8","Target-Sampled","YES",132,"NRSA14_ST","CO80424","",190925,"Rio San Antonio","H13","RG","H13010005","Conejos",37.06135096,-105.982904,"Rio Grande-Texas-Gulf Region","H12_13","","",10,"NORTH AMERICAN DESERTS",10.1,"COLD DESERTS","10.1.7","Arizona/New Mexico Plateau","Rio San Antonio","Private","CO_4th","Target_Sampled","CO_Streams_CO_4th","Base_09Stream","Include","CO","Target","NonUrban",1,1,"YES",NA,"","","","CO",1.3e+13,"?","PROB",4,"CO0925","CO_10007","NHDPlusV1","CO",8021,"",4,"LargeStreams",4,"NRSA",22,"Arizona/New Mexico Plateau","22b","San Luis Alluvial Flats and Wetlands",158.2796032,-877759.952,-3010.443,"2013"
"4/29/2019","MIRF-0005",2013-06-21,"Y",1,"PLNLOW","Plains and Lowlands","UMW","Upper Midwest","","",NA,NA,"",12134842,NA,NA,"Region_5","Target-Sampled","YES",NA,"","","",1620965,"Muskegon River","","","H4060102","",43.43006008,-85.71987694,"Great Lakes Region","H04","","",NA,"",NA,"","","","","","","Target_Sampled","","","","","Target","Urban",NA,NA,"YES",NA,"","","","MI",4.06e+12,"In","HAND",6,"","","","MI",NA,"",NA,"",NA,"NRSA",50,"Northern Lakes and Forests","50ag","Newaygo Barrens",NA,NA,NA,"2013"
"4/29/2019","WAS9-0919",2013-06-20,"Y",1,"WMTNS","West","WMT","Western Mountains","Wadeable","",0,0,"Grays Harbor",23865256,302,195.01,"Region_10","Target-Sampled","YES",103,"NRSA14_ST","WA128094","",1507803,"Right Fork Raimie Creek","H17","PN","H17100106","Willapa Bay",46.83757,-123.3863,"Pacific Northwest Region","H17","","",7,"MARINE WEST COAST FOREST",7.1,"MARINE WEST COAST FOREST","7.1.8","Coast Range","Right Fork Raimie Creek","State","WA_1st","Target_Sampled","WA_Streams_WA_1st","Base_09Stream","Include","WA","Target","NonUrban",1,1,"YES",340,"State Trust Lands","State","State Department of Natural Resources","WA",1.71e+13,"Im","PROB",1,"WA0919","WA_10005","NHDPlusV1","WA",53027,"",1,"SmallStreams",1,"NRSA",1,"Coast Range","1f","Willapa Hills",1526.039698,-2068783,1343092,"2013"
"4/29/2019","OHR9-0907",2013-06-23,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","Boatable","",0,0,"Seneca",15612806,NA,226.88,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","OH13827","",1066185,"Sandusky River","H04","GL","H04100011","Sandusky",41.02829,-83.21295,"Great Lakes Region","H04","","",8,"EASTERN TEMPERATE FORESTS",8.2,"CENTRAL USA PLAINS","8.2.4","Eastern Corn Belt Plains","Sandusky River","Private","OH_5th","Target_Sampled","OH_Rivers_OH_5th","Base_09River","Include","OH","Target","NonUrban",1,1,"YES",NA,"","","","OH",4.1e+12,"In","PROB",5,"OH0907","OH_10041","NHDPlusV1","OH",39147,"",5,"RiversOther",5,"NRSA",55,"Eastern Corn Belt Plains","55a","Clayey High Lime Till Plains",462.7659535,1063360,467020.1,"2013"
"4/29/2019","OHRO-1035",2013-06-23,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","","",0,0,"Tuscarawas",19388988,NA,281,"Region_5","Target-Sampled","YES",150,"NRSA14_ST","OH39673","",1066988,"Sugar Creek","H05","MS","H05040001","Tuscarawas",40.63326,-81.54266,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.3","Western Allegheny Plateau","Sugar Creek","Private","","Target_Sampled","OH_RiversOther_SAP","Base_NewRiversOther","Include","OH","Target","NonUrban",1,727.57323,"YES",NA,"","","","OH",5.04e+12,"Im","PROB",5,"OH1035","OH_10051","NHDPlusV1","OH",39157,"",5,"RiversOther",5,"NRSA",70,"Western Allegheny Plateau","70e","Unglaciated Upper Muskingum Basin",378.1590186,1207953,443193.8,"2013"
"4/29/2019","COS9-0922",2013-06-20,"Y",1,"WMTNS","West","WMT","Western Mountains","Wadeable","",0,0,"Mineral",17906861,NA,2685.95,"Region_8","Target-Sampled","YES",132,"NRSA14_ST","CO77058","",190436,"Goose Creek","H13","RG","H13010001","Rio Grande Headwaters",37.71406867,-106.8381694,"Rio Grande-Texas-Gulf Region","H12_13","","",6,"NORTHWESTERN FORESTED MOUNTAINS",6.2,"WESTERN CORDILLERA","6.2.14","Southern Rockies","Goose Creek","Private","CO_3rd","Target_Sampled","CO_Streams_CO_3rd","Base_09Stream","Include","CO","Target","NonUrban",1,1,"YES",NA,"","","","CO",1.3e+13,"Im","PROB",3,"CO0922","CO_10004","NHDPlusV1","CO",8079,"",3,"LargeStreams",3,"NRSA",21,"Southern Rockies","21g","Volcanic Subalpine Forests",399.2024822,-944322.853,77898.016,"2013"
"4/29/2019","OHS9-0915",2013-06-20,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Wadeable","",0,0,"Morgan",15382793,NA,277.99,"Region_5","Target-Sampled","YES",150,"NRSA14_ST","OH49228","",NA,"","H05","MS","H05040004","Muskingum",39.74567,-81.84162,"Ohio-Tennessee Region","H05_06","H05","Ohio Region",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.3","Western Allegheny Plateau","","Private","OH_1st","Target_Sampled","OH_Streams_OH_1st","Base_09Stream_RVT","Include","OH","Target","NonUrban",2,1,"YES",NA,"","","","OH",5.04e+12,"Im","PROB",1,"OH0915","OH_10036","NHDPlusV1","OH",39115,"",1,"SmallStreams",1,"NRSA",70,"Western Allegheny Plateau","70b","Monongahela Transition Zone",4348.950247,1197922,341093.8,"2013"
"4/29/2019","OHRM-1001",2013-06-24,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",0,0,"Paulding",15667657,NA,208.1,"Region_5","Target-Sampled","YES",116,"NRSA14_ST","OH3287","",1084017,"Maumee River","H04","GL","H04100005","Upper Maumee",41.2338,-84.59052,"Great Lakes Region","H04","","",8,"EASTERN TEMPERATE FORESTS",8.2,"CENTRAL USA PLAINS","8.2.2","Huron/Erie Lake Plains","Maumee River","Private","","Target_Sampled","OH_RiversMajor_TPL","Base_NewRiversMajor","Include","OH","Target","NonUrban",1,261.73743,"YES",NA,"","","","OH",4.1e+12,"In","PROB",6,"OH1001","OH_10012","NHDPlusV1","OH",39125,"",6,"RiversMajor",6,"NRSA",57,"Huron/Erie Lake Plains","57c","Paulding Plains",199.0408394,946631.4,475274.9,"2013"
"4/29/2019","PAR9-0910",2013-06-24,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Boatable","",0,0,"Northumberland",8153841,NA,128.99,"Region_3","Target-Sampled","YES",158,"NRSA14_ST","PA28028","",1190936,"West Branch Susquehanna River","H02","MA","H02050206","Lower West Branch Susquehanna",40.88572,-76.80151,"Mid-Atlantic Region","H02","","",8,"EASTERN TEMPERATE FORESTS",8.4,"OZARK/OUACHITA-APPALACHIAN FORESTS","8.4.1","Ridge and Valley","West Branch Susquehanna River","Private","PA_6th","Target_Sampled","PA_Rivers_PA_6th","Base_09River","Include","PA","Target","Urban",1,1,"YES",NA,"","","","PA",2.05e+12,"In","PROB",6,"PA0910","PA_10051","NHDPlusV1","PA",42097,"",6,"RiversMajor",6,"NRSA",67,"Ridge and Valley","67b","Northern Shale Valleys",339.1491608,1593692,540934.8,"2013"
"4/29/2019","NDS9-0938",2013-06-24,"Y",1,"PLNLOW","Plains and Lowlands","NPL","Northern Plains","Wadeable","",0,0,"Slope",14571158,101,826.32,"Region_8","Target-Sampled","YES",142,"NRSA14_ST","ND57279","West",1034820,"Deep Creek","H10U","MS","H10110203","Middle Little Missouri",46.41794,-103.5124,"Missouri Region","H10","H10U","Upper Missouri Region",9,"GREAT PLAINS",9.3,"WEST-CENTRAL SEMI-ARID PRAIRIES","9.3.3","Northwestern Great Plains","Deep Creek","USFS","ND_4th","Target_Sampled","ND_Streams_ND_4th","Base_09Stream_RVT","Include","ND","Target","NonUrban",2,1,"YES",130,"National Forest-National Grassland","Federal","Forest Service (USFS)","ND",1.01e+13,"In","PROB",4,"ND0938","ND_10001","NHDPlusV1","ND",38087,"",4,"LargeStreams",4,"NRSA",43,"Northwestern Great Plains","43b","Little Missouri Badlands",70.54558945,-578494.6,1019312,"2013"
"4/29/2019","KSRS-1269",2013-06-24,"Y",1,"PLNLOW","Plains and Lowlands","TPL","Temporate Plains","","",0,0,"Dickinson",18888790,NA,386.14,"Region_7","Target-Sampled","YES",143,"NRSA14_ST","KS22077","",476704,"Lyon Creek","H10L","MS","H10260008","Lower Smoky Hill",38.70221,-96.98346,"Missouri Region","H10","H10L","Lower Missouri Region",9,"GREAT PLAINS",9.4,"SOUTH CENTRAL SEMI-ARID PRAIRIES","9.4.4","Flint Hills","Lyon Creek","Private","","Target_Sampled","KS_RiverStream","Base_NewRiverStream","Include","KS","Target","NonUrban",1,987.90857,"YES",NA,"","","","KS",1.03e+13,"In","PROB",4,"KS1269","KS_10055","NHDPlusV1","KS",20041,"SPB-269",4,"LargeStreams",4,"NRSA",28,"Flint Hills","28a","Flint Hills",341.4498869,-84726.19,135184.9,"2013"
"4/29/2019","VTRF-0002",2013-06-24,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",NA,NA,"",4599835,NA,NA,"Region_1","Target-Sampled","YES",NA,"","","",1460281,"Willoughby River","","","H4150500","",44.8065868,-72.13678313,"New England Region","H01","","",NA,"",NA,"","","","","","","Target_Sampled","","","","","Target","NonUrban",NA,NA,"YES",NA,"","","","VT",4.15e+12,"In","HAND",2,"","","","VT",NA,"",NA,"",NA,"NRSA",58,"Northeastern Highlands","58l","Northern Piedmont",NA,NA,NA,"2013"
"4/29/2019","VTRS-1004",2013-06-24,"Y",1,"EHIGH","Eastern Highlands","NAP","Northern Appalachians","","",0,0,"Orleans",4599843,300,494.17,"Region_1","Target-Sampled","YES",117,"NRSA14_ST","VT9101","",NA,"","H01","NE","H04150500","St. Francois River",44.78541,-72.02854,"New England Region","H01","","",5,"NORTHERN FORESTS",5.3,"ATLANTIC HIGHLANDS","5.3.1","Northern Appalachian and Atlantic Maritime Highlands","","State","","Target_Sampled","VT_RiverStream_NAP","Base_NewRiverStream2","Include","VT","Target","NonUrban",1,182.4371,"YES",310,"State Park","State","State Park & Recreation","VT",4.15e+12,"In","PROB",1,"VT1004","VT_10024","NHDPlusV1","VT",50019,"",1,"SmallStreams",1,"NRSA",58,"Northeastern Highlands","58m","Quebec/New England Boundary Mountains",359.1167318,1873597,1052611,"2013"
"4/29/2019","ARS9-0946",2013-06-24,"Y",1,"PLNLOW","Plains and Lowlands","CPL","Coastal Plains","Wadeable","",0,0,"Woodruff",11800649,NA,63.16,"Region_6","Target-Sampled","YES",147,"NRSA14_ST","AR80988","",NA,"","H11","MS","H11010013","Upper White-Village",35.34665559,-91.32230048,"Arkansas-White-Red Region","H11","H11","Arkansas-White-Red Region",8,"EASTERN TEMPERATE FORESTS",8.5,"MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8.5.2","Mississippi Alluvial Plain","","Private","AR_1st2nd3rd","Target_Sampled","AR_Streams_AR_1st2n","Base_09Stream","Include","AR","Target","NonUrban",1,1,"YES",NA,"","","","AR",1.1e+13,"Im","PROB",2,"AR0946","AR_10003","NHDPlusV1","AR",5147,"",2,"SmallStreams",2,"NRSA",73,"Mississippi Alluvial Plain","73g","Western Lowlands Pleistocene Valley Trains",2127.934779,421332.511,-230821.71,"2013"
"4/29/2019","ALS9-0916",2013-06-24,"Y",1,"EHIGH","Eastern Highlands","SAP","Southern Appalachians","Wadeable","",0,0,"Randolph",22034461,NA,265.42,"Region_4","Target-Sampled","YES",153,"NRSA14_ST","AL33407","",NA,"","H03W","SA","H03150109","Middle Tallapoosa",33.26014982,-85.50357137,"South-Atlantic Region","H03","","",8,"EASTERN TEMPERATE FORESTS",8.3,"SOUTHEASTERN USA PLAINS","8.3.4","Piedmont","","Private","AL_1st2nd3rd","Target_Sampled","AL_Streams_AL_1st2n","Base_09Stream_RVT","Include","AL","Target","NonUrban",2,1,"YES",NA,"","","","AL",3.15e+12,"Im","PROB",1,"AL0916","AL_10001","NHDPlusV1","AL",1111,"",1,"SmallStreams",1,"NRSA",45,"Piedmont","45a","Southern Inner Piedmont",4401.239147,969611.773,-420851.969,"2013"
